"","GO.ID","term","definition","condition.genes_frequency","condition.pvalue","condition.-log10_pvalue","condition.Significant_genes","condition.Significant_genes_symbol"
"19","GO:0039528","cytoplasmic pattern recognition receptor signaling pathway in response to virus","Any series of molecular signals generated as a consequence of a virus or viral RNA binding to a pattern recognition receptor (PRR) located in the cytoplasm. Cytosolic PRRs such as RIG-I (DDX58) and MDA-5 (IFIH1) detect RNA synthesized during active viral replication and trigger a signaling pathway to protect the host against viral infection, for example by inducing the expression of antiviral cytokines.","6.67% (2/30)",0.004069892,2.39,"ENSG00000132466;ENSG00000134644","ANKRD17;PUM1"
"20","GO:0039529","RIG-I signaling pathway","Any series of molecular signals generated as a consequence of the cytoplasmic pattern recognition receptor (PRR) RIG-1 (also known as DDX58) binding to viral RNA. RIG-I detects RNA synthesized during active viral replication and triggers a signaling pathway to protect the host against viral infection, for example by inducing the expression of antiviral cytokines.","8.33% (2/24)",0.002613822,2.58,"ENSG00000132466;ENSG00000134644","ANKRD17;PUM1"
"21","GO:0039531","regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway","Any process that modulates the frequency, rate or extent of the series of molecular signals generated as a consequence of a virus or viral RNA binding to a pattern recognition receptor (PRR) located in the cytoplasm.","9.52% (2/21)",0.0020009,2.7,"ENSG00000132466;ENSG00000134644","ANKRD17;PUM1"
"22","GO:0039535","regulation of RIG-I signaling pathway","Any process that modulates the frequency, rate or extent of the series of molecular signals generated as a consequence of the cytoplasmic pattern recognition receptor (PRR) RIG-1 (also known as DDX58) binding to viral RNA.","11.11% (2/18)",0.00146669,2.83,"ENSG00000132466;ENSG00000134644","ANKRD17;PUM1"
"23","GO:0044260","cellular macromolecule metabolic process","The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass, as carried out by individual cells.","0.43% (33/7631)",0.008126442,2.09,"ENSG00000011566;ENSG00000053254;ENSG00000065883;ENSG00000082898;ENSG00000091136;ENSG00000105223;ENSG00000112851;ENSG00000114439;ENSG00000114857;ENSG00000121892;ENSG00000132466;ENSG00000134504;ENSG00000134644;ENSG00000134744;ENSG00000136770;ENSG00000137834;ENSG00000140836;ENSG00000142599;ENSG00000144677;ENSG00000148634;ENSG00000154001;ENSG00000156831;ENSG00000158169;ENSG00000167693;ENSG00000169756;ENSG00000173064;ENSG00000181722;ENSG00000183579;ENSG00000189283;ENSG00000196781;ENSG00000197548;ENSG00000198911;ENSG00000204406","MAP4K3;FOXN3;CDK13;XPO1;LAMB1;PLD3;ERBIN;BBX;NKTR;PDS5A;ANKRD17;KCTD1;PUM1;TUT4;DNAJC1;SMAD6;ZFHX3;RERE;CTDSPL;HERC4;PPP2R5E;NSMCE2;FANCC;NXN;LIMS1;HECTD4;ZBTB20;ZNRF3;FHIT;TLE1;ATG7;SREBF2;MBD5"
"24","GO:0045934","negative regulation of nucleobase-containing compound metabolic process","Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids.","0.81% (12/1487)",0.001929145,2.71,"ENSG00000053254;ENSG00000082898;ENSG00000114439;ENSG00000121892;ENSG00000134504;ENSG00000140836;ENSG00000142599;ENSG00000169756;ENSG00000181722;ENSG00000196781;ENSG00000197548;ENSG00000198911","FOXN3;XPO1;BBX;PDS5A;KCTD1;ZFHX3;RERE;LIMS1;ZBTB20;TLE1;ATG7;SREBF2"
"25","GO:0048519","negative regulation of biological process","Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule.","0.52% (27/5162)",0.001397496,2.85,"ENSG00000053254;ENSG00000065883;ENSG00000082898;ENSG00000112851;ENSG00000114439;ENSG00000121892;ENSG00000132466;ENSG00000134504;ENSG00000134644;ENSG00000134744;ENSG00000136770;ENSG00000137834;ENSG00000140836;ENSG00000142599;ENSG00000144677;ENSG00000148634;ENSG00000151746;ENSG00000167693;ENSG00000169756;ENSG00000181722;ENSG00000183579;ENSG00000187323;ENSG00000189283;ENSG00000196781;ENSG00000197548;ENSG00000198911;ENSG00000205726","FOXN3;CDK13;XPO1;ERBIN;BBX;PDS5A;ANKRD17;KCTD1;PUM1;TUT4;DNAJC1;SMAD6;ZFHX3;RERE;CTDSPL;HERC4;BICD1;NXN;LIMS1;ZBTB20;ZNRF3;DCC;FHIT;TLE1;ATG7;SREBF2;ITSN1"
"26","GO:0048523","negative regulation of cellular process","Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level.","0.59% (27/4578)",0.0001648963,3.78,"ENSG00000053254;ENSG00000065883;ENSG00000082898;ENSG00000112851;ENSG00000114439;ENSG00000121892;ENSG00000132466;ENSG00000134504;ENSG00000134644;ENSG00000134744;ENSG00000136770;ENSG00000137834;ENSG00000140836;ENSG00000142599;ENSG00000144677;ENSG00000148634;ENSG00000151746;ENSG00000167693;ENSG00000169756;ENSG00000181722;ENSG00000183579;ENSG00000187323;ENSG00000189283;ENSG00000196781;ENSG00000197548;ENSG00000198911;ENSG00000205726","FOXN3;CDK13;XPO1;ERBIN;BBX;PDS5A;ANKRD17;KCTD1;PUM1;TUT4;DNAJC1;SMAD6;ZFHX3;RERE;CTDSPL;HERC4;BICD1;NXN;LIMS1;ZBTB20;ZNRF3;DCC;FHIT;TLE1;ATG7;SREBF2;ITSN1"
"27","GO:0050789","regulation of biological process","Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule.","0.4% (41/10182)",0.004054582,2.39,"ENSG00000011566;ENSG00000053254;ENSG00000065883;ENSG00000082898;ENSG00000091136;ENSG00000103091;ENSG00000105223;ENSG00000105738;ENSG00000112851;ENSG00000114439;ENSG00000121892;ENSG00000132466;ENSG00000132849;ENSG00000134504;ENSG00000134644;ENSG00000134744;ENSG00000136770;ENSG00000137834;ENSG00000137942;ENSG00000140836;ENSG00000142599;ENSG00000144596;ENSG00000144677;ENSG00000148634;ENSG00000151746;ENSG00000154001;ENSG00000156831;ENSG00000167693;ENSG00000169084;ENSG00000169756;ENSG00000173598;ENSG00000181722;ENSG00000182256;ENSG00000183579;ENSG00000187323;ENSG00000189283;ENSG00000196781;ENSG00000197548;ENSG00000198911;ENSG00000204406;ENSG00000205726","MAP4K3;FOXN3;CDK13;XPO1;LAMB1;WDR59;PLD3;SIPA1L3;ERBIN;BBX;PDS5A;ANKRD17;PATJ;KCTD1;PUM1;TUT4;DNAJC1;SMAD6;FNBP1L;ZFHX3;RERE;GRIP2;CTDSPL;HERC4;BICD1;PPP2R5E;NSMCE2;NXN;DHRSX;LIMS1;NUDT4;ZBTB20;GABRG3;ZNRF3;DCC;FHIT;TLE1;ATG7;SREBF2;MBD5;ITSN1"
"28","GO:0050794","regulation of cellular process","Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level.","0.42% (40/9565)",0.002101123,2.68,"ENSG00000011566;ENSG00000053254;ENSG00000065883;ENSG00000082898;ENSG00000091136;ENSG00000103091;ENSG00000105738;ENSG00000112851;ENSG00000114439;ENSG00000121892;ENSG00000132466;ENSG00000132849;ENSG00000134504;ENSG00000134644;ENSG00000134744;ENSG00000136770;ENSG00000137834;ENSG00000137942;ENSG00000140836;ENSG00000142599;ENSG00000144596;ENSG00000144677;ENSG00000148634;ENSG00000151746;ENSG00000154001;ENSG00000156831;ENSG00000167693;ENSG00000169084;ENSG00000169756;ENSG00000173598;ENSG00000181722;ENSG00000182256;ENSG00000183579;ENSG00000187323;ENSG00000189283;ENSG00000196781;ENSG00000197548;ENSG00000198911;ENSG00000204406;ENSG00000205726","MAP4K3;FOXN3;CDK13;XPO1;LAMB1;WDR59;SIPA1L3;ERBIN;BBX;PDS5A;ANKRD17;PATJ;KCTD1;PUM1;TUT4;DNAJC1;SMAD6;FNBP1L;ZFHX3;RERE;GRIP2;CTDSPL;HERC4;BICD1;PPP2R5E;NSMCE2;NXN;DHRSX;LIMS1;NUDT4;ZBTB20;GABRG3;ZNRF3;DCC;FHIT;TLE1;ATG7;SREBF2;MBD5;ITSN1"
"29","GO:0050896","response to stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism.","0.45% (35/7808)",0.002219169,2.65,"ENSG00000011566;ENSG00000053254;ENSG00000065883;ENSG00000082898;ENSG00000103091;ENSG00000105223;ENSG00000105738;ENSG00000112851;ENSG00000121892;ENSG00000132466;ENSG00000132849;ENSG00000134644;ENSG00000134744;ENSG00000137834;ENSG00000137942;ENSG00000140836;ENSG00000144596;ENSG00000148634;ENSG00000151746;ENSG00000154001;ENSG00000156831;ENSG00000158169;ENSG00000167693;ENSG00000169756;ENSG00000173598;ENSG00000181722;ENSG00000182256;ENSG00000183579;ENSG00000187323;ENSG00000189283;ENSG00000196781;ENSG00000197548;ENSG00000198911;ENSG00000204406;ENSG00000205726","MAP4K3;FOXN3;CDK13;XPO1;WDR59;PLD3;SIPA1L3;ERBIN;PDS5A;ANKRD17;PATJ;PUM1;TUT4;SMAD6;FNBP1L;ZFHX3;GRIP2;HERC4;BICD1;PPP2R5E;NSMCE2;FANCC;NXN;LIMS1;NUDT4;ZBTB20;GABRG3;ZNRF3;DCC;FHIT;TLE1;ATG7;SREBF2;MBD5;ITSN1"
"30","GO:0051172","negative regulation of nitrogen compound metabolic process","Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds.","0.77% (18/2335)",0.0001644709,3.78,"ENSG00000053254;ENSG00000082898;ENSG00000114439;ENSG00000121892;ENSG00000134504;ENSG00000134644;ENSG00000136770;ENSG00000137834;ENSG00000140836;ENSG00000142599;ENSG00000144677;ENSG00000167693;ENSG00000169756;ENSG00000181722;ENSG00000189283;ENSG00000196781;ENSG00000197548;ENSG00000198911","FOXN3;XPO1;BBX;PDS5A;KCTD1;PUM1;DNAJC1;SMAD6;ZFHX3;RERE;CTDSPL;NXN;LIMS1;ZBTB20;FHIT;TLE1;ATG7;SREBF2"
"31","GO:0051253","negative regulation of RNA metabolic process","Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving RNA.","0.73% (10/1362)",0.009448656,2.02,"ENSG00000053254;ENSG00000082898;ENSG00000114439;ENSG00000134504;ENSG00000140836;ENSG00000142599;ENSG00000169756;ENSG00000181722;ENSG00000196781;ENSG00000198911","FOXN3;XPO1;BBX;KCTD1;ZFHX3;RERE;LIMS1;ZBTB20;TLE1;SREBF2"
"32","GO:0051716","cellular response to stimulus","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell.","0.48% (31/6496)",0.002111354,2.68,"ENSG00000011566;ENSG00000053254;ENSG00000103091;ENSG00000105738;ENSG00000112851;ENSG00000121892;ENSG00000132466;ENSG00000132849;ENSG00000134644;ENSG00000134744;ENSG00000137834;ENSG00000137942;ENSG00000144596;ENSG00000148634;ENSG00000151746;ENSG00000154001;ENSG00000156831;ENSG00000158169;ENSG00000167693;ENSG00000169756;ENSG00000173598;ENSG00000181722;ENSG00000182256;ENSG00000183579;ENSG00000187323;ENSG00000189283;ENSG00000196781;ENSG00000197548;ENSG00000198911;ENSG00000204406;ENSG00000205726","MAP4K3;FOXN3;WDR59;SIPA1L3;ERBIN;PDS5A;ANKRD17;PATJ;PUM1;TUT4;SMAD6;FNBP1L;GRIP2;HERC4;BICD1;PPP2R5E;NSMCE2;FANCC;NXN;LIMS1;NUDT4;ZBTB20;GABRG3;ZNRF3;DCC;FHIT;TLE1;ATG7;SREBF2;MBD5;ITSN1"
"33","GO:0065007","biological regulation","Any process that modulates a measurable attribute of any biological process, quality or function.","0.39% (42/10784)",0.007149557,2.15,"ENSG00000011566;ENSG00000053254;ENSG00000065883;ENSG00000082898;ENSG00000091136;ENSG00000103091;ENSG00000105223;ENSG00000105738;ENSG00000112851;ENSG00000114439;ENSG00000121892;ENSG00000132466;ENSG00000132849;ENSG00000134504;ENSG00000134644;ENSG00000134744;ENSG00000136770;ENSG00000137834;ENSG00000137942;ENSG00000140836;ENSG00000142599;ENSG00000144596;ENSG00000144677;ENSG00000148634;ENSG00000151746;ENSG00000154001;ENSG00000156831;ENSG00000158169;ENSG00000167693;ENSG00000169084;ENSG00000169756;ENSG00000173598;ENSG00000181722;ENSG00000182256;ENSG00000183579;ENSG00000187323;ENSG00000189283;ENSG00000196781;ENSG00000197548;ENSG00000198911;ENSG00000204406;ENSG00000205726","MAP4K3;FOXN3;CDK13;XPO1;LAMB1;WDR59;PLD3;SIPA1L3;ERBIN;BBX;PDS5A;ANKRD17;PATJ;KCTD1;PUM1;TUT4;DNAJC1;SMAD6;FNBP1L;ZFHX3;RERE;GRIP2;CTDSPL;HERC4;BICD1;PPP2R5E;NSMCE2;FANCC;NXN;DHRSX;LIMS1;NUDT4;ZBTB20;GABRG3;ZNRF3;DCC;FHIT;TLE1;ATG7;SREBF2;MBD5;ITSN1"
"34","GO:0072583","clathrin-dependent endocytosis","An endocytosis process that begins when material is taken up into clathrin-coated pits, which then pinch off to form clathrin-coated endocytic vesicles.","4.35% (2/46)",0.009375711,2.03,"ENSG00000137942;ENSG00000205726","FNBP1L;ITSN1"
"35","GO:1900246","positive regulation of RIG-I signaling pathway",NA,"25% (2/8)",0.0002739174,3.56,"ENSG00000132466;ENSG00000134644","ANKRD17;PUM1"
"36","GO:1902679","negative regulation of RNA biosynthetic process",NA,"0.79% (10/1263)",0.005619245,2.25,"ENSG00000053254;ENSG00000082898;ENSG00000114439;ENSG00000134504;ENSG00000140836;ENSG00000142599;ENSG00000169756;ENSG00000181722;ENSG00000196781;ENSG00000198911","FOXN3;XPO1;BBX;KCTD1;ZFHX3;RERE;LIMS1;ZBTB20;TLE1;SREBF2"
"37","GO:1902895","positive regulation of pri-miRNA transcription by RNA polymerase II",NA,"5% (2/40)",0.007151778,2.15,"ENSG00000137834;ENSG00000198911","SMAD6;SREBF2"
"38","GO:1903507","negative regulation of nucleic acid-templated transcription",NA,"0.79% (10/1261)",0.005557152,2.26,"ENSG00000053254;ENSG00000082898;ENSG00000114439;ENSG00000134504;ENSG00000140836;ENSG00000142599;ENSG00000169756;ENSG00000181722;ENSG00000196781;ENSG00000198911","FOXN3;XPO1;BBX;KCTD1;ZFHX3;RERE;LIMS1;ZBTB20;TLE1;SREBF2"
"39","GO:2000113","negative regulation of cellular macromolecule biosynthetic process","Any process that stops, prevents, or reduces the frequency, rate or extent of cellular macromolecule biosynthetic process.","0.83% (12/1441)",0.001472358,2.83,"ENSG00000053254;ENSG00000082898;ENSG00000114439;ENSG00000121892;ENSG00000134504;ENSG00000134644;ENSG00000140836;ENSG00000169756;ENSG00000181722;ENSG00000196781;ENSG00000197548;ENSG00000198911","FOXN3;XPO1;BBX;PDS5A;KCTD1;PUM1;ZFHX3;LIMS1;ZBTB20;TLE1;ATG7;SREBF2"
