"","GO.ID","term","definition","condition.genes_frequency","condition.pvalue","condition.-log10_pvalue","condition.Significant_genes","condition.Significant_genes_symbol"
"16","GO:0006897","endocytosis","A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a small region of the plasma membrane to form a new membrane-bounded vesicle.","1.089% (6/551)",0.0099367,2,"ENSG00000113140;ENSG00000120885;ENSG00000127946;ENSG00000157168;ENSG00000157483;ENSG00000187391","SPARC;CLU;HIP1;NRG1;MYO1E;MAGI2"
"17","GO:0006898","receptor-mediated endocytosis","An endocytosis process in which cell surface receptors ensure specificity of transport. A specific receptor on the cell surface binds tightly to the extracellular macromolecule (the ligand) that it recognizes; the plasma-membrane region containing the receptor-ligand complex then undergoes endocytosis, forming a transport vesicle containing the receptor-ligand complex and excluding most other plasma-membrane proteins. Receptor-mediated endocytosis generally occurs via clathrin-coated pits and vesicles.","1.923% (5/260)",0.001736396,2.76,"ENSG00000113140;ENSG00000120885;ENSG00000127946;ENSG00000157168;ENSG00000187391","SPARC;CLU;HIP1;NRG1;MAGI2"
"18","GO:0006928","movement of cell or subcellular component","The directed, self-propelled movement of a cell or subcellular component without the involvement of an external agent such as a transporter or a pore.","0.741% (15/2023)",0.001982288,2.7,"ENSG00000047579;ENSG00000067798;ENSG00000077782;ENSG00000108821;ENSG00000112902;ENSG00000113140;ENSG00000131711;ENSG00000133083;ENSG00000151388;ENSG00000151914;ENSG00000157168;ENSG00000157483;ENSG00000164692;ENSG00000187391;ENSG00000206052","DTNBP1;NAV3;FGFR1;COL1A1;SEMA5A;SPARC;MAP1B;DCLK1;ADAMTS12;DST;NRG1;MYO1E;COL1A2;MAGI2;DOK6"
"19","GO:0007010","cytoskeleton organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures.","0.958% (13/1357)",0.0004065425,3.39,"ENSG00000047579;ENSG00000067798;ENSG00000092439;ENSG00000112902;ENSG00000127946;ENSG00000131711;ENSG00000132688;ENSG00000151914;ENSG00000154556;ENSG00000157483;ENSG00000163995;ENSG00000170873;ENSG00000196526","DTNBP1;NAV3;TRPM7;SEMA5A;HIP1;MAP1B;NES;DST;SORBS2;MYO1E;ABLIM2;MTSS1;AFAP1"
"20","GO:0007026","negative regulation of microtubule depolymerization","Any process that stops, prevents, or reduces the frequency, rate or extent of microtubule depolymerization; prevention of depolymerization of a microtubule can result from binding by 'capping' at the plus end (e.g. by interaction with another cellular protein of structure) or by exposing microtubules to a stabilizing drug such as taxol.","7.143% (2/28)",0.003940337,2.4,"ENSG00000067798;ENSG00000131711","NAV3;MAP1B"
"21","GO:0007155","cell adhesion","The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules.","0.89% (12/1349)",0.001369977,2.86,"ENSG00000092439;ENSG00000108821;ENSG00000112902;ENSG00000151388;ENSG00000151914;ENSG00000152592;ENSG00000152818;ENSG00000157168;ENSG00000169851;ENSG00000170873;ENSG00000178522;ENSG00000184226","TRPM7;COL1A1;SEMA5A;ADAMTS12;DST;DMP1;UTRN;NRG1;PCDH7;MTSS1;AMBN;PCDH9"
"22","GO:0007167","enzyme linked receptor protein signaling pathway","Any series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with regulation of a downstream cellular process, e.g. transcription.","1.07% (11/1028)",0.000495197,3.31,"ENSG00000077782;ENSG00000108821;ENSG00000127946;ENSG00000151388;ENSG00000157168;ENSG00000157483;ENSG00000157613;ENSG00000164692;ENSG00000170873;ENSG00000183682;ENSG00000187391","FGFR1;COL1A1;HIP1;ADAMTS12;NRG1;MYO1E;CREB3L1;COL1A2;MTSS1;BMP8A;MAGI2"
"23","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","A series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with regulation of a downstream cellular process, e.g. transcription.","1.127% (8/710)",0.002326248,2.63,"ENSG00000077782;ENSG00000108821;ENSG00000127946;ENSG00000151388;ENSG00000157168;ENSG00000157483;ENSG00000157613;ENSG00000170873","FGFR1;COL1A1;HIP1;ADAMTS12;NRG1;MYO1E;CREB3L1;MTSS1"
"24","GO:0007267","cell-cell signaling","Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell.  Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions.","0.753% (12/1593)",0.00548401,2.26,"ENSG00000047579;ENSG00000077782;ENSG00000099139;ENSG00000102174;ENSG00000108821;ENSG00000112902;ENSG00000131711;ENSG00000144290;ENSG00000157168;ENSG00000162105;ENSG00000183682;ENSG00000187391","DTNBP1;FGFR1;PCSK5;PHEX;COL1A1;SEMA5A;MAP1B;SLC4A10;NRG1;SHANK2;BMP8A;MAGI2"
"25","GO:0007275","multicellular organism development","The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).","0.688% (35/5089)",2.943075e-07,6.53,"ENSG00000047579;ENSG00000067798;ENSG00000077782;ENSG00000099139;ENSG00000102174;ENSG00000108821;ENSG00000112902;ENSG00000113140;ENSG00000120885;ENSG00000131711;ENSG00000132688;ENSG00000133083;ENSG00000133424;ENSG00000137674;ENSG00000144290;ENSG00000151388;ENSG00000152591;ENSG00000152592;ENSG00000152818;ENSG00000154556;ENSG00000157168;ENSG00000157483;ENSG00000157613;ENSG00000162105;ENSG00000164692;ENSG00000169436;ENSG00000170873;ENSG00000178522;ENSG00000182492;ENSG00000183682;ENSG00000184226;ENSG00000187391;ENSG00000196739;ENSG00000204248;ENSG00000206052","DTNBP1;NAV3;FGFR1;PCSK5;PHEX;COL1A1;SEMA5A;SPARC;CLU;MAP1B;NES;DCLK1;LARGE1;MMP20;SLC4A10;ADAMTS12;DSPP;DMP1;UTRN;SORBS2;NRG1;MYO1E;CREB3L1;SHANK2;COL1A2;COL22A1;MTSS1;AMBN;BGN;BMP8A;PCDH9;MAGI2;COL27A1;COL11A2;DOK6"
"26","GO:0007416","synapse assembly","The aggregation, arrangement and bonding together of a set of components to form a synapse.  This process ends when the synapse is mature (functional).","2.174% (4/184)",0.003324477,2.48,"ENSG00000131711;ENSG00000157168;ENSG00000162105;ENSG00000187391","MAP1B;NRG1;SHANK2;MAGI2"
"27","GO:0007417","central nervous system development","The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord.","0.887% (9/1015)",0.006073031,2.22,"ENSG00000077782;ENSG00000112902;ENSG00000120885;ENSG00000132688;ENSG00000133083;ENSG00000144290;ENSG00000157168;ENSG00000162105;ENSG00000184226","FGFR1;SEMA5A;CLU;NES;DCLK1;SLC4A10;NRG1;SHANK2;PCDH9"
"28","GO:0007420","brain development","The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.).","1.072% (8/746)",0.003157862,2.5,"ENSG00000077782;ENSG00000112902;ENSG00000132688;ENSG00000133083;ENSG00000144290;ENSG00000157168;ENSG00000162105;ENSG00000184226","FGFR1;SEMA5A;NES;DCLK1;SLC4A10;NRG1;SHANK2;PCDH9"
"29","GO:0007584","response to nutrient","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nutrient stimulus.","2.381% (4/168)",0.002395305,2.62,"ENSG00000102174;ENSG00000108821;ENSG00000113140;ENSG00000131711","PHEX;COL1A1;SPARC;MAP1B"
"30","GO:0009611","response to wounding","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to the organism.","1.153% (7/607)",0.003918644,2.41,"ENSG00000047579;ENSG00000108821;ENSG00000113140;ENSG00000131711;ENSG00000151914;ENSG00000157168;ENSG00000164692","DTNBP1;COL1A1;SPARC;MAP1B;DST;NRG1;COL1A2"
"31","GO:0009653","anatomical structure morphogenesis","The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form.","1.106% (29/2622)",1.882158e-10,9.73,"ENSG00000047579;ENSG00000077782;ENSG00000099139;ENSG00000102174;ENSG00000108821;ENSG00000112902;ENSG00000113140;ENSG00000120885;ENSG00000131711;ENSG00000132688;ENSG00000133083;ENSG00000137674;ENSG00000144290;ENSG00000151388;ENSG00000152591;ENSG00000152592;ENSG00000157168;ENSG00000157483;ENSG00000157613;ENSG00000162105;ENSG00000164692;ENSG00000169436;ENSG00000170873;ENSG00000178522;ENSG00000187391;ENSG00000189171;ENSG00000196739;ENSG00000204248;ENSG00000206052","DTNBP1;FGFR1;PCSK5;PHEX;COL1A1;SEMA5A;SPARC;CLU;MAP1B;NES;DCLK1;MMP20;SLC4A10;ADAMTS12;DSPP;DMP1;NRG1;MYO1E;CREB3L1;SHANK2;COL1A2;COL22A1;MTSS1;AMBN;MAGI2;S100A13;COL27A1;COL11A2;DOK6"
"32","GO:0009887","animal organ morphogenesis","Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions.","1.341% (14/1044)",5.531939e-06,5.26,"ENSG00000077782;ENSG00000102174;ENSG00000108821;ENSG00000137674;ENSG00000144290;ENSG00000152591;ENSG00000152592;ENSG00000157168;ENSG00000162105;ENSG00000164692;ENSG00000178522;ENSG00000187391;ENSG00000196739;ENSG00000204248","FGFR1;PHEX;COL1A1;MMP20;SLC4A10;DSPP;DMP1;NRG1;SHANK2;COL1A2;AMBN;MAGI2;COL27A1;COL11A2"
"33","GO:0009888","tissue development","The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure.","1.119% (21/1877)",2.10657e-07,6.68,"ENSG00000077782;ENSG00000102174;ENSG00000108821;ENSG00000112902;ENSG00000133424;ENSG00000137674;ENSG00000151388;ENSG00000152591;ENSG00000152592;ENSG00000154556;ENSG00000157168;ENSG00000157483;ENSG00000164692;ENSG00000169436;ENSG00000170873;ENSG00000178522;ENSG00000182492;ENSG00000183682;ENSG00000187391;ENSG00000196739;ENSG00000204248","FGFR1;PHEX;COL1A1;SEMA5A;LARGE1;MMP20;ADAMTS12;DSPP;DMP1;SORBS2;NRG1;MYO1E;COL1A2;COL22A1;MTSS1;AMBN;BGN;BMP8A;MAGI2;COL27A1;COL11A2"
"34","GO:0010035","response to inorganic substance","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus.","1.115% (6/538)",0.008892644,2.05,"ENSG00000102174;ENSG00000108821;ENSG00000113140;ENSG00000131711;ENSG00000156113;ENSG00000189171","PHEX;COL1A1;SPARC;MAP1B;KCNMA1;S100A13"
"35","GO:0010595","positive regulation of endothelial cell migration","Any process that increases the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium.","2.564% (3/117)",0.007062089,2.15,"ENSG00000077782;ENSG00000112902;ENSG00000113140","FGFR1;SEMA5A;SPARC"
"36","GO:0016043","cellular component organization","A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component.","0.61% (37/6070)",2.264568e-06,5.65,"ENSG00000023171;ENSG00000047579;ENSG00000067798;ENSG00000077782;ENSG00000092439;ENSG00000108821;ENSG00000112902;ENSG00000113140;ENSG00000120885;ENSG00000127946;ENSG00000131711;ENSG00000132688;ENSG00000133083;ENSG00000137674;ENSG00000151388;ENSG00000151914;ENSG00000152591;ENSG00000152592;ENSG00000152818;ENSG00000154153;ENSG00000154556;ENSG00000156113;ENSG00000157168;ENSG00000157483;ENSG00000157613;ENSG00000162105;ENSG00000163995;ENSG00000164692;ENSG00000169436;ENSG00000170873;ENSG00000171502;ENSG00000182492;ENSG00000187391;ENSG00000196526;ENSG00000196739;ENSG00000204248;ENSG00000206052","GRAMD1B;DTNBP1;NAV3;FGFR1;TRPM7;COL1A1;SEMA5A;SPARC;CLU;HIP1;MAP1B;NES;DCLK1;MMP20;ADAMTS12;DST;DSPP;DMP1;UTRN;RETREG1;SORBS2;KCNMA1;NRG1;MYO1E;CREB3L1;SHANK2;ABLIM2;COL1A2;COL22A1;MTSS1;COL24A1;BGN;MAGI2;AFAP1;COL27A1;COL11A2;DOK6"
"37","GO:0016358","dendrite development","The process whose specific outcome is the progression of the dendrite over time, from its formation to the mature structure.","1.626% (4/246)",0.00920333,2.04,"ENSG00000047579;ENSG00000131711;ENSG00000133083;ENSG00000162105","DTNBP1;MAP1B;DCLK1;SHANK2"
"38","GO:0016477","cell migration","The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues. Cell migration is a central process in the development and maintenance of multicellular organisms.","0.776% (11/1417)",0.006407715,2.19,"ENSG00000067798;ENSG00000077782;ENSG00000108821;ENSG00000112902;ENSG00000113140;ENSG00000131711;ENSG00000133083;ENSG00000151388;ENSG00000157168;ENSG00000164692;ENSG00000187391","NAV3;FGFR1;COL1A1;SEMA5A;SPARC;MAP1B;DCLK1;ADAMTS12;NRG1;COL1A2;MAGI2"
"39","GO:0022008","neurogenesis","Generation of cells within the nervous system.","0.738% (12/1625)",0.006425065,2.19,"ENSG00000047579;ENSG00000067798;ENSG00000077782;ENSG00000112902;ENSG00000120885;ENSG00000131711;ENSG00000133083;ENSG00000144290;ENSG00000157168;ENSG00000162105;ENSG00000187391;ENSG00000206052","DTNBP1;NAV3;FGFR1;SEMA5A;CLU;MAP1B;DCLK1;SLC4A10;NRG1;SHANK2;MAGI2;DOK6"
"40","GO:0022411","cellular component disassembly","A cellular process that results in the breakdown of a cellular component.","1.284% (7/545)",0.002150491,2.67,"ENSG00000067798;ENSG00000112902;ENSG00000131711;ENSG00000132688;ENSG00000137674;ENSG00000154153;ENSG00000157168","NAV3;SEMA5A;MAP1B;NES;MMP20;RETREG1;NRG1"
"41","GO:0022610","biological adhesion","The attachment of a cell or organism to a substrate, another cell, or other organism. Biological adhesion includes intracellular attachment between membrane regions.","0.886% (12/1354)",0.001414549,2.85,"ENSG00000092439;ENSG00000108821;ENSG00000112902;ENSG00000151388;ENSG00000151914;ENSG00000152592;ENSG00000152818;ENSG00000157168;ENSG00000169851;ENSG00000170873;ENSG00000178522;ENSG00000184226","TRPM7;COL1A1;SEMA5A;ADAMTS12;DST;DMP1;UTRN;NRG1;PCDH7;MTSS1;AMBN;PCDH9"
"42","GO:0030029","actin filament-based process","Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins.","1.026% (8/780)",0.004142094,2.38,"ENSG00000047579;ENSG00000092439;ENSG00000112902;ENSG00000127946;ENSG00000154556;ENSG00000157483;ENSG00000163995;ENSG00000170873","DTNBP1;TRPM7;SEMA5A;HIP1;SORBS2;MYO1E;ABLIM2;MTSS1"
"43","GO:0030036","actin cytoskeleton organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins.","1.166% (8/686)",0.001875837,2.73,"ENSG00000047579;ENSG00000092439;ENSG00000112902;ENSG00000127946;ENSG00000154556;ENSG00000157483;ENSG00000163995;ENSG00000170873","DTNBP1;TRPM7;SEMA5A;HIP1;SORBS2;MYO1E;ABLIM2;MTSS1"
"44","GO:0030100","regulation of endocytosis","Any process that modulates the frequency, rate or extent of endocytosis.","1.961% (4/204)",0.004798487,2.32,"ENSG00000120885;ENSG00000127946;ENSG00000157168;ENSG00000187391","CLU;HIP1;NRG1;MAGI2"
"45","GO:0030154","cell differentiation","The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state.","0.62% (24/3874)",0.0006915888,3.16,"ENSG00000047579;ENSG00000067798;ENSG00000077782;ENSG00000108821;ENSG00000112902;ENSG00000120885;ENSG00000127946;ENSG00000131711;ENSG00000133083;ENSG00000144290;ENSG00000151388;ENSG00000152591;ENSG00000154556;ENSG00000157168;ENSG00000157483;ENSG00000157613;ENSG00000162105;ENSG00000169436;ENSG00000170873;ENSG00000183682;ENSG00000187391;ENSG00000196739;ENSG00000204248;ENSG00000206052","DTNBP1;NAV3;FGFR1;COL1A1;SEMA5A;CLU;HIP1;MAP1B;DCLK1;SLC4A10;ADAMTS12;DSPP;SORBS2;NRG1;MYO1E;CREB3L1;SHANK2;COL22A1;MTSS1;BMP8A;MAGI2;COL27A1;COL11A2;DOK6"
"46","GO:0030198","extracellular matrix organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an extracellular matrix.","3.714% (14/377)",1.4607e-11,10.84,"ENSG00000108821;ENSG00000113140;ENSG00000137674;ENSG00000151388;ENSG00000152591;ENSG00000152592;ENSG00000157483;ENSG00000157613;ENSG00000164692;ENSG00000169436;ENSG00000171502;ENSG00000182492;ENSG00000196739;ENSG00000204248","COL1A1;SPARC;MMP20;ADAMTS12;DSPP;DMP1;MYO1E;CREB3L1;COL1A2;COL22A1;COL24A1;BGN;COL27A1;COL11A2"
"47","GO:0030199","collagen fibril organization","Any process that determines the size and arrangement of collagen fibrils within an extracellular matrix.","5.66% (3/53)",0.0007391269,3.13,"ENSG00000108821;ENSG00000164692;ENSG00000204248","COL1A1;COL1A2;COL11A2"
"48","GO:0030323","respiratory tube development","The process whose specific outcome is the progression of the respiratory tube over time, from its formation to the mature structure. The respiratory tube is assumed to mean any tube in the respiratory tract.","2.198% (4/182)",0.003196751,2.5,"ENSG00000077782;ENSG00000099139;ENSG00000102174;ENSG00000113140","FGFR1;PCSK5;PHEX;SPARC"
"49","GO:0030705","cytoskeleton-dependent intracellular transport","The directed movement of substances along cytoskeletal fibers such as microfilaments or microtubules within a cell.","1.99% (4/201)",0.004553699,2.34,"ENSG00000047579;ENSG00000131711;ENSG00000151914;ENSG00000157483","DTNBP1;MAP1B;DST;MYO1E"
"50","GO:0030855","epithelial cell differentiation","The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell, any of the cells making up an epithelium.","1.106% (7/633)",0.004925669,2.31,"ENSG00000077782;ENSG00000152591;ENSG00000157168;ENSG00000157483;ENSG00000169436;ENSG00000170873;ENSG00000187391","FGFR1;DSPP;NRG1;MYO1E;COL22A1;MTSS1;MAGI2"
"51","GO:0030900","forebrain development","The process whose specific outcome is the progression of the forebrain over time, from its formation to the mature structure. The forebrain is the anterior of the three primary divisions of the developing chordate brain or the corresponding part of the adult brain (in vertebrates, includes especially the cerebral hemispheres, the thalamus, and the hypothalamus and especially in higher vertebrates is the main control center for sensory and associative information processing, visceral functions, and voluntary motor functions).","1.562% (6/384)",0.00171776,2.77,"ENSG00000077782;ENSG00000112902;ENSG00000133083;ENSG00000144290;ENSG00000157168;ENSG00000184226","FGFR1;SEMA5A;DCLK1;SLC4A10;NRG1;PCDH9"
"52","GO:0031111","negative regulation of microtubule polymerization or depolymerization","Any process that stops, prevents, or reduces the frequency, rate or extent of microtubule polymerization or depolymerization.","5% (2/40)",0.007925179,2.1,"ENSG00000067798;ENSG00000131711","NAV3;MAP1B"
"53","GO:0031112","positive regulation of microtubule polymerization or depolymerization","Any process that activates or increases the frequency, rate or extent of microtubule polymerization or depolymerization.","5.714% (2/35)",0.006110321,2.21,"ENSG00000067798;ENSG00000131711","NAV3;MAP1B"
"54","GO:0031114","regulation of microtubule depolymerization","Any process that modulates the frequency, rate or extent of microtubule depolymerization.","6.25% (2/32)",0.00512638,2.29,"ENSG00000067798;ENSG00000131711","NAV3;MAP1B"
"55","GO:0031116","positive regulation of microtubule polymerization","Any process that activates or increases the frequency, rate or extent of microtubule polymerization.","6.452% (2/31)",0.004816259,2.32,"ENSG00000067798;ENSG00000131711","NAV3;MAP1B"
"56","GO:0031214","biomineral tissue development","Formation of hard tissues that consist mainly of inorganic compounds, and also contain a small amounts of organic matrices that are believed to play important roles in their formation.","4.516% (7/155)",7.917387e-07,6.1,"ENSG00000102174;ENSG00000108821;ENSG00000137674;ENSG00000152591;ENSG00000152592;ENSG00000164692;ENSG00000178522","PHEX;COL1A1;MMP20;DSPP;DMP1;COL1A2;AMBN"
"57","GO:0031589","cell-substrate adhesion","The attachment of a cell to the underlying substrate via adhesion molecules.","1.441% (5/347)",0.00597004,2.22,"ENSG00000092439;ENSG00000108821;ENSG00000151388;ENSG00000152592;ENSG00000152818","TRPM7;COL1A1;ADAMTS12;DMP1;UTRN"
"58","GO:0031670","cellular response to nutrient","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nutrient stimulus.","4.762% (2/42)",0.008710962,2.06,"ENSG00000102174;ENSG00000108821","PHEX;COL1A1"
