"","GO.ID","term","definition","condition.genes_frequency","condition.pvalue","condition.-log10_pvalue","condition.Significant_genes","condition.Significant_genes_symbol"
"17","GO:0006928","movement of cell or subcellular component","The directed, self-propelled movement of a cell or subcellular component without the involvement of an external agent such as a transporter or a pore.","0.89% (18/2023)",5.559076e-05,4.25,"ENSG00000048052;ENSG00000064042;ENSG00000070193;ENSG00000106571;ENSG00000113448;ENSG00000129682;ENSG00000144724;ENSG00000150672;ENSG00000156299;ENSG00000158321;ENSG00000164741;ENSG00000169071;ENSG00000169855;ENSG00000179399;ENSG00000183098;ENSG00000184349;ENSG00000198947;ENSG00000233608","HDAC9;LIMCH1;FGF10;GLI3;PDE4D;FGF13;PTPRG;DLG2;TIAM1;AUTS2;DLC1;ROR2;ROBO1;GPC5;GPC6;EFNA5;DMD;TWIST2"
"18","GO:0006942","regulation of striated muscle contraction","Any process that modulates the frequency, rate or extent of striated muscle contraction.","3.529% (3/85)",0.00289032,2.54,"ENSG00000113448;ENSG00000129682;ENSG00000198947","PDE4D;FGF13;DMD"
"19","GO:0007010","cytoskeleton organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures.","0.884% (12/1357)",0.00144187,2.84,"ENSG00000064042;ENSG00000070193;ENSG00000129682;ENSG00000138698;ENSG00000145730;ENSG00000146247;ENSG00000150275;ENSG00000158321;ENSG00000164741;ENSG00000169760;ENSG00000184349;ENSG00000198947","LIMCH1;FGF10;FGF13;RAP1GDS1;PAM;PHIP;PCDH15;AUTS2;DLC1;NLGN1;EFNA5;DMD"
"20","GO:0007044","cell-substrate junction assembly","The aggregation, arrangement and bonding together of a set of components to form a junction between a cell and its substrate.","3.03% (3/99)",0.004441549,2.35,"ENSG00000064042;ENSG00000164741;ENSG00000184349","LIMCH1;DLC1;EFNA5"
"21","GO:0007155","cell adhesion","The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules.","1.186% (16/1349)",4.817961e-06,5.32,"ENSG00000064042;ENSG00000106571;ENSG00000140937;ENSG00000145681;ENSG00000150275;ENSG00000150672;ENSG00000153707;ENSG00000154162;ENSG00000156299;ENSG00000160963;ENSG00000164741;ENSG00000169760;ENSG00000169855;ENSG00000183098;ENSG00000184349;ENSG00000198947","LIMCH1;GLI3;CDH11;HAPLN1;PCDH15;DLG2;PTPRD;CDH12;TIAM1;COL26A1;DLC1;NLGN1;ROBO1;GPC6;EFNA5;DMD"
"22","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","The attachment of a plasma membrane adhesion molecule in one cell to an identical molecule in an adjacent cell.","2.564% (4/156)",0.00182895,2.74,"ENSG00000140937;ENSG00000150275;ENSG00000154162;ENSG00000169855","CDH11;PCDH15;CDH12;ROBO1"
"23","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","The attachment of an adhesion molecule in one cell to a nonidentical adhesion molecule in an adjacent cell.","4.762% (2/42)",0.008710962,2.06,"ENSG00000153707;ENSG00000169760","PTPRD;NLGN1"
"24","GO:0007160","cell-matrix adhesion","The binding of a cell to the extracellular matrix via adhesion molecules.","2.273% (5/220)",0.0008268732,3.08,"ENSG00000064042;ENSG00000156299;ENSG00000164741;ENSG00000184349;ENSG00000198947","LIMCH1;TIAM1;DLC1;EFNA5;DMD"
"25","GO:0007163","establishment or maintenance of cell polarity","Any cellular process that results in the specification, formation or maintenance of anisotropic intracellular organization or cell growth patterns.","1.81% (4/221)",0.00635456,2.2,"ENSG00000070193;ENSG00000129682;ENSG00000150672;ENSG00000151474","FGF10;FGF13;DLG2;FRMD4A"
"26","GO:0007164","establishment of tissue polarity","Coordinated organization of groups of cells in a tissue, such that they all orient to similar coordinates.","2.362% (3/127)",0.008841394,2.05,"ENSG00000156299;ENSG00000169071;ENSG00000183098","TIAM1;ROR2;GPC6"
"27","GO:0007167","enzyme linked receptor protein signaling pathway","Any series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with regulation of a downstream cellular process, e.g. transcription.","0.973% (10/1028)",0.001911222,2.72,"ENSG00000070193;ENSG00000144724;ENSG00000146247;ENSG00000153707;ENSG00000156299;ENSG00000169071;ENSG00000169855;ENSG00000184349;ENSG00000196628;ENSG00000204406","FGF10;PTPRG;PHIP;PTPRD;TIAM1;ROR2;ROBO1;EFNA5;TCF4;MBD5"
"28","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","A series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with regulation of a downstream cellular process, e.g. transcription.","1.268% (9/710)",0.0005220032,3.28,"ENSG00000070193;ENSG00000144724;ENSG00000146247;ENSG00000156299;ENSG00000169071;ENSG00000169855;ENSG00000184349;ENSG00000196628;ENSG00000204406","FGF10;PTPRG;PHIP;TIAM1;ROR2;ROBO1;EFNA5;TCF4;MBD5"
"29","GO:0007265","Ras protein signal transduction","A series of molecular signals within the cell that are mediated by a member of the Ras superfamily of proteins switching to a GTP-bound active state.","1.475% (5/339)",0.00541658,2.27,"ENSG00000070193;ENSG00000156299;ENSG00000158321;ENSG00000164741;ENSG00000169855","FGF10;TIAM1;AUTS2;DLC1;ROBO1"
"30","GO:0007267","cell-cell signaling","Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell.  Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions.","0.942% (15/1593)",0.000154849,3.81,"ENSG00000070193;ENSG00000102466;ENSG00000106571;ENSG00000129682;ENSG00000140937;ENSG00000147655;ENSG00000149948;ENSG00000150672;ENSG00000153707;ENSG00000156299;ENSG00000169071;ENSG00000169760;ENSG00000179399;ENSG00000183098;ENSG00000184349","FGF10;FGF14;GLI3;FGF13;CDH11;RSPO2;HMGA2;DLG2;PTPRD;TIAM1;ROR2;NLGN1;GPC5;GPC6;EFNA5"
"31","GO:0007275","multicellular organism development","The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).","0.648% (33/5089)",4.823376e-06,5.32,"ENSG00000048052;ENSG00000070193;ENSG00000102466;ENSG00000106571;ENSG00000129682;ENSG00000134532;ENSG00000140262;ENSG00000140937;ENSG00000144218;ENSG00000144724;ENSG00000145681;ENSG00000145730;ENSG00000147655;ENSG00000149948;ENSG00000150275;ENSG00000153317;ENSG00000153707;ENSG00000154162;ENSG00000156299;ENSG00000158321;ENSG00000164741;ENSG00000166250;ENSG00000169071;ENSG00000169760;ENSG00000169855;ENSG00000183098;ENSG00000184349;ENSG00000187079;ENSG00000188517;ENSG00000196628;ENSG00000198947;ENSG00000204406;ENSG00000233608","HDAC9;FGF10;FGF14;GLI3;FGF13;SOX5;TCF12;CDH11;AFF3;PTPRG;HAPLN1;PAM;RSPO2;HMGA2;PCDH15;ASAP1;PTPRD;CDH12;TIAM1;AUTS2;DLC1;CLMP;ROR2;NLGN1;ROBO1;GPC6;EFNA5;TEAD1;COL25A1;TCF4;DMD;MBD5;TWIST2"
"32","GO:0007399","nervous system development","The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state.","1.143% (27/2363)",6.33126e-10,9.2,"ENSG00000048052;ENSG00000070193;ENSG00000102466;ENSG00000106571;ENSG00000129682;ENSG00000134532;ENSG00000140262;ENSG00000140937;ENSG00000144724;ENSG00000145681;ENSG00000145730;ENSG00000147655;ENSG00000150275;ENSG00000153317;ENSG00000153707;ENSG00000156299;ENSG00000158321;ENSG00000164741;ENSG00000169071;ENSG00000169760;ENSG00000169855;ENSG00000183098;ENSG00000184349;ENSG00000188517;ENSG00000196628;ENSG00000198947;ENSG00000204406","HDAC9;FGF10;FGF14;GLI3;FGF13;SOX5;TCF12;CDH11;PTPRG;HAPLN1;PAM;RSPO2;PCDH15;ASAP1;PTPRD;TIAM1;AUTS2;DLC1;ROR2;NLGN1;ROBO1;GPC6;EFNA5;COL25A1;TCF4;DMD;MBD5"
"33","GO:0007405","neuroblast proliferation","The expansion of a neuroblast population by cell division. A neuroblast is any cell that will divide and give rise to a neuron.","5% (3/60)",0.001062032,2.97,"ENSG00000106571;ENSG00000129682;ENSG00000134532","GLI3;FGF13;SOX5"
"34","GO:0007409","axonogenesis","De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells.","1.699% (8/471)",0.0001572644,3.8,"ENSG00000106571;ENSG00000129682;ENSG00000140937;ENSG00000156299;ENSG00000158321;ENSG00000169855;ENSG00000184349;ENSG00000188517","GLI3;FGF13;CDH11;TIAM1;AUTS2;ROBO1;EFNA5;COL25A1"
"35","GO:0007416","synapse assembly","The aggregation, arrangement and bonding together of a set of components to form a synapse.  This process ends when the synapse is mature (functional).","2.717% (5/184)",0.0003671071,3.44,"ENSG00000129682;ENSG00000153707;ENSG00000169760;ENSG00000183098;ENSG00000184349","FGF13;PTPRD;NLGN1;GPC6;EFNA5"
"36","GO:0007417","central nervous system development","The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord.","1.084% (11/1015)",0.0004445062,3.35,"ENSG00000070193;ENSG00000106571;ENSG00000129682;ENSG00000140937;ENSG00000144724;ENSG00000145681;ENSG00000145730;ENSG00000164741;ENSG00000169071;ENSG00000169855;ENSG00000198947","FGF10;GLI3;FGF13;CDH11;PTPRG;HAPLN1;PAM;DLC1;ROR2;ROBO1;DMD"
"37","GO:0008016","regulation of heart contraction","Any process that modulates the frequency, rate or extent of heart contraction. Heart contraction is the process in which the heart decreases in volume in a characteristic way to propel blood through the body.","1.724% (4/232)",0.007522424,2.12,"ENSG00000113448;ENSG00000129682;ENSG00000185774;ENSG00000198947","PDE4D;FGF13;KCNIP4;DMD"
"38","GO:0008356","asymmetric cell division","The asymmetric division of cells to produce two daughter cells with different developmental potentials. It is of fundamental significance for the generation of cell diversity.","10% (2/20)",0.002014791,2.7,"ENSG00000129682;ENSG00000134532","FGF13;SOX5"
"39","GO:0009187","cyclic nucleotide metabolic process","The chemical reactions and pathways involving a cyclic nucleotide, a nucleotide in which the phosphate group is in diester linkage to two positions on the sugar residue.","5.263% (2/38)",0.007173353,2.14,"ENSG00000078295;ENSG00000113448","ADCY2;PDE4D"
"40","GO:0009653","anatomical structure morphogenesis","The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form.","0.953% (25/2622)",1.753087e-07,6.76,"ENSG00000048052;ENSG00000070193;ENSG00000106571;ENSG00000129682;ENSG00000134532;ENSG00000140937;ENSG00000144218;ENSG00000145730;ENSG00000146247;ENSG00000147655;ENSG00000149948;ENSG00000150275;ENSG00000153707;ENSG00000154162;ENSG00000156299;ENSG00000158321;ENSG00000164741;ENSG00000169071;ENSG00000169760;ENSG00000169855;ENSG00000183098;ENSG00000184349;ENSG00000188517;ENSG00000196628;ENSG00000198947","HDAC9;FGF10;GLI3;FGF13;SOX5;CDH11;AFF3;PAM;PHIP;RSPO2;HMGA2;PCDH15;PTPRD;CDH12;TIAM1;AUTS2;DLC1;ROR2;NLGN1;ROBO1;GPC6;EFNA5;COL25A1;TCF4;DMD"
"41","GO:0009790","embryo development","The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant.","0.876% (9/1027)",0.006549314,2.18,"ENSG00000070193;ENSG00000106571;ENSG00000144218;ENSG00000147655;ENSG00000149948;ENSG00000150275;ENSG00000164741;ENSG00000169071;ENSG00000187079","FGF10;GLI3;AFF3;RSPO2;HMGA2;PCDH15;DLC1;ROR2;TEAD1"
"42","GO:0009887","animal organ morphogenesis","Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions.","1.054% (11/1044)",0.000564203,3.25,"ENSG00000070193;ENSG00000106571;ENSG00000134532;ENSG00000145730;ENSG00000147655;ENSG00000150275;ENSG00000156299;ENSG00000164741;ENSG00000169071;ENSG00000169855;ENSG00000183098","FGF10;GLI3;SOX5;PAM;RSPO2;PCDH15;TIAM1;DLC1;ROR2;ROBO1;GPC6"
"43","GO:0009888","tissue development","The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure.","0.746% (14/1877)",0.002768451,2.56,"ENSG00000048052;ENSG00000070193;ENSG00000106571;ENSG00000113448;ENSG00000134532;ENSG00000147655;ENSG00000149948;ENSG00000150275;ENSG00000156299;ENSG00000164741;ENSG00000169071;ENSG00000169855;ENSG00000183098;ENSG00000198947","HDAC9;FGF10;GLI3;PDE4D;SOX5;RSPO2;HMGA2;PCDH15;TIAM1;DLC1;ROR2;ROBO1;GPC6;DMD"
"44","GO:0009954","proximal/distal pattern formation","The regionalization process in which specific areas of cell differentiation are determined along a proximal/distal axis. The proximal/distal axis is defined by a line that runs from main body (proximal end) of an organism outward (distal end).","6.061% (2/33)",0.005445472,2.26,"ENSG00000070193;ENSG00000106571","FGF10;GLI3"
"45","GO:0010001","glial cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a glial cell.","1.802% (4/222)",0.006455356,2.19,"ENSG00000070193;ENSG00000106571;ENSG00000169071;ENSG00000198947","FGF10;GLI3;ROR2;DMD"
"46","GO:0010092","specification of animal organ identity","The regionalization process in which the identity of an animal organ primordium is specified. Identity is considered to be the aggregate of characteristics by which a structure is recognized.","8.333% (3/36)",0.000234498,3.63,"ENSG00000070193;ENSG00000106571;ENSG00000169855","FGF10;GLI3;ROBO1"
"47","GO:0010562","positive regulation of phosphorus metabolic process","Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus.","1.076% (10/929)",0.0008884708,3.05,"ENSG00000064042;ENSG00000070193;ENSG00000078295;ENSG00000129682;ENSG00000149948;ENSG00000156299;ENSG00000164741;ENSG00000169071;ENSG00000169855;ENSG00000184349","LIMCH1;FGF10;ADCY2;FGF13;HMGA2;TIAM1;DLC1;ROR2;ROBO1;EFNA5"
"48","GO:0010604","positive regulation of macromolecule metabolic process","Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass.","0.588% (19/3232)",0.006442877,2.19,"ENSG00000064042;ENSG00000070193;ENSG00000078295;ENSG00000106571;ENSG00000113448;ENSG00000118922;ENSG00000129682;ENSG00000134532;ENSG00000140262;ENSG00000146247;ENSG00000149948;ENSG00000156299;ENSG00000158321;ENSG00000164741;ENSG00000169071;ENSG00000169855;ENSG00000184349;ENSG00000187079;ENSG00000196628","LIMCH1;FGF10;ADCY2;GLI3;PDE4D;KLF12;FGF13;SOX5;TCF12;PHIP;HMGA2;TIAM1;AUTS2;DLC1;ROR2;ROBO1;EFNA5;TEAD1;TCF4"
"49","GO:0010646","regulation of cell communication","Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment.","0.609% (20/3285)",0.003226467,2.49,"ENSG00000070193;ENSG00000102466;ENSG00000106571;ENSG00000113448;ENSG00000140937;ENSG00000146247;ENSG00000147655;ENSG00000150672;ENSG00000156299;ENSG00000158321;ENSG00000164741;ENSG00000169071;ENSG00000169760;ENSG00000169855;ENSG00000179399;ENSG00000183098;ENSG00000184349;ENSG00000196628;ENSG00000198947;ENSG00000204406","FGF10;FGF14;GLI3;PDE4D;CDH11;PHIP;RSPO2;DLG2;TIAM1;AUTS2;DLC1;ROR2;NLGN1;ROBO1;GPC5;GPC6;EFNA5;TCF4;DMD;MBD5"
"50","GO:0010720","positive regulation of cell development","Any process that increases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate.","1.718% (5/291)",0.002833201,2.55,"ENSG00000106571;ENSG00000153707;ENSG00000156299;ENSG00000169855;ENSG00000184349","GLI3;PTPRD;TIAM1;ROBO1;EFNA5"
"51","GO:0010769","regulation of cell morphogenesis involved in differentiation","Any process that modulates the frequency, rate or extent of cell morphogenesis contributing to cell differentiation. Cell morphogenesis involved in differentiation is the change in form (cell shape and size) that occurs when relatively unspecialized cells acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history.","3.226% (3/93)",0.003726711,2.43,"ENSG00000153707;ENSG00000156299;ENSG00000184349","PTPRD;TIAM1;EFNA5"
"52","GO:0010810","regulation of cell-substrate adhesion","Any process that modulates the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules.","2.404% (5/208)",0.0006420703,3.19,"ENSG00000064042;ENSG00000160963;ENSG00000164741;ENSG00000184349;ENSG00000198947","LIMCH1;COL26A1;DLC1;EFNA5;DMD"
"53","GO:0010880","regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","Any process that modulates the rate, frequency or extent of release of sequestered calcium ion into cytosol by the sarcoplasmic reticulum, the process in which the release of sequestered calcium ion by sarcoplasmic reticulum into cytosol occurs via calcium release channels.","7.143% (2/28)",0.003940337,2.4,"ENSG00000113448;ENSG00000198947","PDE4D;DMD"
"54","GO:0010975","regulation of neuron projection development","Any process that modulates the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites).","2.022% (9/445)",1.478763e-05,4.83,"ENSG00000129682;ENSG00000144724;ENSG00000153707;ENSG00000156299;ENSG00000169071;ENSG00000169760;ENSG00000169855;ENSG00000184349;ENSG00000198947","FGF13;PTPRG;PTPRD;TIAM1;ROR2;NLGN1;ROBO1;EFNA5;DMD"
"55","GO:0014808","release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","The process in which the release of sequestered calcium ion by sarcoplasmic reticulum into cytosol occurs via calcium release channels.","6.25% (2/32)",0.00512638,2.29,"ENSG00000113448;ENSG00000198947","PDE4D;DMD"
"56","GO:0014904","myotube cell development","The process aimed at the progression of a myotube cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. Myotubes are multinucleated cells that are formed when proliferating myoblasts exit the cell cycle, differentiate and fuse.","5.714% (2/35)",0.006110321,2.21,"ENSG00000048052;ENSG00000198947","HDAC9;DMD"
"57","GO:0016043","cellular component organization","A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component.","0.494% (30/6070)",0.004799161,2.32,"ENSG00000048052;ENSG00000064042;ENSG00000070193;ENSG00000106571;ENSG00000129682;ENSG00000138698;ENSG00000140937;ENSG00000144724;ENSG00000145681;ENSG00000145730;ENSG00000146247;ENSG00000149948;ENSG00000150275;ENSG00000150672;ENSG00000153317;ENSG00000153707;ENSG00000154162;ENSG00000156299;ENSG00000158321;ENSG00000164741;ENSG00000169071;ENSG00000169760;ENSG00000169855;ENSG00000183098;ENSG00000183580;ENSG00000184349;ENSG00000187079;ENSG00000188517;ENSG00000196628;ENSG00000198947","HDAC9;LIMCH1;FGF10;GLI3;FGF13;RAP1GDS1;CDH11;PTPRG;HAPLN1;PAM;PHIP;HMGA2;PCDH15;DLG2;ASAP1;PTPRD;CDH12;TIAM1;AUTS2;DLC1;ROR2;NLGN1;ROBO1;GPC6;FBXL7;EFNA5;TEAD1;COL25A1;TCF4;DMD"
"58","GO:0016055","Wnt signaling pathway","The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell and ending with a change in cell state.","1.375% (7/509)",0.001457008,2.84,"ENSG00000070193;ENSG00000106571;ENSG00000147655;ENSG00000156299;ENSG00000169071;ENSG00000179399;ENSG00000183098","FGF10;GLI3;RSPO2;TIAM1;ROR2;GPC5;GPC6"
