"","GO.ID","term","definition","condition.genes_frequency","condition.pvalue","condition.-log10_pvalue","condition.Significant_genes","condition.Significant_genes_symbol"
"32","GO:0018119","peptidyl-cysteine S-nitrosylation","The covalent addition of a nitric oxide (NO) group to the sulphur (S) atom of a cysteine residue in a protein, to form peptidyl-S-nitrosyl-L-cysteine.","14.29% (2/14)",0.0009163896,3.04,"ENSG00000143546;ENSG00000163220","S100A8;S100A9"
"33","GO:0018149","peptide cross-linking","The formation of a covalent cross-link between or within protein chains.","12.5% (4/32)",3.296404e-06,5.48,"ENSG00000096696;ENSG00000135046;ENSG00000167880;ENSG00000169469","DSP;ANXA1;EVPL;SPRR1B"
"34","GO:0019730","antimicrobial humoral response","An immune response against microbes mediated through a body fluid. Examples of this process are seen in the antimicrobial humoral response of Drosophila melanogaster and Mus musculus.","5% (4/80)",0.0001293122,3.89,"ENSG00000133710;ENSG00000143546;ENSG00000163220;ENSG00000205420","SPINK5;S100A8;S100A9;KRT6A"
"35","GO:0022610","biological adhesion","The attachment of a cell or organism to a substrate, another cell, or other organism. Biological adhesion includes intracellular attachment between membrane regions.","0.89% (12/1353)",0.001032007,2.99,"ENSG00000081277;ENSG00000096696;ENSG00000124466;ENSG00000133710;ENSG00000134755;ENSG00000134757;ENSG00000134760;ENSG00000135046;ENSG00000136689;ENSG00000143546;ENSG00000163220;ENSG00000182718","PKP1;DSP;LYPD3;SPINK5;DSC2;DSG3;DSG1;ANXA1;IL1RN;S100A8;S100A9;ANXA2"
"36","GO:0030033","microvillus assembly","Formation of a microvillus, a thin cylindrical membrane-covered projection on the surface of a cell.","11.76% (2/17)",0.00136106,2.87,"ENSG00000075651;ENSG00000102554","PLD1;KLF5"
"37","GO:0030154","cell differentiation","The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state.","0.86% (33/3846)",8.503368e-10,9.07,"ENSG00000078114;ENSG00000081277;ENSG00000088002;ENSG00000096696;ENSG00000102554;ENSG00000118898;ENSG00000133710;ENSG00000134138;ENSG00000134755;ENSG00000134757;ENSG00000134760;ENSG00000135046;ENSG00000135373;ENSG00000136155;ENSG00000140519;ENSG00000140600;ENSG00000143546;ENSG00000143995;ENSG00000154227;ENSG00000163209;ENSG00000163220;ENSG00000163694;ENSG00000167880;ENSG00000169469;ENSG00000170423;ENSG00000170465;ENSG00000170477;ENSG00000171401;ENSG00000171476;ENSG00000172005;ENSG00000182718;ENSG00000186832;ENSG00000205420","NEBL;PKP1;SULT2B1;DSP;KLF5;PPL;SPINK5;MEIS2;DSC2;DSG3;DSG1;ANXA1;EHF;SCEL;RHCG;SH3GL3;S100A8;MEIS1;CERS3;SPRR3;S100A9;RBM47;EVPL;SPRR1B;KRT78;KRT6C;KRT4;KRT13;HOPX;MAL;ANXA2;KRT16;KRT6A"
"38","GO:0030162","regulation of proteolysis","Any process that modulates the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein.","1.14% (8/699)",0.001700794,2.77,"ENSG00000133710;ENSG00000143546;ENSG00000153113;ENSG00000160213;ENSG00000163220;ENSG00000166535;ENSG00000182718;ENSG00000197632","SPINK5;S100A8;CAST;CSTB;S100A9;A2ML1;ANXA2;SERPINB2"
"39","GO:0030216","keratinocyte differentiation","The process in which a relatively unspecialized cell acquires specialized features of a keratinocyte.","9.95% (19/191)",4.770246e-24,23.32,"ENSG00000081277;ENSG00000096696;ENSG00000118898;ENSG00000133710;ENSG00000134755;ENSG00000134757;ENSG00000134760;ENSG00000135046;ENSG00000136155;ENSG00000154227;ENSG00000163209;ENSG00000167880;ENSG00000169469;ENSG00000170423;ENSG00000170465;ENSG00000170477;ENSG00000171401;ENSG00000186832;ENSG00000205420","PKP1;DSP;PPL;SPINK5;DSC2;DSG3;DSG1;ANXA1;SCEL;CERS3;SPRR3;EVPL;SPRR1B;KRT78;KRT6C;KRT4;KRT13;KRT16;KRT6A"
"40","GO:0030855","epithelial cell differentiation","The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell, any of the cells making up an epithelium.","3.55% (23/647)",4.81541e-19,18.32,"ENSG00000081277;ENSG00000088002;ENSG00000096696;ENSG00000102554;ENSG00000118898;ENSG00000133710;ENSG00000134755;ENSG00000134757;ENSG00000134760;ENSG00000135046;ENSG00000135373;ENSG00000136155;ENSG00000140519;ENSG00000154227;ENSG00000163209;ENSG00000167880;ENSG00000169469;ENSG00000170423;ENSG00000170465;ENSG00000170477;ENSG00000171401;ENSG00000186832;ENSG00000205420","PKP1;SULT2B1;DSP;KLF5;PPL;SPINK5;DSC2;DSG3;DSG1;ANXA1;EHF;SCEL;RHCG;CERS3;SPRR3;EVPL;SPRR1B;KRT78;KRT6C;KRT4;KRT13;KRT16;KRT6A"
"41","GO:0031338","regulation of vesicle fusion","Any process that modulates the frequency, rate or extent of vesicle fusion.","6.67% (2/30)",0.004237856,2.37,"ENSG00000135046;ENSG00000182718","ANXA1;ANXA2"
"42","GO:0031340","positive regulation of vesicle fusion","Any process that activates or increases the frequency, rate or extent of vesicle fusion.","15.38% (2/13)",0.0007871072,3.1,"ENSG00000135046;ENSG00000182718","ANXA1;ANXA2"
"43","GO:0031424","keratinization","The process in which the cytoplasm of the outermost cells of the vertebrate epidermis is replaced by keratin. Keratinization occurs in the stratum corneum, feathers, hair, claws, nails, hooves, and horns.","15.18% (17/112)",9.450565e-25,24.02,"ENSG00000081277;ENSG00000096696;ENSG00000118898;ENSG00000133710;ENSG00000134755;ENSG00000134757;ENSG00000134760;ENSG00000154227;ENSG00000163209;ENSG00000167880;ENSG00000169469;ENSG00000170423;ENSG00000170465;ENSG00000170477;ENSG00000171401;ENSG00000186832;ENSG00000205420","PKP1;DSP;PPL;SPINK5;DSC2;DSG3;DSG1;CERS3;SPRR3;EVPL;SPRR1B;KRT78;KRT6C;KRT4;KRT13;KRT16;KRT6A"
"44","GO:0031579","membrane raft organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of membrane rafts, small (10-200 nm), heterogeneous, highly dynamic, sterol- and sphingolipid-enriched membrane domains that compartmentalize cellular processes.","8.33% (2/24)",0.002722409,2.57,"ENSG00000172005;ENSG00000182718","MAL;ANXA2"
"45","GO:0032119","sequestering of zinc ion","The process of binding or confining zinc ions such that they are separated from other components of a biological system.","28.57% (2/7)",0.0002145683,3.67,"ENSG00000143546;ENSG00000163220","S100A8;S100A9"
"46","GO:0032501","multicellular organismal process","Any biological process, occurring at the level of a multicellular organism, pertinent to its function.","0.54% (36/6648)",2.780348e-05,4.56,"ENSG00000078114;ENSG00000081277;ENSG00000088002;ENSG00000096696;ENSG00000102554;ENSG00000118898;ENSG00000133710;ENSG00000134138;ENSG00000134755;ENSG00000134757;ENSG00000134760;ENSG00000135046;ENSG00000135373;ENSG00000136155;ENSG00000136689;ENSG00000140600;ENSG00000143546;ENSG00000143995;ENSG00000154227;ENSG00000160213;ENSG00000163209;ENSG00000163220;ENSG00000163694;ENSG00000167880;ENSG00000169469;ENSG00000170423;ENSG00000170465;ENSG00000170477;ENSG00000171401;ENSG00000171476;ENSG00000172005;ENSG00000182718;ENSG00000185052;ENSG00000186832;ENSG00000197632;ENSG00000205420","NEBL;PKP1;SULT2B1;DSP;KLF5;PPL;SPINK5;MEIS2;DSC2;DSG3;DSG1;ANXA1;EHF;SCEL;IL1RN;SH3GL3;S100A8;MEIS1;CERS3;CSTB;SPRR3;S100A9;RBM47;EVPL;SPRR1B;KRT78;KRT6C;KRT4;KRT13;HOPX;MAL;ANXA2;SLC24A3;KRT16;SERPINB2;KRT6A"
"47","GO:0032502","developmental process","A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition.","0.62% (36/5818)",7.125618e-07,6.15,"ENSG00000078114;ENSG00000081277;ENSG00000088002;ENSG00000096696;ENSG00000102554;ENSG00000118898;ENSG00000133710;ENSG00000134138;ENSG00000134531;ENSG00000134755;ENSG00000134757;ENSG00000134760;ENSG00000135046;ENSG00000135373;ENSG00000136155;ENSG00000136689;ENSG00000140519;ENSG00000140600;ENSG00000143546;ENSG00000143995;ENSG00000154227;ENSG00000163209;ENSG00000163220;ENSG00000163694;ENSG00000167880;ENSG00000169469;ENSG00000170423;ENSG00000170465;ENSG00000170477;ENSG00000171401;ENSG00000171476;ENSG00000172005;ENSG00000182718;ENSG00000185052;ENSG00000186832;ENSG00000205420","NEBL;PKP1;SULT2B1;DSP;KLF5;PPL;SPINK5;MEIS2;EMP1;DSC2;DSG3;DSG1;ANXA1;EHF;SCEL;IL1RN;RHCG;SH3GL3;S100A8;MEIS1;CERS3;SPRR3;S100A9;RBM47;EVPL;SPRR1B;KRT78;KRT6C;KRT4;KRT13;HOPX;MAL;ANXA2;SLC24A3;KRT16;KRT6A"
"48","GO:0032528","microvillus organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a microvillus, a thin cylindrical membrane-covered projection on the surface of a cell.","8.33% (2/24)",0.002722409,2.57,"ENSG00000075651;ENSG00000102554","PLD1;KLF5"
"49","GO:0032530","regulation of microvillus organization","Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of a microvillus.","16.67% (2/12)",0.0006673965,3.18,"ENSG00000075651;ENSG00000102554","PLD1;KLF5"
"50","GO:0032534","regulation of microvillus assembly","A process that modulates the formation of a microvillus.","33.33% (2/6)",0.0001535817,3.81,"ENSG00000075651;ENSG00000102554","PLD1;KLF5"
"51","GO:0032940","secretion by cell","The controlled release of a substance by a cell.","0.84% (11/1305)",0.002613035,2.58,"ENSG00000075651;ENSG00000081277;ENSG00000096696;ENSG00000134760;ENSG00000135046;ENSG00000136689;ENSG00000143546;ENSG00000144036;ENSG00000160213;ENSG00000163220;ENSG00000182718","PLD1;PKP1;DSP;DSG1;ANXA1;IL1RN;S100A8;EXOC6B;CSTB;S100A9;ANXA2"
"52","GO:0034113","heterotypic cell-cell adhesion","The attachment of a cell to a cell of a different type via adhesion molecules.","5.56% (3/54)",0.0007098484,3.15,"ENSG00000096696;ENSG00000134755;ENSG00000136689","DSP;DSC2;IL1RN"
"53","GO:0035425","autocrine signaling","Signaling between cells of the same type. The signal produced by the signaling cell binds to a receptor on, and affects a cell of the same type.","25% (2/8)",0.0002854977,3.54,"ENSG00000143546;ENSG00000163220","S100A8;S100A9"
"54","GO:0035722","interleukin-12-mediated signaling pathway","A series of molecular signals initiated by the binding of interleukin-12 to a receptor on the surface of a cell, and ending with regulation of a downstream cellular process, e.g. transcription.","4.88% (2/41)",0.0078093,2.11,"ENSG00000182718;ENSG00000197632","ANXA2;SERPINB2"
"55","GO:0035821","modification of morphology or physiology of other organism","The process in which an organism effects a change in the structure or processes of a second organism.","2.48% (3/121)",0.007079385,2.15,"ENSG00000163220;ENSG00000182718;ENSG00000205420","S100A9;ANXA2;KRT6A"
"56","GO:0036230","granulocyte activation","The change in morphology and behavior of a granulocyte resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor.","1.76% (8/455)",9.758233e-05,4.01,"ENSG00000075651;ENSG00000081277;ENSG00000096696;ENSG00000134760;ENSG00000143546;ENSG00000160213;ENSG00000163220;ENSG00000182718","PLD1;PKP1;DSP;DSG1;S100A8;CSTB;S100A9;ANXA2"
