"","GO.ID","term","definition","condition.genes_frequency","condition.pvalue","condition.-log10_pvalue","condition.Significant_genes","condition.Significant_genes_symbol"
"11","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","A series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with regulation of a downstream cellular process, e.g. transcription.","1.41% (10/708)",5.172067e-05,4.29,"ENSG00000104635;ENSG00000127946;ENSG00000140945;ENSG00000144724;ENSG00000147010;ENSG00000155849;ENSG00000164715;ENSG00000168546;ENSG00000169071;ENSG00000170873","SLC39A14;HIP1;CDH13;PTPRG;SH3KBP1;ELMO1;LMTK2;GFRA2;ROR2;MTSS1"
"12","GO:0007173","epidermal growth factor receptor signaling pathway","A series of molecular signals initiated by binding of a ligand to the tyrosine kinase receptor EGFR (ERBB1) on the surface of a cell. The pathway ends with regulation of a downstream cellular process, e.g. transcription.","2.54% (3/118)",0.005880148,2.23,"ENSG00000127946;ENSG00000140945;ENSG00000147010","HIP1;CDH13;SH3KBP1"
"13","GO:0007275","multicellular organism development","The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).","0.62% (31/5030)",4.700347e-06,5.33,"ENSG00000038295;ENSG00000052126;ENSG00000053747;ENSG00000054967;ENSG00000058085;ENSG00000073282;ENSG00000075275;ENSG00000104419;ENSG00000104635;ENSG00000107957;ENSG00000108950;ENSG00000130939;ENSG00000132464;ENSG00000137674;ENSG00000140022;ENSG00000140090;ENSG00000140945;ENSG00000144724;ENSG00000146426;ENSG00000147010;ENSG00000151012;ENSG00000152377;ENSG00000162105;ENSG00000164715;ENSG00000168546;ENSG00000168675;ENSG00000169071;ENSG00000170525;ENSG00000170873;ENSG00000171345;ENSG00000196878","TLL1;PLEKHA5;LAMA3;RELT;LAMC2;TP63;CELSR1;NDRG1;SLC39A14;SH3PXD2A;FAM20A;UBE4B;ENAM;MMP20;STON2;SLC24A4;CDH13;PTPRG;TIAM2;SH3KBP1;SLC7A11;SPOCK1;SHANK2;LMTK2;GFRA2;LDLRAD4;ROR2;PFKFB3;MTSS1;KRT19;LAMB3"
"14","GO:0007399","nervous system development","The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state.","0.69% (16/2332)",0.001259986,2.9,"ENSG00000053747;ENSG00000058085;ENSG00000073282;ENSG00000075275;ENSG00000104419;ENSG00000130939;ENSG00000144724;ENSG00000146426;ENSG00000147010;ENSG00000151012;ENSG00000152377;ENSG00000162105;ENSG00000164715;ENSG00000168546;ENSG00000169071;ENSG00000170525","LAMA3;LAMC2;TP63;CELSR1;NDRG1;UBE4B;PTPRG;TIAM2;SH3KBP1;SLC7A11;SPOCK1;SHANK2;LMTK2;GFRA2;ROR2;PFKFB3"
"15","GO:0007409","axonogenesis","De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells.","1.28% (6/469)",0.003178565,2.5,"ENSG00000053747;ENSG00000058085;ENSG00000146426;ENSG00000147010;ENSG00000164715;ENSG00000168546","LAMA3;LAMC2;TIAM2;SH3KBP1;LMTK2;GFRA2"
"16","GO:0007411","axon guidance","The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues.","1.48% (4/270)",0.009772158,2.01,"ENSG00000053747;ENSG00000058085;ENSG00000147010;ENSG00000168546","LAMA3;LAMC2;SH3KBP1;GFRA2"
"17","GO:0008544","epidermis development","The process whose specific outcome is the progression of the epidermis over time, from its formation to the mature structure. The epidermis is the outer epithelial layer of an animal, it may be a single layer that produces an extracellular material (e.g. the cuticle of arthropods) or a complex stratified squamous epithelium, as in the case of many vertebrate species.","1.66% (6/361)",0.0008424361,3.07,"ENSG00000053747;ENSG00000058085;ENSG00000073282;ENSG00000075275;ENSG00000171345;ENSG00000196878","LAMA3;LAMC2;TP63;CELSR1;KRT19;LAMB3"
"18","GO:0009653","anatomical structure morphogenesis","The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form.","0.81% (21/2590)",9.994381e-06,5,"ENSG00000053747;ENSG00000054967;ENSG00000058085;ENSG00000073282;ENSG00000075275;ENSG00000107957;ENSG00000108950;ENSG00000130939;ENSG00000132464;ENSG00000137674;ENSG00000140090;ENSG00000140945;ENSG00000146426;ENSG00000147010;ENSG00000162105;ENSG00000164715;ENSG00000168546;ENSG00000169071;ENSG00000170873;ENSG00000171345;ENSG00000196878","LAMA3;RELT;LAMC2;TP63;CELSR1;SH3PXD2A;FAM20A;UBE4B;ENAM;MMP20;SLC24A4;CDH13;TIAM2;SH3KBP1;SHANK2;LMTK2;GFRA2;ROR2;MTSS1;KRT19;LAMB3"
"19","GO:0009887","animal organ morphogenesis","Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions.","1.27% (13/1021)",9.308597e-06,5.03,"ENSG00000053747;ENSG00000054967;ENSG00000058085;ENSG00000073282;ENSG00000075275;ENSG00000108950;ENSG00000130939;ENSG00000132464;ENSG00000137674;ENSG00000140090;ENSG00000162105;ENSG00000169071;ENSG00000196878","LAMA3;RELT;LAMC2;TP63;CELSR1;FAM20A;UBE4B;ENAM;MMP20;SLC24A4;SHANK2;ROR2;LAMB3"
"20","GO:0009888","tissue development","The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure.","0.8% (15/1880)",0.0003866349,3.41,"ENSG00000053747;ENSG00000058085;ENSG00000073282;ENSG00000075275;ENSG00000104635;ENSG00000108950;ENSG00000130939;ENSG00000132464;ENSG00000137674;ENSG00000151012;ENSG00000168675;ENSG00000169071;ENSG00000170873;ENSG00000171345;ENSG00000196878","LAMA3;LAMC2;TP63;CELSR1;SLC39A14;FAM20A;UBE4B;ENAM;MMP20;SLC7A11;LDLRAD4;ROR2;MTSS1;KRT19;LAMB3"
"21","GO:0016043","cellular component organization","A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component.","0.49% (30/6134)",0.00110015,2.96,"ENSG00000038295;ENSG00000053747;ENSG00000058085;ENSG00000073282;ENSG00000075275;ENSG00000088756;ENSG00000092439;ENSG00000104419;ENSG00000107957;ENSG00000127946;ENSG00000128487;ENSG00000130939;ENSG00000132464;ENSG00000137674;ENSG00000140022;ENSG00000140945;ENSG00000144724;ENSG00000146426;ENSG00000147010;ENSG00000151012;ENSG00000152377;ENSG00000155849;ENSG00000162105;ENSG00000164715;ENSG00000168546;ENSG00000168675;ENSG00000169071;ENSG00000170873;ENSG00000171345;ENSG00000196878","TLL1;LAMA3;LAMC2;TP63;CELSR1;ARHGAP28;TRPM7;NDRG1;SH3PXD2A;HIP1;SPECC1;UBE4B;ENAM;MMP20;STON2;CDH13;PTPRG;TIAM2;SH3KBP1;SLC7A11;SPOCK1;ELMO1;SHANK2;LMTK2;GFRA2;LDLRAD4;ROR2;MTSS1;KRT19;LAMB3"
"22","GO:0016477","cell migration","The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues. Cell migration is a central process in the development and maintenance of multicellular organisms.","0.85% (12/1406)",0.0009727635,3.01,"ENSG00000053747;ENSG00000058085;ENSG00000075275;ENSG00000140945;ENSG00000144724;ENSG00000147010;ENSG00000151012;ENSG00000152377;ENSG00000155849;ENSG00000168675;ENSG00000169071;ENSG00000196878","LAMA3;LAMC2;CELSR1;CDH13;PTPRG;SH3KBP1;SLC7A11;SPOCK1;ELMO1;LDLRAD4;ROR2;LAMB3"
"23","GO:0016601","Rac protein signal transduction","A series of molecular signals within the cell that are mediated by a member of the Rac family of proteins switching to a GTP-bound active state.","4.88% (2/41)",0.007203053,2.14,"ENSG00000140945;ENSG00000155849","CDH13;ELMO1"
"24","GO:0019359","nicotinamide nucleotide biosynthetic process","The chemical reactions and pathways resulting in the formation of nicotinamide nucleotides, any nucleotide that contains combined nicotinamide.","2.17% (3/138)",0.009041128,2.04,"ENSG00000106617;ENSG00000157064;ENSG00000170525","PRKAG2;NMNAT2;PFKFB3"
"25","GO:0019363","pyridine nucleotide biosynthetic process","The chemical reactions and pathways resulting in the formation of a pyridine nucleotide, a nucleotide characterized by a pyridine derivative as a nitrogen base.","2.17% (3/138)",0.009041128,2.04,"ENSG00000106617;ENSG00000157064;ENSG00000170525","PRKAG2;NMNAT2;PFKFB3"
"26","GO:0022008","neurogenesis","Generation of cells within the nervous system.","0.81% (13/1611)",0.0009623148,3.02,"ENSG00000053747;ENSG00000058085;ENSG00000075275;ENSG00000104419;ENSG00000130939;ENSG00000144724;ENSG00000146426;ENSG00000147010;ENSG00000152377;ENSG00000162105;ENSG00000164715;ENSG00000168546;ENSG00000169071","LAMA3;LAMC2;CELSR1;NDRG1;UBE4B;PTPRG;TIAM2;SH3KBP1;SPOCK1;SHANK2;LMTK2;GFRA2;ROR2"
"27","GO:0030029","actin filament-based process","Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins.","1.17% (9/772)",0.0005399083,3.27,"ENSG00000075275;ENSG00000088756;ENSG00000092439;ENSG00000127946;ENSG00000128487;ENSG00000147010;ENSG00000155849;ENSG00000170873;ENSG00000171345","CELSR1;ARHGAP28;TRPM7;HIP1;SPECC1;SH3KBP1;ELMO1;MTSS1;KRT19"
"28","GO:0030030","cell projection organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon.","0.84% (13/1547)",0.0006553244,3.18,"ENSG00000053747;ENSG00000058085;ENSG00000130939;ENSG00000140945;ENSG00000144724;ENSG00000146426;ENSG00000147010;ENSG00000152377;ENSG00000162105;ENSG00000164715;ENSG00000168546;ENSG00000169071;ENSG00000170873","LAMA3;LAMC2;UBE4B;CDH13;PTPRG;TIAM2;SH3KBP1;SPOCK1;SHANK2;LMTK2;GFRA2;ROR2;MTSS1"
"29","GO:0030036","actin cytoskeleton organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins.","1.32% (9/680)",0.0002120569,3.67,"ENSG00000075275;ENSG00000088756;ENSG00000092439;ENSG00000127946;ENSG00000128487;ENSG00000147010;ENSG00000155849;ENSG00000170873;ENSG00000171345","CELSR1;ARHGAP28;TRPM7;HIP1;SPECC1;SH3KBP1;ELMO1;MTSS1;KRT19"
"30","GO:0030154","cell differentiation","The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state.","0.68% (26/3846)",1.239552e-05,4.91,"ENSG00000038295;ENSG00000053747;ENSG00000058085;ENSG00000073282;ENSG00000075275;ENSG00000104419;ENSG00000104635;ENSG00000107957;ENSG00000127946;ENSG00000130939;ENSG00000132464;ENSG00000139668;ENSG00000140022;ENSG00000144724;ENSG00000146426;ENSG00000147010;ENSG00000151012;ENSG00000152377;ENSG00000162105;ENSG00000164715;ENSG00000168546;ENSG00000168675;ENSG00000169071;ENSG00000170873;ENSG00000171345;ENSG00000196878","TLL1;LAMA3;LAMC2;TP63;CELSR1;NDRG1;SLC39A14;SH3PXD2A;HIP1;UBE4B;ENAM;WDFY2;STON2;PTPRG;TIAM2;SH3KBP1;SLC7A11;SPOCK1;SHANK2;LMTK2;GFRA2;LDLRAD4;ROR2;MTSS1;KRT19;LAMB3"
"31","GO:0030182","neuron differentiation","The process in which a relatively unspecialized cell acquires specialized features of a neuron.","0.81% (11/1355)",0.002472068,2.61,"ENSG00000053747;ENSG00000058085;ENSG00000130939;ENSG00000144724;ENSG00000146426;ENSG00000147010;ENSG00000152377;ENSG00000162105;ENSG00000164715;ENSG00000168546;ENSG00000169071","LAMA3;LAMC2;UBE4B;PTPRG;TIAM2;SH3KBP1;SPOCK1;SHANK2;LMTK2;GFRA2;ROR2"
"32","GO:0030198","extracellular matrix organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an extracellular matrix.","1.6% (6/375)",0.001026043,2.99,"ENSG00000038295;ENSG00000053747;ENSG00000058085;ENSG00000107957;ENSG00000137674;ENSG00000196878","TLL1;LAMA3;LAMC2;SH3PXD2A;MMP20;LAMB3"
"33","GO:0031175","neuron projection development","The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites).","1.12% (11/986)",0.0001723299,3.76,"ENSG00000053747;ENSG00000058085;ENSG00000130939;ENSG00000144724;ENSG00000146426;ENSG00000147010;ENSG00000152377;ENSG00000162105;ENSG00000164715;ENSG00000168546;ENSG00000169071","LAMA3;LAMC2;UBE4B;PTPRG;TIAM2;SH3KBP1;SPOCK1;SHANK2;LMTK2;GFRA2;ROR2"
"34","GO:0031214","biomineral tissue development","Formation of hard tissues that consist mainly of inorganic compounds, and also contain a small amounts of organic matrices that are believed to play important roles in their formation.","2.68% (4/149)",0.0011698,2.93,"ENSG00000108950;ENSG00000132464;ENSG00000137674;ENSG00000169071","FAM20A;ENAM;MMP20;ROR2"
"35","GO:0031581","hemidesmosome assembly","Assembly of hemidesmosomes, integrin-containing protein complexes that bind to laminin in the basal lamina. Hemidesmosomes form the contact between the basal surface of epithelial cells and the underlying basal lamina.","25% (3/12)",6.103948e-06,5.21,"ENSG00000053747;ENSG00000058085;ENSG00000196878","LAMA3;LAMC2;LAMB3"
"36","GO:0032501","multicellular organismal process","Any biological process, occurring at the level of a multicellular organism, pertinent to its function.","0.48% (32/6648)",0.0007451718,3.13,"ENSG00000038295;ENSG00000052126;ENSG00000053747;ENSG00000054967;ENSG00000058085;ENSG00000073282;ENSG00000075275;ENSG00000080845;ENSG00000104419;ENSG00000104635;ENSG00000107957;ENSG00000108950;ENSG00000130939;ENSG00000132464;ENSG00000137674;ENSG00000140022;ENSG00000140090;ENSG00000140945;ENSG00000144724;ENSG00000146426;ENSG00000147010;ENSG00000151012;ENSG00000152377;ENSG00000162105;ENSG00000164715;ENSG00000168546;ENSG00000168675;ENSG00000169071;ENSG00000170525;ENSG00000170873;ENSG00000171345;ENSG00000196878","TLL1;PLEKHA5;LAMA3;RELT;LAMC2;TP63;CELSR1;DLGAP4;NDRG1;SLC39A14;SH3PXD2A;FAM20A;UBE4B;ENAM;MMP20;STON2;SLC24A4;CDH13;PTPRG;TIAM2;SH3KBP1;SLC7A11;SPOCK1;SHANK2;LMTK2;GFRA2;LDLRAD4;ROR2;PFKFB3;MTSS1;KRT19;LAMB3"
"37","GO:0032502","developmental process","A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition.","0.57% (33/5818)",1.052504e-05,4.98,"ENSG00000038295;ENSG00000052126;ENSG00000053747;ENSG00000054967;ENSG00000058085;ENSG00000073282;ENSG00000075275;ENSG00000104419;ENSG00000104635;ENSG00000107957;ENSG00000108950;ENSG00000127946;ENSG00000130939;ENSG00000132464;ENSG00000137674;ENSG00000139668;ENSG00000140022;ENSG00000140090;ENSG00000140945;ENSG00000144724;ENSG00000146426;ENSG00000147010;ENSG00000151012;ENSG00000152377;ENSG00000162105;ENSG00000164715;ENSG00000168546;ENSG00000168675;ENSG00000169071;ENSG00000170525;ENSG00000170873;ENSG00000171345;ENSG00000196878","TLL1;PLEKHA5;LAMA3;RELT;LAMC2;TP63;CELSR1;NDRG1;SLC39A14;SH3PXD2A;FAM20A;HIP1;UBE4B;ENAM;MMP20;WDFY2;STON2;SLC24A4;CDH13;PTPRG;TIAM2;SH3KBP1;SLC7A11;SPOCK1;SHANK2;LMTK2;GFRA2;LDLRAD4;ROR2;PFKFB3;MTSS1;KRT19;LAMB3"
"38","GO:0032989","cellular component morphogenesis","The process in which cellular structures, including whole cells or cell parts, are generated and organized.","0.9% (10/1107)",0.001838489,2.74,"ENSG00000053747;ENSG00000058085;ENSG00000132464;ENSG00000146426;ENSG00000147010;ENSG00000162105;ENSG00000164715;ENSG00000168546;ENSG00000171345;ENSG00000196878","LAMA3;LAMC2;ENAM;TIAM2;SH3KBP1;SHANK2;LMTK2;GFRA2;KRT19;LAMB3"
"39","GO:0032990","cell part morphogenesis","The process in which the anatomical structures of a cell part are generated and organized.","1.01% (7/691)",0.00520908,2.28,"ENSG00000053747;ENSG00000058085;ENSG00000146426;ENSG00000147010;ENSG00000162105;ENSG00000164715;ENSG00000168546","LAMA3;LAMC2;TIAM2;SH3KBP1;SHANK2;LMTK2;GFRA2"
"40","GO:0034505","tooth mineralization","The process in which calcium salts are deposited into calcareous tooth structures such as dental enamel, dentin and cementum.","12% (3/25)",6.202603e-05,4.21,"ENSG00000108950;ENSG00000132464;ENSG00000137674","FAM20A;ENAM;MMP20"
"41","GO:0035112","genitalia morphogenesis","The process in which the anatomical structures of genitalia are generated and organized. The genitalia are the organs of reproduction or generation, external and internal.","20% (2/10)",0.0004203198,3.38,"ENSG00000073282;ENSG00000169071","TP63;ROR2"
"42","GO:0035442","dipeptide transmembrane transport","The directed movement of a dipeptide across a membrane by means of some agent such as a transporter or pore. A dipeptide is a combination of two amino acids linked together by a peptide (-CO-NH-) bond.","28.57% (2/7)",0.0001973222,3.7,"ENSG00000088386;ENSG00000151012","SLC15A1;SLC7A11"
"43","GO:0035443","tripeptide transmembrane transport","The directed movement of a tripeptide across a membrane by means of some agent such as a transporter or pore. A tripeptide is a compound containing three amino acids linked together by peptide bonds.","40% (2/5)",9.433738e-05,4.03,"ENSG00000088386;ENSG00000151012","SLC15A1;SLC7A11"
"44","GO:0035672","oligopeptide transmembrane transport","The process in which an oligopeptide is transported across a membrane. Oligopeptides are molecules that contain a small number (2 to 20) of amino-acid residues connected by peptide linkages.","18.18% (2/11)",0.0005127047,3.29,"ENSG00000088386;ENSG00000151012","SLC15A1;SLC7A11"
"45","GO:0035987","endodermal cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of an endoderm cell, a cell of the inner of the three germ layers of the embryo.","4.88% (2/41)",0.007203053,2.14,"ENSG00000053747;ENSG00000196878","LAMA3;LAMB3"
"46","GO:0038127","ERBB signaling pathway","A series of molecular signals initiated by binding of a ligand to a member of the ERBB family of receptor tyrosine kinases on the surface of a cell, and ending with regulation of a downstream cellular process, e.g. transcription.","2.16% (3/139)",0.009220632,2.04,"ENSG00000127946;ENSG00000140945;ENSG00000147010","HIP1;CDH13;SH3KBP1"
"47","GO:0040011","locomotion","Self-propelled movement of a cell or organism from one location to another.","0.74% (13/1759)",0.002163761,2.66,"ENSG00000053747;ENSG00000058085;ENSG00000075275;ENSG00000140945;ENSG00000144724;ENSG00000147010;ENSG00000151012;ENSG00000152377;ENSG00000155849;ENSG00000168546;ENSG00000168675;ENSG00000169071;ENSG00000196878","LAMA3;LAMC2;CELSR1;CDH13;PTPRG;SH3KBP1;SLC7A11;SPOCK1;ELMO1;GFRA2;LDLRAD4;ROR2;LAMB3"
"48","GO:0042058","regulation of epidermal growth factor receptor signaling pathway","Any process that modulates the frequency, rate or extent of epidermal growth factor receptor signaling pathway activity.","3.45% (3/87)",0.002497378,2.6,"ENSG00000127946;ENSG00000140945;ENSG00000147010","HIP1;CDH13;SH3KBP1"
"49","GO:0042398","cellular modified amino acid biosynthetic process","The chemical reactions and pathways resulting in the formation of compounds derived from amino acids, organic acids containing one or more amino substituents.","4.26% (2/47)",0.009383981,2.03,"ENSG00000151012;ENSG00000152952","SLC7A11;PLOD2"
"50","GO:0042475","odontogenesis of dentin-containing tooth","The process whose specific outcome is the progression of a dentin-containing tooth over time, from its formation to the mature structure. A dentin-containing tooth is a hard, bony organ borne on the jaw or other bone of a vertebrate, and is composed mainly of dentin, a dense calcified substance, covered by a layer of enamel.","6.38% (6/94)",4.339409e-07,6.36,"ENSG00000054967;ENSG00000073282;ENSG00000108950;ENSG00000132464;ENSG00000137674;ENSG00000140090","RELT;TP63;FAM20A;ENAM;MMP20;SLC24A4"
"51","GO:0042476","odontogenesis","The process whose specific outcome is the progression of a tooth or teeth over time, from formation to the mature structure(s). A tooth is any hard bony, calcareous, or chitinous organ found in the mouth or pharynx of an animal and used in procuring or masticating food.","4.51% (6/133)",3.336327e-06,5.48,"ENSG00000054967;ENSG00000073282;ENSG00000108950;ENSG00000132464;ENSG00000137674;ENSG00000140090","RELT;TP63;FAM20A;ENAM;MMP20;SLC24A4"
"52","GO:0042481","regulation of odontogenesis","Any process that modulates the frequency, rate or extent of the formation and development of a tooth or teeth.","7.41% (2/27)",0.003169794,2.5,"ENSG00000132464;ENSG00000137674","ENAM;MMP20"
"53","GO:0042487","regulation of odontogenesis of dentin-containing tooth","Any process that modulates the frequency, rate or extent of the formation and development of teeth, the hard, bony appendages which are borne on the jaws, or on other bones in the walls of the mouth or pharynx of most vertebrates.","13.33% (2/15)",0.0009710566,3.01,"ENSG00000132464;ENSG00000137674","ENAM;MMP20"
"54","GO:0042938","dipeptide transport","The directed movement of a dipeptide, a combination of two amino acids by means of a peptide (-CO-NH-) link, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.","28.57% (2/7)",0.0001973222,3.7,"ENSG00000088386;ENSG00000151012","SLC15A1;SLC7A11"
"55","GO:0042939","tripeptide transport","The directed movement of a tripeptide, a compound containing three amino acids linked together by peptide bonds, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.","33.33% (2/6)",0.000141225,3.85,"ENSG00000088386;ENSG00000151012","SLC15A1;SLC7A11"
"56","GO:0043062","extracellular structure organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of structures in the space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane, and also covers the host cell environment outside an intracellular parasite.","1.41% (6/426)",0.001967095,2.71,"ENSG00000038295;ENSG00000053747;ENSG00000058085;ENSG00000107957;ENSG00000137674;ENSG00000196878","TLL1;LAMA3;LAMC2;SH3PXD2A;MMP20;LAMB3"
"57","GO:0043616","keratinocyte proliferation","The multiplication or reproduction of keratinocytes, resulting in the expansion of a cell population. Keratinocytes are epidermal cells which synthesize keratin and undergo a characteristic change as they move upward from the basal layers of the epidermis to the cornified (horny) layer of the skin.","4.35% (2/46)",0.009002398,2.05,"ENSG00000073282;ENSG00000140945","TP63;CDH13"
"58","GO:0048468","cell development","The process whose specific outcome is the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate.","0.72% (15/2069)",0.00107623,2.97,"ENSG00000053747;ENSG00000058085;ENSG00000073282;ENSG00000104419;ENSG00000130939;ENSG00000144724;ENSG00000146426;ENSG00000147010;ENSG00000152377;ENSG00000162105;ENSG00000164715;ENSG00000168546;ENSG00000169071;ENSG00000171345;ENSG00000196878","LAMA3;LAMC2;TP63;NDRG1;UBE4B;PTPRG;TIAM2;SH3KBP1;SPOCK1;SHANK2;LMTK2;GFRA2;ROR2;KRT19;LAMB3"
