"","GO.ID","term","definition","condition.genes_frequency","condition.pvalue","condition.-log10_pvalue","condition.Significant_genes","condition.Significant_genes_symbol"
"14","GO:0003007","heart morphogenesis","The developmental process in which the heart is generated and organized. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood.","1.653% (4/242)",0.006523223,2.19,"ENSG00000077092;ENSG00000184347;ENSG00000185008;ENSG00000185070","RARB;SLIT3;ROBO2;FLRT2"
"15","GO:0003148","outflow tract septum morphogenesis","The process in which the anatomical structures of the outflow tract septum are generated and organized. The outflow tract septum is a partition in the outflow tract.","7.692% (2/26)",0.002896805,2.54,"ENSG00000077092;ENSG00000185008","RARB;ROBO2"
"16","GO:0003176","aortic valve development","The progression of the aortic valve over time, from its formation to the mature structure.","6.452% (2/31)",0.004104153,2.39,"ENSG00000184347;ENSG00000185008","SLIT3;ROBO2"
"17","GO:0003180","aortic valve morphogenesis","The process in which the structure of the aortic valve is generated and organized.","7.692% (2/26)",0.002896805,2.54,"ENSG00000184347;ENSG00000185008","SLIT3;ROBO2"
"18","GO:0003206","cardiac chamber morphogenesis","The process in which a cardiac chamber is generated and organized. A cardiac chamber is an enclosed cavity within the heart.","2.459% (3/122)",0.006312918,2.2,"ENSG00000077092;ENSG00000184347;ENSG00000185008","RARB;SLIT3;ROBO2"
"19","GO:0003279","cardiac septum development","The progression of a cardiac septum over time, from its initial formation to the mature structure.","2.804% (3/107)",0.00438308,2.36,"ENSG00000077092;ENSG00000184347;ENSG00000185008","RARB;SLIT3;ROBO2"
"20","GO:0006352","DNA-templated transcription, initiation","Any process involved in the assembly of the RNA polymerase preinitiation complex (PIC) at the core promoter region of a DNA template, resulting in the subsequent synthesis of RNA from that promoter. The initiation phase includes PIC assembly and the formation of the first few bonds in the RNA chain, including abortive initiation, which occurs when the first few nucleotides are repeatedly synthesized and then released. The initiation phase ends just before and does not include promoter clearance, or release, which is the transition between the initiation and elongation phases of transcription.","1.674% (4/239)",0.006245585,2.2,"ENSG00000069667;ENSG00000077092;ENSG00000124813;ENSG00000184384","RORA;RARB;RUNX2;MAML2"
"21","GO:0006367","transcription initiation from RNA polymerase II promoter","Any process involved in the assembly of the RNA polymerase II preinitiation complex (PIC) at an RNA polymerase II promoter region of a DNA template, resulting in the subsequent synthesis of RNA from that promoter. The initiation phase includes PIC assembly and the formation of the first few bonds in the RNA chain, including abortive initiation, which occurs when the first few nucleotides are repeatedly synthesized and then released. Promoter clearance, or release, is the transition between the initiation and elongation phases of transcription.","2.198% (4/182)",0.002367737,2.63,"ENSG00000069667;ENSG00000077092;ENSG00000124813;ENSG00000184384","RORA;RARB;RUNX2;MAML2"
"22","GO:0006928","movement of cell or subcellular component","The directed, self-propelled movement of a cell or subcellular component without the involvement of an external agent such as a transporter or a pore.","0.741% (15/2023)",0.0007832302,3.11,"ENSG00000044524;ENSG00000112562;ENSG00000116106;ENSG00000119042;ENSG00000137872;ENSG00000149294;ENSG00000150471;ENSG00000162407;ENSG00000162849;ENSG00000169554;ENSG00000184304;ENSG00000184347;ENSG00000185008;ENSG00000185070;ENSG00000185532","EPHA3;SMOC2;EPHA4;SATB2;SEMA6D;NCAM1;ADGRL3;PLPP3;KIF26B;ZEB2;PRKD1;SLIT3;ROBO2;FLRT2;PRKG1"
"23","GO:0006935","chemotaxis","The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis).","1.541% (9/584)",6.290459e-05,4.2,"ENSG00000044524;ENSG00000112562;ENSG00000116106;ENSG00000137872;ENSG00000149294;ENSG00000184304;ENSG00000184347;ENSG00000185008;ENSG00000185070","EPHA3;SMOC2;EPHA4;SEMA6D;NCAM1;PRKD1;SLIT3;ROBO2;FLRT2"
"24","GO:0007154","cell communication","Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment.","0.541% (31/5726)",7.594968e-05,4.12,"ENSG00000044524;ENSG00000069667;ENSG00000077092;ENSG00000104447;ENSG00000112319;ENSG00000112562;ENSG00000116106;ENSG00000116132;ENSG00000117114;ENSG00000122870;ENSG00000124813;ENSG00000137872;ENSG00000148498;ENSG00000149294;ENSG00000150471;ENSG00000151136;ENSG00000151276;ENSG00000162407;ENSG00000169306;ENSG00000169554;ENSG00000174469;ENSG00000180875;ENSG00000184304;ENSG00000184347;ENSG00000184384;ENSG00000185008;ENSG00000185070;ENSG00000185483;ENSG00000185532;ENSG00000186153;ENSG00000218336","EPHA3;RORA;RARB;TRPS1;EYA4;SMOC2;EPHA4;PRRX1;ADGRL2;BICC1;RUNX2;SEMA6D;PARD3;NCAM1;ADGRL3;BTBD11;MAGI1;PLPP3;IL1RAPL1;ZEB2;CNTNAP2;GREM2;PRKD1;SLIT3;MAML2;ROBO2;FLRT2;ROR1;PRKG1;WWOX;TENM3"
"25","GO:0007155","cell adhesion","The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules.","1.408% (19/1349)",5.611194e-09,8.25,"ENSG00000044524;ENSG00000112562;ENSG00000116106;ENSG00000116117;ENSG00000148498;ENSG00000149294;ENSG00000150471;ENSG00000151276;ENSG00000154654;ENSG00000162407;ENSG00000162849;ENSG00000169306;ENSG00000172260;ENSG00000174469;ENSG00000185008;ENSG00000185070;ENSG00000185532;ENSG00000185565;ENSG00000218336","EPHA3;SMOC2;EPHA4;PARD3B;PARD3;NCAM1;ADGRL3;MAGI1;NCAM2;PLPP3;KIF26B;IL1RAPL1;NEGR1;CNTNAP2;ROBO2;FLRT2;PRKG1;LSAMP;TENM3"
"26","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","The attachment of an adhesion molecule in one cell to a nonidentical adhesion molecule in an adjacent cell.","4.762% (2/42)",0.007437134,2.13,"ENSG00000169306;ENSG00000218336","IL1RAPL1;TENM3"
"27","GO:0007165","signal transduction","The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.","0.574% (30/5230)",3.525314e-05,4.45,"ENSG00000044524;ENSG00000069667;ENSG00000077092;ENSG00000104447;ENSG00000112319;ENSG00000112562;ENSG00000116106;ENSG00000116132;ENSG00000117114;ENSG00000122870;ENSG00000124813;ENSG00000137872;ENSG00000148498;ENSG00000149294;ENSG00000150471;ENSG00000151136;ENSG00000151276;ENSG00000162407;ENSG00000169306;ENSG00000169554;ENSG00000180875;ENSG00000184304;ENSG00000184347;ENSG00000184384;ENSG00000185008;ENSG00000185070;ENSG00000185483;ENSG00000185532;ENSG00000186153;ENSG00000218336","EPHA3;RORA;RARB;TRPS1;EYA4;SMOC2;EPHA4;PRRX1;ADGRL2;BICC1;RUNX2;SEMA6D;PARD3;NCAM1;ADGRL3;BTBD11;MAGI1;PLPP3;IL1RAPL1;ZEB2;GREM2;PRKD1;SLIT3;MAML2;ROBO2;FLRT2;ROR1;PRKG1;WWOX;TENM3"
"28","GO:0007166","cell surface receptor signaling pathway","A series of molecular signals initiated by activation of a receptor on the surface of a cell. The pathway begins with binding of an extracellular ligand to a cell surface receptor, or for receptors that signal in the absence of a ligand, by ligand-withdrawal or the activity of a constitutively active receptor. The pathway ends with regulation of a downstream cellular process, e.g. transcription.","0.936% (26/2779)",1.309579e-08,7.88,"ENSG00000044524;ENSG00000069667;ENSG00000104447;ENSG00000112319;ENSG00000112562;ENSG00000116106;ENSG00000116132;ENSG00000117114;ENSG00000122870;ENSG00000124813;ENSG00000137872;ENSG00000148498;ENSG00000149294;ENSG00000150471;ENSG00000151136;ENSG00000151276;ENSG00000162407;ENSG00000169554;ENSG00000180875;ENSG00000184304;ENSG00000184347;ENSG00000184384;ENSG00000185008;ENSG00000185070;ENSG00000185483;ENSG00000186153","EPHA3;RORA;TRPS1;EYA4;SMOC2;EPHA4;PRRX1;ADGRL2;BICC1;RUNX2;SEMA6D;PARD3;NCAM1;ADGRL3;BTBD11;MAGI1;PLPP3;ZEB2;GREM2;PRKD1;SLIT3;MAML2;ROBO2;FLRT2;ROR1;WWOX"
"29","GO:0007167","enzyme linked receptor protein signaling pathway","Any series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with regulation of a downstream cellular process, e.g. transcription.","0.973% (10/1028)",0.0009899154,3,"ENSG00000044524;ENSG00000112562;ENSG00000116106;ENSG00000124813;ENSG00000148498;ENSG00000151136;ENSG00000180875;ENSG00000184304;ENSG00000185070;ENSG00000185483","EPHA3;SMOC2;EPHA4;RUNX2;PARD3;BTBD11;GREM2;PRKD1;FLRT2;ROR1"
"30","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","A series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with regulation of a downstream cellular process, e.g. transcription.","0.986% (7/710)",0.005784521,2.24,"ENSG00000044524;ENSG00000112562;ENSG00000116106;ENSG00000124813;ENSG00000184304;ENSG00000185070;ENSG00000185483","EPHA3;SMOC2;EPHA4;RUNX2;PRKD1;FLRT2;ROR1"
"31","GO:0007275","multicellular organism development","The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).","0.727% (37/5089)",2.414626e-10,9.62,"ENSG00000044524;ENSG00000069667;ENSG00000077092;ENSG00000104447;ENSG00000112319;ENSG00000112562;ENSG00000116106;ENSG00000116132;ENSG00000117114;ENSG00000119042;ENSG00000122870;ENSG00000124813;ENSG00000137872;ENSG00000148498;ENSG00000149294;ENSG00000150471;ENSG00000154654;ENSG00000162849;ENSG00000164796;ENSG00000169306;ENSG00000169554;ENSG00000172260;ENSG00000174469;ENSG00000180875;ENSG00000182463;ENSG00000184304;ENSG00000184347;ENSG00000185008;ENSG00000185053;ENSG00000185070;ENSG00000185483;ENSG00000185532;ENSG00000185565;ENSG00000186153;ENSG00000188158;ENSG00000189337;ENSG00000218336","EPHA3;RORA;RARB;TRPS1;EYA4;SMOC2;EPHA4;PRRX1;ADGRL2;SATB2;BICC1;RUNX2;SEMA6D;PARD3;NCAM1;ADGRL3;NCAM2;KIF26B;CSMD3;IL1RAPL1;ZEB2;NEGR1;CNTNAP2;GREM2;TSHZ2;PRKD1;SLIT3;ROBO2;SGCZ;FLRT2;ROR1;PRKG1;LSAMP;WWOX;NHS;KAZN;TENM3"
"32","GO:0007389","pattern specification process","Any developmental process that results in the creation of defined areas or spaces within an organism to which cells respond and eventually are instructed to differentiate.","1.182% (5/423)",0.009545118,2.02,"ENSG00000119042;ENSG00000122870;ENSG00000169554;ENSG00000180875;ENSG00000185008","SATB2;BICC1;ZEB2;GREM2;ROBO2"
"33","GO:0007399","nervous system development","The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state.","1.1% (26/2363)",3.648916e-10,9.44,"ENSG00000044524;ENSG00000069667;ENSG00000077092;ENSG00000116106;ENSG00000116132;ENSG00000117114;ENSG00000119042;ENSG00000124813;ENSG00000137872;ENSG00000148498;ENSG00000149294;ENSG00000150471;ENSG00000154654;ENSG00000164796;ENSG00000169306;ENSG00000169554;ENSG00000172260;ENSG00000174469;ENSG00000184304;ENSG00000184347;ENSG00000185008;ENSG00000185070;ENSG00000185483;ENSG00000185532;ENSG00000185565;ENSG00000218336","EPHA3;RORA;RARB;EPHA4;PRRX1;ADGRL2;SATB2;RUNX2;SEMA6D;PARD3;NCAM1;ADGRL3;NCAM2;CSMD3;IL1RAPL1;ZEB2;NEGR1;CNTNAP2;PRKD1;SLIT3;ROBO2;FLRT2;ROR1;PRKG1;LSAMP;TENM3"
"34","GO:0007409","axonogenesis","De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells.","1.911% (9/471)",1.15923e-05,4.94,"ENSG00000044524;ENSG00000116106;ENSG00000137872;ENSG00000148498;ENSG00000149294;ENSG00000169554;ENSG00000184347;ENSG00000185008;ENSG00000185070","EPHA3;EPHA4;SEMA6D;PARD3;NCAM1;ZEB2;SLIT3;ROBO2;FLRT2"
"35","GO:0007411","axon guidance","The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues.","2.574% (7/272)",1.846399e-05,4.73,"ENSG00000044524;ENSG00000116106;ENSG00000137872;ENSG00000149294;ENSG00000184347;ENSG00000185008;ENSG00000185070","EPHA3;EPHA4;SEMA6D;NCAM1;SLIT3;ROBO2;FLRT2"
"36","GO:0007413","axonal fasciculation","The collection of axons into a bundle of rods, known as a fascicle.","13.043% (3/23)",4.688649e-05,4.33,"ENSG00000044524;ENSG00000116106;ENSG00000154654","EPHA3;EPHA4;NCAM2"
"37","GO:0007416","synapse assembly","The aggregation, arrangement and bonding together of a set of components to form a synapse.  This process ends when the synapse is mature (functional).","2.174% (4/184)",0.002463349,2.61,"ENSG00000150471;ENSG00000169306;ENSG00000185008;ENSG00000185070","ADGRL3;IL1RAPL1;ROBO2;FLRT2"
"38","GO:0007417","central nervous system development","The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord.","1.182% (12/1015)",4.3062e-05,4.37,"ENSG00000069667;ENSG00000077092;ENSG00000116106;ENSG00000117114;ENSG00000119042;ENSG00000137872;ENSG00000150471;ENSG00000169554;ENSG00000174469;ENSG00000185008;ENSG00000185483;ENSG00000185532","RORA;RARB;EPHA4;ADGRL2;SATB2;SEMA6D;ADGRL3;ZEB2;CNTNAP2;ROBO2;ROR1;PRKG1"
"39","GO:0007420","brain development","The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.).","1.34% (10/746)",7.522417e-05,4.12,"ENSG00000069667;ENSG00000077092;ENSG00000117114;ENSG00000119042;ENSG00000137872;ENSG00000150471;ENSG00000169554;ENSG00000174469;ENSG00000185008;ENSG00000185532","RORA;RARB;ADGRL2;SATB2;SEMA6D;ADGRL3;ZEB2;CNTNAP2;ROBO2;PRKG1"
"40","GO:0007423","sensory organ development","The process whose specific outcome is the progression of sensory organs over time, from its formation to the mature structure.","1.447% (8/553)",0.0002608296,3.58,"ENSG00000077092;ENSG00000112319;ENSG00000116106;ENSG00000116132;ENSG00000169554;ENSG00000185483;ENSG00000188158;ENSG00000218336","RARB;EYA4;EPHA4;PRRX1;ZEB2;ROR1;NHS;TENM3"
"41","GO:0007507","heart development","The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood.","1.095% (6/548)",0.006515633,2.19,"ENSG00000077092;ENSG00000122870;ENSG00000184347;ENSG00000185008;ENSG00000185053;ENSG00000185070","RARB;BICC1;SLIT3;ROBO2;SGCZ;FLRT2"
"42","GO:0008037","cell recognition","The process in which a cell in an organism interprets its surroundings.","3.497% (5/143)",7.643523e-05,4.12,"ENSG00000044524;ENSG00000116106;ENSG00000154654;ENSG00000174469;ENSG00000185008","EPHA3;EPHA4;NCAM2;CNTNAP2;ROBO2"
"43","GO:0008038","neuron recognition","The process in which a neuronal cell in a multicellular organism interprets its surroundings.","10% (5/50)",4.320589e-07,6.36,"ENSG00000044524;ENSG00000116106;ENSG00000154654;ENSG00000174469;ENSG00000185008","EPHA3;EPHA4;NCAM2;CNTNAP2;ROBO2"
"44","GO:0008543","fibroblast growth factor receptor signaling pathway","The series of molecular signals generated as a consequence of a fibroblast growth factor receptor binding to one of its physiological ligands.","2.778% (3/108)",0.004498628,2.35,"ENSG00000112562;ENSG00000124813;ENSG00000185070","SMOC2;RUNX2;FLRT2"
"45","GO:0008589","regulation of smoothened signaling pathway","Any process that modulates the frequency, rate or extent of smoothened signaling.","3.371% (3/89)",0.002606858,2.58,"ENSG00000069667;ENSG00000116132;ENSG00000124813","RORA;PRRX1;RUNX2"
"46","GO:0009653","anatomical structure morphogenesis","The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form.","0.915% (24/2622)",1.145893e-07,6.94,"ENSG00000044524;ENSG00000069667;ENSG00000077092;ENSG00000112319;ENSG00000112562;ENSG00000116106;ENSG00000116132;ENSG00000119042;ENSG00000124813;ENSG00000137872;ENSG00000148498;ENSG00000149294;ENSG00000162849;ENSG00000169306;ENSG00000169554;ENSG00000174469;ENSG00000180875;ENSG00000184304;ENSG00000184347;ENSG00000185008;ENSG00000185070;ENSG00000185483;ENSG00000186153;ENSG00000218336","EPHA3;RORA;RARB;EYA4;SMOC2;EPHA4;PRRX1;SATB2;RUNX2;SEMA6D;PARD3;NCAM1;KIF26B;IL1RAPL1;ZEB2;CNTNAP2;GREM2;PRKD1;SLIT3;ROBO2;FLRT2;ROR1;WWOX;TENM3"
"47","GO:0009887","animal organ morphogenesis","Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions.","1.149% (12/1044)",5.670201e-05,4.25,"ENSG00000077092;ENSG00000116132;ENSG00000119042;ENSG00000124813;ENSG00000162849;ENSG00000180875;ENSG00000184347;ENSG00000185008;ENSG00000185070;ENSG00000185483;ENSG00000186153;ENSG00000218336","RARB;PRRX1;SATB2;RUNX2;KIF26B;GREM2;SLIT3;ROBO2;FLRT2;ROR1;WWOX;TENM3"
"48","GO:0009888","tissue development","The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure.","0.746% (14/1877)",0.001175146,2.93,"ENSG00000044524;ENSG00000077092;ENSG00000104447;ENSG00000116106;ENSG00000116132;ENSG00000119042;ENSG00000124813;ENSG00000137872;ENSG00000162849;ENSG00000169554;ENSG00000185008;ENSG00000185053;ENSG00000185483;ENSG00000189337","EPHA3;RARB;TRPS1;EPHA4;PRRX1;SATB2;RUNX2;SEMA6D;KIF26B;ZEB2;ROBO2;SGCZ;ROR1;KAZN"
"49","GO:0009966","regulation of signal transduction","Any process that modulates the frequency, rate or extent of signal transduction.","0.616% (18/2922)",0.001800651,2.74,"ENSG00000069667;ENSG00000104447;ENSG00000112319;ENSG00000112562;ENSG00000116106;ENSG00000116132;ENSG00000122870;ENSG00000124813;ENSG00000149294;ENSG00000162407;ENSG00000169554;ENSG00000180875;ENSG00000184304;ENSG00000184347;ENSG00000184384;ENSG00000185008;ENSG00000185483;ENSG00000186153","RORA;TRPS1;EYA4;SMOC2;EPHA4;PRRX1;BICC1;RUNX2;NCAM1;PLPP3;ZEB2;GREM2;PRKD1;SLIT3;MAML2;ROBO2;ROR1;WWOX"
"50","GO:0010033","response to organic substance","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus.","0.551% (17/3084)",0.008375812,2.08,"ENSG00000044524;ENSG00000069667;ENSG00000077092;ENSG00000112562;ENSG00000116106;ENSG00000119042;ENSG00000124813;ENSG00000148498;ENSG00000149294;ENSG00000150471;ENSG00000169306;ENSG00000180875;ENSG00000184304;ENSG00000184347;ENSG00000185008;ENSG00000185070;ENSG00000186153","EPHA3;RORA;RARB;SMOC2;EPHA4;SATB2;RUNX2;PARD3;NCAM1;ADGRL3;IL1RAPL1;GREM2;PRKD1;SLIT3;ROBO2;FLRT2;WWOX"
"51","GO:0010595","positive regulation of endothelial cell migration","Any process that increases the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium.","2.564% (3/117)",0.005622229,2.25,"ENSG00000112562;ENSG00000162407;ENSG00000184304","SMOC2;PLPP3;PRKD1"
"52","GO:0010646","regulation of cell communication","Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment.","0.548% (18/3285)",0.006777176,2.17,"ENSG00000069667;ENSG00000104447;ENSG00000112319;ENSG00000112562;ENSG00000116106;ENSG00000116132;ENSG00000122870;ENSG00000124813;ENSG00000149294;ENSG00000162407;ENSG00000169554;ENSG00000180875;ENSG00000184304;ENSG00000184347;ENSG00000184384;ENSG00000185008;ENSG00000185483;ENSG00000186153","RORA;TRPS1;EYA4;SMOC2;EPHA4;PRRX1;BICC1;RUNX2;NCAM1;PLPP3;ZEB2;GREM2;PRKD1;SLIT3;MAML2;ROBO2;ROR1;WWOX"
"53","GO:0010975","regulation of neuron projection development","Any process that modulates the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites).","2.697% (12/445)",7.000052e-09,8.15,"ENSG00000044524;ENSG00000116106;ENSG00000116132;ENSG00000137872;ENSG00000164796;ENSG00000169306;ENSG00000169554;ENSG00000172260;ENSG00000184304;ENSG00000185008;ENSG00000185483;ENSG00000218336","EPHA3;EPHA4;PRRX1;SEMA6D;CSMD3;IL1RAPL1;ZEB2;NEGR1;PRKD1;ROBO2;ROR1;TENM3"
"54","GO:0010976","positive regulation of neuron projection development","Any process that increases the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites).","3.165% (5/158)",0.0001224214,3.91,"ENSG00000044524;ENSG00000172260;ENSG00000184304;ENSG00000185483;ENSG00000218336","EPHA3;NEGR1;PRKD1;ROR1;TENM3"
"55","GO:0014912","negative regulation of smooth muscle cell migration","Any process that stops, prevents, or reduces the frequency, rate or extent of smooth muscle cell migration.","8% (2/25)",0.002679234,2.57,"ENSG00000137872;ENSG00000185532","SEMA6D;PRKG1"
