"","GO.ID","term","definition","condition.genes_frequency","condition.pvalue","condition.-log10_pvalue","condition.Significant_genes","condition.Significant_genes_symbol"
"11","GO:0007049","cell cycle","The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division.","0.67% (12/1790)",0.007357609,2.13,"ENSG00000047188;ENSG00000068796;ENSG00000100503;ENSG00000108984;ENSG00000110092;ENSG00000141696;ENSG00000150593;ENSG00000170142;ENSG00000178691;ENSG00000179218;ENSG00000198707;ENSG00000253729","YTHDC2;KIF2A;NIN;MAP2K6;CCND1;P3H4;PDCD4;UBE2E1;SUZ12;CALR;CEP290;PRKDC"
"12","GO:0007399","nervous system development","The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state.","0.69% (16/2332)",0.001259986,2.9,"ENSG00000068796;ENSG00000092964;ENSG00000100503;ENSG00000101439;ENSG00000105894;ENSG00000112655;ENSG00000123983;ENSG00000132153;ENSG00000162576;ENSG00000163347;ENSG00000178691;ENSG00000179218;ENSG00000196405;ENSG00000197746;ENSG00000198707;ENSG00000253729","KIF2A;DPYSL2;NIN;CST3;PTN;PTK7;ACSL3;DHX30;MXRA8;CLDN1;SUZ12;CALR;EVL;PSAP;CEP290;PRKDC"
"13","GO:0007417","central nervous system development","The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord.","1.01% (10/989)",0.0007794448,3.11,"ENSG00000092964;ENSG00000100503;ENSG00000101439;ENSG00000105894;ENSG00000123983;ENSG00000132153;ENSG00000178691;ENSG00000197746;ENSG00000198707;ENSG00000253729","DPYSL2;NIN;CST3;PTN;ACSL3;DHX30;SUZ12;PSAP;CEP290;PRKDC"
"14","GO:0007420","brain development","The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.).","1.09% (8/735)",0.001770477,2.75,"ENSG00000092964;ENSG00000100503;ENSG00000101439;ENSG00000105894;ENSG00000123983;ENSG00000197746;ENSG00000198707;ENSG00000253729","DPYSL2;NIN;CST3;PTN;ACSL3;PSAP;CEP290;PRKDC"
"15","GO:0007423","sensory organ development","The process whose specific outcome is the progression of sensory organs over time, from its formation to the mature structure.","1.12% (6/535)",0.006027923,2.22,"ENSG00000101439;ENSG00000105894;ENSG00000112655;ENSG00000169504;ENSG00000197746;ENSG00000198707","CST3;PTN;PTK7;CLIC4;PSAP;CEP290"
"16","GO:0007507","heart development","The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood.","1.11% (6/539)",0.006246213,2.2,"ENSG00000006125;ENSG00000105894;ENSG00000112655;ENSG00000150593;ENSG00000179218;ENSG00000253729","AP2B1;PTN;PTK7;PDCD4;CALR;PRKDC"
"17","GO:0007569","cell aging","An aging process that has as participant a cell after a cell has stopped dividing. Cell aging may occur when a cell has temporarily stopped dividing through cell cycle arrest (GO:0007050) or when a cell has permanently stopped dividing, in which case it is undergoing cellular senescence (GO:0090398). May precede cell death (GO:0008219) and succeed cell maturation (GO:0048469).","2.86% (3/105)",0.00424766,2.37,"ENSG00000150593;ENSG00000179218;ENSG00000253729","PDCD4;CALR;PRKDC"
"18","GO:0009636","response to toxic substance","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a toxic stimulus.","1.21% (6/495)",0.004142011,2.38,"ENSG00000092964;ENSG00000101439;ENSG00000110092;ENSG00000163347;ENSG00000188536;ENSG00000197746","DPYSL2;CST3;CCND1;CLDN1;HBA2;PSAP"
"19","GO:0009888","tissue development","The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure.","0.74% (14/1880)",0.001287805,2.89,"ENSG00000006125;ENSG00000083444;ENSG00000101439;ENSG00000105894;ENSG00000110092;ENSG00000112655;ENSG00000150593;ENSG00000163347;ENSG00000169504;ENSG00000174437;ENSG00000179218;ENSG00000197746;ENSG00000198707;ENSG00000253729","AP2B1;PLOD1;CST3;PTN;CCND1;PTK7;PDCD4;CLDN1;CLIC4;ATP2A2;CALR;PSAP;CEP290;PRKDC"
"20","GO:0010033","response to organic substance","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus.","0.73% (22/3004)",2.857489e-05,4.54,"ENSG00000047188;ENSG00000092964;ENSG00000101439;ENSG00000105894;ENSG00000108984;ENSG00000110092;ENSG00000112655;ENSG00000114331;ENSG00000118418;ENSG00000123983;ENSG00000143870;ENSG00000150593;ENSG00000163347;ENSG00000174437;ENSG00000178691;ENSG00000179218;ENSG00000184588;ENSG00000196405;ENSG00000197746;ENSG00000198380;ENSG00000253729;ENSG00000278540","YTHDC2;DPYSL2;CST3;PTN;MAP2K6;CCND1;PTK7;ACAP2;HMGN3;ACSL3;PDIA6;PDCD4;CLDN1;ATP2A2;SUZ12;CALR;PDE4B;EVL;PSAP;GFPT1;PRKDC;ACACA"
"21","GO:0010035","response to inorganic substance","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus.","1.32% (7/531)",0.001188271,2.93,"ENSG00000101439;ENSG00000110092;ENSG00000163347;ENSG00000169504;ENSG00000179218;ENSG00000188536;ENSG00000197746","CST3;CCND1;CLDN1;CLIC4;CALR;HBA2;PSAP"
"22","GO:0014070","response to organic cyclic compound","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus.","0.96% (8/833)",0.003847109,2.41,"ENSG00000092964;ENSG00000101439;ENSG00000105894;ENSG00000110092;ENSG00000123983;ENSG00000163347;ENSG00000179218;ENSG00000184588","DPYSL2;CST3;PTN;CCND1;ACSL3;CLDN1;CALR;PDE4B"
"23","GO:0015711","organic anion transport","The directed movement of organic anions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Organic anions are atoms or small molecules with a negative charge which contain carbon in covalent linkage.","1.27% (6/474)",0.003349224,2.48,"ENSG00000092964;ENSG00000108984;ENSG00000123983;ENSG00000188536;ENSG00000197746;ENSG00000278540","DPYSL2;MAP2K6;ACSL3;HBA2;PSAP;ACACA"
"24","GO:0015849","organic acid transport","The directed movement of organic acids, any acidic compound containing carbon in covalent linkage, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.","1.53% (5/327)",0.003368854,2.47,"ENSG00000092964;ENSG00000108984;ENSG00000123983;ENSG00000197746;ENSG00000278540","DPYSL2;MAP2K6;ACSL3;PSAP;ACACA"
"25","GO:0015908","fatty acid transport","The directed movement of fatty acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Fatty acids are aliphatic monocarboxylic acids liberated from naturally occurring fats and oils by hydrolysis.","3.37% (3/89)",0.002664121,2.57,"ENSG00000108984;ENSG00000123983;ENSG00000278540","MAP2K6;ACSL3;ACACA"
"26","GO:0016574","histone ubiquitination","The modification of histones by addition of ubiquitin groups.","4.17% (2/48)",0.009772693,2.01,"ENSG00000170142;ENSG00000178691","UBE2E1;SUZ12"
"27","GO:0017185","peptidyl-lysine hydroxylation","The hydroxylation of peptidyl-lysine to form peptidyl-hydroxylysine.","22.22% (2/9)",0.0003369247,3.47,"ENSG00000083444;ENSG00000141696","PLOD1;P3H4"
"28","GO:0018126","protein hydroxylation","The addition of a hydroxy group to a protein amino acid.","7.41% (2/27)",0.003169794,2.5,"ENSG00000083444;ENSG00000141696","PLOD1;P3H4"
"29","GO:0019538","protein metabolic process","The chemical reactions and pathways involving a protein. Includes protein modification.","0.5% (27/5386)",0.001872325,2.73,"ENSG00000001629;ENSG00000006125;ENSG00000083444;ENSG00000101439;ENSG00000104723;ENSG00000105894;ENSG00000108984;ENSG00000110092;ENSG00000112655;ENSG00000130348;ENSG00000132128;ENSG00000138095;ENSG00000141696;ENSG00000141753;ENSG00000143870;ENSG00000145860;ENSG00000150593;ENSG00000162576;ENSG00000170142;ENSG00000172986;ENSG00000178691;ENSG00000179218;ENSG00000189091;ENSG00000197746;ENSG00000198380;ENSG00000253729;ENSG00000278540","ANKIB1;AP2B1;PLOD1;CST3;TUSC3;PTN;MAP2K6;CCND1;PTK7;QRSL1;LRRC41;LRPPRC;P3H4;IGFBP4;PDIA6;RNF145;PDCD4;MXRA8;UBE2E1;GXYLT2;SUZ12;CALR;SF3B3;PSAP;GFPT1;PRKDC;ACACA"
"30","GO:0019882","antigen processing and presentation","The process in which an antigen-presenting cell expresses antigen (peptide or lipid) on its cell surface in association with an MHC protein complex.","1.84% (4/217)",0.004570009,2.34,"ENSG00000006125;ENSG00000068796;ENSG00000179218;ENSG00000197746","AP2B1;KIF2A;CALR;PSAP"
"31","GO:0021510","spinal cord development","The process whose specific outcome is the progression of the spinal cord over time, from its formation to the mature structure. The spinal cord primarily conducts sensory and motor nerve impulses between the brain and the peripheral nervous tissues.","3.03% (3/99)",0.003600576,2.44,"ENSG00000092964;ENSG00000105894;ENSG00000178691","DPYSL2;PTN;SUZ12"
"32","GO:0022008","neurogenesis","Generation of cells within the nervous system.","0.68% (11/1611)",0.009204867,2.04,"ENSG00000092964;ENSG00000100503;ENSG00000105894;ENSG00000112655;ENSG00000123983;ENSG00000162576;ENSG00000178691;ENSG00000179218;ENSG00000196405;ENSG00000197746;ENSG00000198707","DPYSL2;NIN;PTN;PTK7;ACSL3;MXRA8;SUZ12;CALR;EVL;PSAP;CEP290"
"33","GO:0022402","cell cycle process","The cellular process that ensures successive accurate and complete genome replication and chromosome segregation.","0.82% (11/1346)",0.002345068,2.63,"ENSG00000047188;ENSG00000068796;ENSG00000100503;ENSG00000108984;ENSG00000110092;ENSG00000141696;ENSG00000170142;ENSG00000178691;ENSG00000179218;ENSG00000198707;ENSG00000253729","YTHDC2;KIF2A;NIN;MAP2K6;CCND1;P3H4;UBE2E1;SUZ12;CALR;CEP290;PRKDC"
"34","GO:0022414","reproductive process","A biological process that directly contributes to the process of producing new individuals by one or two organisms. The new individuals inherit some proportion of their genetic material from the parent or parents.","0.77% (10/1301)",0.005914375,2.23,"ENSG00000047188;ENSG00000101439;ENSG00000105894;ENSG00000108984;ENSG00000110092;ENSG00000141696;ENSG00000169504;ENSG00000179218;ENSG00000197746;ENSG00000253729","YTHDC2;CST3;PTN;MAP2K6;CCND1;P3H4;CLIC4;CALR;PSAP;PRKDC"
"35","GO:0030154","cell differentiation","The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state.","0.52% (20/3846)",0.0078455,2.11,"ENSG00000047188;ENSG00000068796;ENSG00000092964;ENSG00000100503;ENSG00000101439;ENSG00000105894;ENSG00000110092;ENSG00000112655;ENSG00000123983;ENSG00000150593;ENSG00000162576;ENSG00000163347;ENSG00000169504;ENSG00000174437;ENSG00000178691;ENSG00000179218;ENSG00000196405;ENSG00000197746;ENSG00000198707;ENSG00000253729","YTHDC2;KIF2A;DPYSL2;NIN;CST3;PTN;CCND1;PTK7;ACSL3;PDCD4;MXRA8;CLDN1;CLIC4;ATP2A2;SUZ12;CALR;EVL;PSAP;CEP290;PRKDC"
"36","GO:0030336","negative regulation of cell migration","Any process that stops, prevents, or reduces the frequency, rate or extent of cell migration.","1.48% (4/271)",0.009896244,2,"ENSG00000105894;ENSG00000169504;ENSG00000179218;ENSG00000196405","PTN;CLIC4;CALR;EVL"
"37","GO:0030855","epithelial cell differentiation","The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell, any of the cells making up an epithelium.","1.08% (7/647)",0.003636133,2.44,"ENSG00000101439;ENSG00000105894;ENSG00000110092;ENSG00000112655;ENSG00000163347;ENSG00000169504;ENSG00000197746","CST3;PTN;CCND1;PTK7;CLDN1;CLIC4;PSAP"
"38","GO:0030968","endoplasmic reticulum unfolded protein response","The series of molecular signals generated as a consequence of the presence of unfolded proteins in the endoplasmic reticulum (ER) or other ER-related stress; results in changes in the regulation of transcription and translation.","3.2% (4/125)",0.0006070683,3.22,"ENSG00000110092;ENSG00000143870;ENSG00000179218;ENSG00000198380","CCND1;PDIA6;CALR;GFPT1"
"39","GO:0032355","response to estradiol","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of stimulus by estradiol, a C18 steroid hormone hydroxylated at C3 and C17 that acts as a potent estrogen.","2.94% (4/136)",0.0008329676,3.08,"ENSG00000101439;ENSG00000105894;ENSG00000110092;ENSG00000179218","CST3;PTN;CCND1;CALR"
"40","GO:0032892","positive regulation of organic acid transport","Any process that activates or increases the frequency, rate or extent of the directed movement of organic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.","5% (2/40)",0.006865227,2.16,"ENSG00000092964;ENSG00000108984","DPYSL2;MAP2K6"
"41","GO:0033993","response to lipid","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus.","1.31% (11/842)",4.172664e-05,4.38,"ENSG00000101439;ENSG00000105894;ENSG00000110092;ENSG00000112655;ENSG00000150593;ENSG00000163347;ENSG00000174437;ENSG00000178691;ENSG00000179218;ENSG00000184588;ENSG00000278540","CST3;PTN;CCND1;PTK7;PDCD4;CLDN1;ATP2A2;SUZ12;CALR;PDE4B;ACACA"
"42","GO:0034620","cellular response to unfolded protein","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an unfolded protein stimulus.","2.78% (4/144)",0.00103068,2.99,"ENSG00000110092;ENSG00000143870;ENSG00000179218;ENSG00000198380","CCND1;PDIA6;CALR;GFPT1"
"43","GO:0034976","response to endoplasmic reticulum stress","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stress acting at the endoplasmic reticulum. ER stress usually results from the accumulation of unfolded or misfolded proteins in the ER lumen.","1.74% (5/288)",0.001945463,2.71,"ENSG00000110092;ENSG00000143870;ENSG00000174437;ENSG00000179218;ENSG00000198380","CCND1;PDIA6;ATP2A2;CALR;GFPT1"
"44","GO:0035337","fatty-acyl-CoA metabolic process","The chemical reactions and pathways involving a fatty-acyl-CoA, any derivative of coenzyme A in which the sulfhydryl group is in thiolester linkage with a fatty-acyl group.","4.88% (2/41)",0.007203053,2.14,"ENSG00000123983;ENSG00000278540","ACSL3;ACACA"
"45","GO:0035966","response to topologically incorrect protein","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a protein that is not folded in its correct three-dimensional structure.","2% (4/200)",0.003418641,2.47,"ENSG00000110092;ENSG00000143870;ENSG00000179218;ENSG00000198380","CCND1;PDIA6;CALR;GFPT1"
"46","GO:0035967","cellular response to topologically incorrect protein","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a protein that is not folded in its correct three-dimensional structure.","2.44% (4/164)",0.001665715,2.78,"ENSG00000110092;ENSG00000143870;ENSG00000179218;ENSG00000198380","CCND1;PDIA6;CALR;GFPT1"
"47","GO:0036211","protein modification process","The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification).","0.54% (21/3892)",0.00380364,2.42,"ENSG00000001629;ENSG00000083444;ENSG00000101439;ENSG00000104723;ENSG00000105894;ENSG00000108984;ENSG00000110092;ENSG00000112655;ENSG00000132128;ENSG00000141696;ENSG00000141753;ENSG00000143870;ENSG00000145860;ENSG00000150593;ENSG00000162576;ENSG00000170142;ENSG00000172986;ENSG00000178691;ENSG00000197746;ENSG00000198380;ENSG00000253729","ANKIB1;PLOD1;CST3;TUSC3;PTN;MAP2K6;CCND1;PTK7;LRRC41;P3H4;IGFBP4;PDIA6;RNF145;PDCD4;MXRA8;UBE2E1;GXYLT2;SUZ12;PSAP;GFPT1;PRKDC"
"48","GO:0040007","growth","The increase in size or mass of an entire organism, a part of an organism or a cell.","0.86% (8/934)",0.007609464,2.12,"ENSG00000092964;ENSG00000100503;ENSG00000105894;ENSG00000112655;ENSG00000141753;ENSG00000169504;ENSG00000197746;ENSG00000253729","DPYSL2;NIN;PTN;PTK7;IGFBP4;CLIC4;PSAP;PRKDC"
"49","GO:0042221","response to chemical","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus.","0.6% (24/4007)",0.0002887363,3.54,"ENSG00000047188;ENSG00000092964;ENSG00000101439;ENSG00000105894;ENSG00000108984;ENSG00000110092;ENSG00000112655;ENSG00000114331;ENSG00000118418;ENSG00000123983;ENSG00000143870;ENSG00000150593;ENSG00000163347;ENSG00000169504;ENSG00000174437;ENSG00000178691;ENSG00000179218;ENSG00000184588;ENSG00000188536;ENSG00000196405;ENSG00000197746;ENSG00000198380;ENSG00000253729;ENSG00000278540","YTHDC2;DPYSL2;CST3;PTN;MAP2K6;CCND1;PTK7;ACAP2;HMGN3;ACSL3;PDIA6;PDCD4;CLDN1;CLIC4;ATP2A2;SUZ12;CALR;PDE4B;HBA2;EVL;PSAP;GFPT1;PRKDC;ACACA"
"50","GO:0042493","response to drug","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a drug stimulus. A drug is a substance used in the diagnosis, treatment or prevention of a disease.","1.02% (10/978)",0.0007145847,3.15,"ENSG00000092964;ENSG00000101439;ENSG00000105894;ENSG00000108984;ENSG00000110092;ENSG00000163347;ENSG00000179218;ENSG00000184588;ENSG00000188536;ENSG00000197746","DPYSL2;CST3;PTN;MAP2K6;CCND1;CLDN1;CALR;PDE4B;HBA2;PSAP"
"51","GO:0042542","response to hydrogen peroxide","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydrogen peroxide (H2O2) stimulus.","2.27% (3/132)",0.008007591,2.1,"ENSG00000101439;ENSG00000188536;ENSG00000197746","CST3;HBA2;PSAP"
"52","GO:0043412","macromolecule modification","The covalent alteration of one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule, resulting in a change in its properties.","0.54% (22/4088)",0.00292917,2.53,"ENSG00000001629;ENSG00000083444;ENSG00000101439;ENSG00000104723;ENSG00000105894;ENSG00000108984;ENSG00000110092;ENSG00000112655;ENSG00000132128;ENSG00000134759;ENSG00000141696;ENSG00000141753;ENSG00000143870;ENSG00000145860;ENSG00000150593;ENSG00000162576;ENSG00000170142;ENSG00000172986;ENSG00000178691;ENSG00000197746;ENSG00000198380;ENSG00000253729","ANKIB1;PLOD1;CST3;TUSC3;PTN;MAP2K6;CCND1;PTK7;LRRC41;ELP2;P3H4;IGFBP4;PDIA6;RNF145;PDCD4;MXRA8;UBE2E1;GXYLT2;SUZ12;PSAP;GFPT1;PRKDC"
"53","GO:0043687","post-translational protein modification","The process of covalently altering one or more amino acids in a protein after the protein has been completely translated and released from the ribosome.","1.47% (5/341)",0.004027421,2.39,"ENSG00000101439;ENSG00000132128;ENSG00000141753;ENSG00000143870;ENSG00000162576","CST3;LRRC41;IGFBP4;PDIA6;MXRA8"
"54","GO:0044267","cellular protein metabolic process","The chemical reactions and pathways involving a specific protein, rather than of proteins in general, occurring at the level of an individual cell. Includes cellular protein modification.","0.51% (25/4892)",0.002523855,2.6,"ENSG00000001629;ENSG00000006125;ENSG00000083444;ENSG00000101439;ENSG00000104723;ENSG00000105894;ENSG00000108984;ENSG00000110092;ENSG00000112655;ENSG00000130348;ENSG00000132128;ENSG00000138095;ENSG00000141696;ENSG00000141753;ENSG00000143870;ENSG00000145860;ENSG00000150593;ENSG00000162576;ENSG00000170142;ENSG00000172986;ENSG00000178691;ENSG00000179218;ENSG00000197746;ENSG00000198380;ENSG00000253729","ANKIB1;AP2B1;PLOD1;CST3;TUSC3;PTN;MAP2K6;CCND1;PTK7;QRSL1;LRRC41;LRPPRC;P3H4;IGFBP4;PDIA6;RNF145;PDCD4;MXRA8;UBE2E1;GXYLT2;SUZ12;CALR;PSAP;GFPT1;PRKDC"
"55","GO:0045446","endothelial cell differentiation","The process in which a mesodermal, bone marrow or neural crest cell acquires specialized features of an endothelial cell, a thin flattened cell. A layer of such cells lines the inside surfaces of body cavities, blood vessels, and lymph vessels, making up the endothelium.","2.7% (3/111)",0.004961197,2.3,"ENSG00000105894;ENSG00000163347;ENSG00000169504","PTN;CLDN1;CLIC4"
"56","GO:0045786","negative regulation of cell cycle","Any process that stops, prevents or reduces the rate or extent of progression through the cell cycle.","1.18% (7/595)",0.002278335,2.64,"ENSG00000047188;ENSG00000108984;ENSG00000110092;ENSG00000150593;ENSG00000178691;ENSG00000179218;ENSG00000253729","YTHDC2;MAP2K6;CCND1;PDCD4;SUZ12;CALR;PRKDC"
"57","GO:0046677","response to antibiotic","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an antibiotic stimulus. An antibiotic is a chemical substance produced by a microorganism which has the capacity to inhibit the growth of or to kill other microorganisms.","1.55% (5/322)",0.003153767,2.5,"ENSG00000101439;ENSG00000110092;ENSG00000163347;ENSG00000188536;ENSG00000197746","CST3;CCND1;CLDN1;HBA2;PSAP"
"58","GO:0046942","carboxylic acid transport","The directed movement of carboxylic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Carboxylic acids are organic acids containing one or more carboxyl (COOH) groups or anions (COO-).","1.53% (5/326)",0.003325012,2.48,"ENSG00000092964;ENSG00000108984;ENSG00000123983;ENSG00000197746;ENSG00000278540","DPYSL2;MAP2K6;ACSL3;PSAP;ACACA"
"59","GO:0046949","fatty-acyl-CoA biosynthetic process","The chemical reactions and pathways resulting in the formation of a fatty-acyl-CoA, any derivative of coenzyme A in which the sulfhydryl group is in thiolester linkage with a fatty-acyl group.","6.25% (2/32)",0.004435151,2.35,"ENSG00000123983;ENSG00000278540","ACSL3;ACACA"
"60","GO:0048468","cell development","The process whose specific outcome is the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate.","0.77% (16/2069)",0.0003280977,3.48,"ENSG00000047188;ENSG00000092964;ENSG00000100503;ENSG00000101439;ENSG00000105894;ENSG00000112655;ENSG00000150593;ENSG00000162576;ENSG00000163347;ENSG00000169504;ENSG00000174437;ENSG00000179218;ENSG00000196405;ENSG00000197746;ENSG00000198707;ENSG00000253729","YTHDC2;DPYSL2;NIN;CST3;PTN;PTK7;PDCD4;MXRA8;CLDN1;CLIC4;ATP2A2;CALR;EVL;PSAP;CEP290;PRKDC"
