"","GO.ID","term","definition","condition.genes_frequency","condition.pvalue","condition.-log10_pvalue","condition.Significant_genes","condition.Significant_genes_symbol"
"14","GO:0002576","platelet degranulation","The regulated exocytosis of secretory granules containing preformed mediators such as histamine and serotonin by a platelet.","2.63% (3/114)",0.006005606,2.22,"ENSG00000113140;ENSG00000120885;ENSG00000135404","SPARC;CLU;CD63"
"15","GO:0003158","endothelium development","The process whose specific outcome is the progression of an endothelium over time, from its formation to the mature structure. Endothelium refers to the layer of cells lining blood vessels, lymphatics, the heart, and serous cavities, and is derived from bone marrow or mesoderm. Corneal endothelium is a special case, derived from neural crest cells.","2.33% (3/129)",0.008437943,2.07,"ENSG00000125968;ENSG00000168036;ENSG00000169436","ID1;CTNNB1;COL22A1"
"16","GO:0003382","epithelial cell morphogenesis","The change in form that occurs when an epithelial cell progresses from its initial formation to its mature state.","8.33% (3/36)",0.0002128914,3.67,"ENSG00000125968;ENSG00000167642;ENSG00000169436","ID1;SPINT2;COL22A1"
"17","GO:0006928","movement of cell or subcellular component","The directed, self-propelled movement of a cell or subcellular component without the involvement of an external agent such as a transporter or a pore.","0.9% (18/2004)",2.925126e-05,4.53,"ENSG00000021645;ENSG00000026508;ENSG00000077942;ENSG00000095739;ENSG00000107731;ENSG00000113140;ENSG00000125968;ENSG00000127914;ENSG00000130203;ENSG00000131711;ENSG00000132386;ENSG00000135404;ENSG00000154856;ENSG00000160789;ENSG00000164190;ENSG00000166794;ENSG00000167642;ENSG00000168036","NRXN3;CD44;FBLN1;BAMBI;UNC5B;SPARC;ID1;AKAP9;APOE;MAP1B;SERPINF1;CD63;APCDD1;LMNA;NIPBL;PPIB;SPINT2;CTNNB1"
"18","GO:0007063","regulation of sister chromatid cohesion","Any process that modulates the frequency, rate or extent of sister chromatid cohesion.","9.09% (2/22)",0.002287988,2.64,"ENSG00000164190;ENSG00000168036","NIPBL;CTNNB1"
"19","GO:0007155","cell adhesion","The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules.","1.11% (15/1348)",1.444341e-05,4.84,"ENSG00000021645;ENSG00000026508;ENSG00000047648;ENSG00000065618;ENSG00000077942;ENSG00000107736;ENSG00000125363;ENSG00000125968;ENSG00000131507;ENSG00000135404;ENSG00000137699;ENSG00000152592;ENSG00000167642;ENSG00000168036;ENSG00000178522","NRXN3;CD44;ARHGAP6;COL17A1;FBLN1;CDH23;AMELX;ID1;NDFIP1;CD63;TRIM29;DMP1;SPINT2;CTNNB1;AMBN"
"20","GO:0007160","cell-matrix adhesion","The binding of a cell to the extracellular matrix via adhesion molecules.","2.27% (5/220)",0.000711295,3.15,"ENSG00000026508;ENSG00000047648;ENSG00000065618;ENSG00000135404;ENSG00000168036","CD44;ARHGAP6;COL17A1;CD63;CTNNB1"
"21","GO:0007272","ensheathment of neurons","The process in which glial cells envelop neuronal cell bodies and/or axons to form an insulating layer. This can take the form of myelinating or non-myelinating ensheathment.","2.21% (3/136)",0.009744262,2.01,"ENSG00000120885;ENSG00000164300;ENSG00000168036","CLU;SERINC5;CTNNB1"
"22","GO:0007275","multicellular organism development","The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).","0.72% (36/5030)",1.018077e-08,7.99,"ENSG00000021645;ENSG00000026508;ENSG00000064195;ENSG00000077942;ENSG00000095739;ENSG00000099721;ENSG00000107731;ENSG00000107736;ENSG00000113140;ENSG00000120885;ENSG00000125285;ENSG00000125363;ENSG00000125968;ENSG00000130203;ENSG00000131507;ENSG00000131711;ENSG00000132386;ENSG00000132688;ENSG00000135916;ENSG00000136859;ENSG00000142513;ENSG00000152591;ENSG00000152592;ENSG00000154856;ENSG00000160789;ENSG00000164190;ENSG00000164300;ENSG00000166794;ENSG00000167642;ENSG00000168036;ENSG00000169436;ENSG00000178522;ENSG00000182492;ENSG00000184402;ENSG00000198832;ENSG00000204248","NRXN3;CD44;DLX3;FBLN1;BAMBI;AMELY;UNC5B;CDH23;SPARC;CLU;SOX21;AMELX;ID1;APOE;NDFIP1;MAP1B;SERPINF1;NES;ITM2C;ANGPTL2;ACP4;DSPP;DMP1;APCDD1;LMNA;NIPBL;SERINC5;PPIB;SPINT2;CTNNB1;COL22A1;AMBN;BGN;SS18L1;SELENOM;COL11A2"
"23","GO:0007399","nervous system development","The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state.","0.73% (17/2332)",0.0007019521,3.15,"ENSG00000021645;ENSG00000107731;ENSG00000107736;ENSG00000120885;ENSG00000125968;ENSG00000130203;ENSG00000131711;ENSG00000132386;ENSG00000132688;ENSG00000135916;ENSG00000142513;ENSG00000154856;ENSG00000164190;ENSG00000164300;ENSG00000167642;ENSG00000168036;ENSG00000184402","NRXN3;UNC5B;CDH23;CLU;ID1;APOE;MAP1B;SERPINF1;NES;ITM2C;ACP4;APCDD1;NIPBL;SERINC5;SPINT2;CTNNB1;SS18L1"
"24","GO:0007423","sensory organ development","The process whose specific outcome is the progression of sensory organs over time, from its formation to the mature structure.","1.12% (6/535)",0.007398343,2.13,"ENSG00000107736;ENSG00000113140;ENSG00000132386;ENSG00000132688;ENSG00000164190;ENSG00000168036","CDH23;SPARC;SERPINF1;NES;NIPBL;CTNNB1"
"25","GO:0007584","response to nutrient","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nutrient stimulus.","1.9% (4/210)",0.004729704,2.33,"ENSG00000101670;ENSG00000113140;ENSG00000125363;ENSG00000131711","LIPG;SPARC;AMELX;MAP1B"
"26","GO:0008283","cell proliferation","The multiplication or reproduction of cells, resulting in the expansion of a cell population.","0.84% (15/1791)",0.0003774082,3.42,"ENSG00000077942;ENSG00000095739;ENSG00000101670;ENSG00000113140;ENSG00000120885;ENSG00000125363;ENSG00000125968;ENSG00000130203;ENSG00000131507;ENSG00000132386;ENSG00000132688;ENSG00000160789;ENSG00000167642;ENSG00000168036;ENSG00000178522","FBLN1;BAMBI;LIPG;SPARC;CLU;AMELX;ID1;APOE;NDFIP1;SERPINF1;NES;LMNA;SPINT2;CTNNB1;AMBN"
"27","GO:0008285","negative regulation of cell proliferation","Any process that stops, prevents or reduces the rate or extent of cell proliferation.","1.21% (8/663)",0.001214511,2.92,"ENSG00000077942;ENSG00000113140;ENSG00000130203;ENSG00000131507;ENSG00000132386;ENSG00000160789;ENSG00000167642;ENSG00000168036","FBLN1;SPARC;APOE;NDFIP1;SERPINF1;LMNA;SPINT2;CTNNB1"
"28","GO:0008366","axon ensheathment","Any process in which the axon of a neuron is insulated, and that insulation maintained, thereby preventing dispersion of the electrical signal.","2.21% (3/136)",0.009744262,2.01,"ENSG00000120885;ENSG00000164300;ENSG00000168036","CLU;SERINC5;CTNNB1"
"29","GO:0009605","response to external stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus.","0.65% (14/2157)",0.007110737,2.15,"ENSG00000021645;ENSG00000101670;ENSG00000107731;ENSG00000113140;ENSG00000120885;ENSG00000125363;ENSG00000130203;ENSG00000131507;ENSG00000131711;ENSG00000132386;ENSG00000135404;ENSG00000164300;ENSG00000166794;ENSG00000168036","NRXN3;LIPG;UNC5B;SPARC;CLU;AMELX;APOE;NDFIP1;MAP1B;SERPINF1;CD63;SERINC5;PPIB;CTNNB1"
"30","GO:0009653","anatomical structure morphogenesis","The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form.","1.04% (27/2590)",1.866797e-09,8.73,"ENSG00000021645;ENSG00000026508;ENSG00000064195;ENSG00000077942;ENSG00000095739;ENSG00000107731;ENSG00000113140;ENSG00000120885;ENSG00000125285;ENSG00000125363;ENSG00000125968;ENSG00000130203;ENSG00000131711;ENSG00000132386;ENSG00000132688;ENSG00000136859;ENSG00000142513;ENSG00000152591;ENSG00000152592;ENSG00000154856;ENSG00000164190;ENSG00000167642;ENSG00000168036;ENSG00000169436;ENSG00000178522;ENSG00000184402;ENSG00000204248","NRXN3;CD44;DLX3;FBLN1;BAMBI;UNC5B;SPARC;CLU;SOX21;AMELX;ID1;APOE;MAP1B;SERPINF1;NES;ANGPTL2;ACP4;DSPP;DMP1;APCDD1;NIPBL;SPINT2;CTNNB1;COL22A1;AMBN;SS18L1;COL11A2"
"31","GO:0009719","response to endogenous stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism.","0.72% (11/1530)",0.008727873,2.06,"ENSG00000026508;ENSG00000095739;ENSG00000113140;ENSG00000116350;ENSG00000125968;ENSG00000127914;ENSG00000130203;ENSG00000131711;ENSG00000132386;ENSG00000167642;ENSG00000168036","CD44;BAMBI;SPARC;SRSF4;ID1;AKAP9;APOE;MAP1B;SERPINF1;SPINT2;CTNNB1"
"32","GO:0009887","animal organ morphogenesis","Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions.","1.08% (11/1021)",0.0003455475,3.46,"ENSG00000064195;ENSG00000125363;ENSG00000125968;ENSG00000142513;ENSG00000152591;ENSG00000152592;ENSG00000154856;ENSG00000164190;ENSG00000168036;ENSG00000178522;ENSG00000204248","DLX3;AMELX;ID1;ACP4;DSPP;DMP1;APCDD1;NIPBL;CTNNB1;AMBN;COL11A2"
"33","GO:0009888","tissue development","The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure.","1.01% (19/1880)",2.722004e-06,5.57,"ENSG00000026508;ENSG00000064195;ENSG00000065618;ENSG00000095739;ENSG00000099721;ENSG00000125285;ENSG00000125363;ENSG00000125968;ENSG00000152591;ENSG00000152592;ENSG00000154856;ENSG00000160789;ENSG00000167642;ENSG00000168036;ENSG00000169436;ENSG00000178522;ENSG00000182492;ENSG00000198832;ENSG00000204248","CD44;DLX3;COL17A1;BAMBI;AMELY;SOX21;AMELX;ID1;DSPP;DMP1;APCDD1;LMNA;SPINT2;CTNNB1;COL22A1;AMBN;BGN;SELENOM;COL11A2"
"34","GO:0009968","negative regulation of signal transduction","Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction.","0.81% (10/1237)",0.005660374,2.25,"ENSG00000026508;ENSG00000077942;ENSG00000095739;ENSG00000107731;ENSG00000120885;ENSG00000130203;ENSG00000142513;ENSG00000154856;ENSG00000160789;ENSG00000168036","CD44;FBLN1;BAMBI;UNC5B;CLU;APOE;ACP4;APCDD1;LMNA;CTNNB1"
"35","GO:0010463","mesenchymal cell proliferation","The multiplication or reproduction of cells, resulting in the expansion of a mesenchymal cell population. A mesenchymal cell is a cell that normally gives rise to other cells that are organized as three-dimensional masses, rather than sheets.","4.55% (2/44)",0.008953745,2.05,"ENSG00000160789;ENSG00000168036","LMNA;CTNNB1"
"36","GO:0010464","regulation of mesenchymal cell proliferation","Any process that modulates the frequency, rate or extent of mesenchymal cell proliferation. A mesenchymal cell is a cell that normally gives rise to other cells that are organized as three-dimensional masses, rather than sheets.","6.06% (2/33)",0.005112105,2.29,"ENSG00000160789;ENSG00000168036","LMNA;CTNNB1"
"37","GO:0010559","regulation of glycoprotein biosynthetic process","Any process that modulates the rate, frequency, or extent of the chemical reactions and pathways resulting in the formation of glycoproteins, any protein that contains covalently bound glycose (i.e. monosaccharide) residues; the glycose occurs most commonly as oligosaccharide or fairly small polysaccharide but occasionally as monosaccharide.","4.76% (2/42)",0.008182882,2.09,"ENSG00000135916;ENSG00000168036","ITM2C;CTNNB1"
"38","GO:0010638","positive regulation of organelle organization","Any process that increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle.","1.12% (7/623)",0.003751585,2.43,"ENSG00000125968;ENSG00000127914;ENSG00000131711;ENSG00000132688;ENSG00000160789;ENSG00000164190;ENSG00000168036","ID1;AKAP9;MAP1B;NES;LMNA;NIPBL;CTNNB1"
"39","GO:0010648","negative regulation of cell communication","Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment.","0.75% (10/1337)",0.009657943,2.02,"ENSG00000026508;ENSG00000077942;ENSG00000095739;ENSG00000107731;ENSG00000120885;ENSG00000130203;ENSG00000142513;ENSG00000154856;ENSG00000160789;ENSG00000168036","CD44;FBLN1;BAMBI;UNC5B;CLU;APOE;ACP4;APCDD1;LMNA;CTNNB1"
"40","GO:0010720","positive regulation of cell development","Any process that increases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate.","1.13% (6/533)",0.007268591,2.14,"ENSG00000130203;ENSG00000131711;ENSG00000132386;ENSG00000164190;ENSG00000168036;ENSG00000184402","APOE;MAP1B;SERPINF1;NIPBL;CTNNB1;SS18L1"
"41","GO:0010721","negative regulation of cell development","Any process that decreases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate.","1.9% (6/316)",0.0005262126,3.28,"ENSG00000077942;ENSG00000125968;ENSG00000130203;ENSG00000135916;ENSG00000142513;ENSG00000168036","FBLN1;ID1;APOE;ITM2C;ACP4;CTNNB1"
"42","GO:0010769","regulation of cell morphogenesis involved in differentiation","Any process that modulates the frequency, rate or extent of cell morphogenesis contributing to cell differentiation. Cell morphogenesis involved in differentiation is the change in form (cell shape and size) that occurs when relatively unspecialized cells acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history.","1.63% (5/306)",0.003046093,2.52,"ENSG00000077942;ENSG00000125968;ENSG00000130203;ENSG00000131711;ENSG00000184402","FBLN1;ID1;APOE;MAP1B;SS18L1"
"43","GO:0010975","regulation of neuron projection development","Any process that modulates the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites).","1.38% (7/507)",0.001170136,2.93,"ENSG00000125968;ENSG00000130203;ENSG00000131711;ENSG00000132386;ENSG00000135916;ENSG00000142513;ENSG00000184402","ID1;APOE;MAP1B;SERPINF1;ITM2C;ACP4;SS18L1"
"44","GO:0010977","negative regulation of neuron projection development","Any process that decreases the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites).","2.61% (4/153)",0.001508792,2.82,"ENSG00000125968;ENSG00000130203;ENSG00000135916;ENSG00000142513","ID1;APOE;ITM2C;ACP4"
"45","GO:0015850","organic hydroxy compound transport","The directed movement of an organic hydroxy compound (organic alcohol) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. An organic hydroxy compound is an organic compound having at least one hydroxy group attached to a carbon atom.","1.72% (4/232)",0.006707141,2.17,"ENSG00000101670;ENSG00000120885;ENSG00000130203;ENSG00000198832","LIPG;CLU;APOE;SELENOM"
"46","GO:0015918","sterol transport","The directed movement of sterols into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Sterols are steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule.","3.06% (3/98)",0.003938729,2.4,"ENSG00000101670;ENSG00000120885;ENSG00000130203","LIPG;CLU;APOE"
"47","GO:0016043","cellular component organization","A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component.","0.52% (32/6134)",0.0004160707,3.38,"ENSG00000021645;ENSG00000026508;ENSG00000047648;ENSG00000065618;ENSG00000077942;ENSG00000095739;ENSG00000101670;ENSG00000107731;ENSG00000107736;ENSG00000113140;ENSG00000120885;ENSG00000122884;ENSG00000125968;ENSG00000127914;ENSG00000130203;ENSG00000131711;ENSG00000132386;ENSG00000132688;ENSG00000135404;ENSG00000135916;ENSG00000142513;ENSG00000152591;ENSG00000152592;ENSG00000160789;ENSG00000164190;ENSG00000167553;ENSG00000167642;ENSG00000168036;ENSG00000169436;ENSG00000182492;ENSG00000184402;ENSG00000204248","NRXN3;CD44;ARHGAP6;COL17A1;FBLN1;BAMBI;LIPG;UNC5B;CDH23;SPARC;CLU;P4HA1;ID1;AKAP9;APOE;MAP1B;SERPINF1;NES;CD63;ITM2C;ACP4;DSPP;DMP1;LMNA;NIPBL;TUBA1C;SPINT2;CTNNB1;COL22A1;BGN;SS18L1;COL11A2"
"48","GO:0016358","dendrite development","The process whose specific outcome is the progression of the dendrite over time, from its formation to the mature structure.","1.64% (4/244)",0.007987484,2.1,"ENSG00000125968;ENSG00000130203;ENSG00000131711;ENSG00000184402","ID1;APOE;MAP1B;SS18L1"
"49","GO:0016477","cell migration","The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues. Cell migration is a central process in the development and maintenance of multicellular organisms.","1% (14/1406)",0.0001030507,3.99,"ENSG00000026508;ENSG00000077942;ENSG00000095739;ENSG00000113140;ENSG00000125968;ENSG00000130203;ENSG00000131711;ENSG00000132386;ENSG00000135404;ENSG00000154856;ENSG00000160789;ENSG00000164190;ENSG00000166794;ENSG00000168036","CD44;FBLN1;BAMBI;SPARC;ID1;APOE;MAP1B;SERPINF1;CD63;APCDD1;LMNA;NIPBL;PPIB;CTNNB1"
"50","GO:0016525","negative regulation of angiogenesis","Any process that stops, prevents, or reduces the frequency, rate or extent of angiogenesis.","2.36% (3/127)",0.008084981,2.09,"ENSG00000113140;ENSG00000132386;ENSG00000168036","SPARC;SERPINF1;CTNNB1"
"51","GO:0022008","neurogenesis","Generation of cells within the nervous system.","0.87% (14/1611)",0.0004323541,3.36,"ENSG00000021645;ENSG00000107731;ENSG00000107736;ENSG00000120885;ENSG00000125968;ENSG00000130203;ENSG00000131711;ENSG00000132386;ENSG00000135916;ENSG00000142513;ENSG00000154856;ENSG00000164190;ENSG00000168036;ENSG00000184402","NRXN3;UNC5B;CDH23;CLU;ID1;APOE;MAP1B;SERPINF1;ITM2C;ACP4;APCDD1;NIPBL;CTNNB1;SS18L1"
"52","GO:0022404","molting cycle process","A multicellular organismal process involved in the periodic casting off and regeneration of an outer covering of cuticle, feathers, hair, horns, skin.","3.3% (3/91)",0.003196336,2.5,"ENSG00000125285;ENSG00000154856;ENSG00000168036","SOX21;APCDD1;CTNNB1"
"53","GO:0022405","hair cycle process","A multicellular organismal process involved in the cyclical phases of growth (anagen), regression (catagen), quiescence (telogen), and shedding (exogen) in the life of a hair; one of the collection or mass of filaments growing from the skin of an animal, and forming a covering for a part of the head or for any part or the whole of the body.","3.3% (3/91)",0.003196336,2.5,"ENSG00000125285;ENSG00000154856;ENSG00000168036","SOX21;APCDD1;CTNNB1"
"54","GO:0022603","regulation of anatomical structure morphogenesis","Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis.","1.21% (13/1075)",2.647597e-05,4.58,"ENSG00000026508;ENSG00000077942;ENSG00000095739;ENSG00000113140;ENSG00000125363;ENSG00000125968;ENSG00000130203;ENSG00000131711;ENSG00000132386;ENSG00000152592;ENSG00000154856;ENSG00000168036;ENSG00000184402","CD44;FBLN1;BAMBI;SPARC;AMELX;ID1;APOE;MAP1B;SERPINF1;DMP1;APCDD1;CTNNB1;SS18L1"
"55","GO:0022604","regulation of cell morphogenesis","Any process that modulates the frequency, rate or extent of cell morphogenesis. Cell morphogenesis is the developmental process in which the shape of a cell is generated and organized.","1.65% (8/486)",0.000153867,3.81,"ENSG00000026508;ENSG00000077942;ENSG00000095739;ENSG00000113140;ENSG00000125968;ENSG00000130203;ENSG00000131711;ENSG00000184402","CD44;FBLN1;BAMBI;SPARC;ID1;APOE;MAP1B;SS18L1"
"56","GO:0022610","biological adhesion","The attachment of a cell or organism to a substrate, another cell, or other organism. Biological adhesion includes intracellular attachment between membrane regions.","1.11% (15/1353)",1.510003e-05,4.82,"ENSG00000021645;ENSG00000026508;ENSG00000047648;ENSG00000065618;ENSG00000077942;ENSG00000107736;ENSG00000125363;ENSG00000125968;ENSG00000131507;ENSG00000135404;ENSG00000137699;ENSG00000152592;ENSG00000167642;ENSG00000168036;ENSG00000178522","NRXN3;CD44;ARHGAP6;COL17A1;FBLN1;CDH23;AMELX;ID1;NDFIP1;CD63;TRIM29;DMP1;SPINT2;CTNNB1;AMBN"
"57","GO:0023057","negative regulation of signaling","Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process.","0.75% (10/1339)",0.009755743,2.01,"ENSG00000026508;ENSG00000077942;ENSG00000095739;ENSG00000107731;ENSG00000120885;ENSG00000130203;ENSG00000142513;ENSG00000154856;ENSG00000160789;ENSG00000168036","CD44;FBLN1;BAMBI;UNC5B;CLU;APOE;ACP4;APCDD1;LMNA;CTNNB1"
"58","GO:0030030","cell projection organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon.","0.9% (14/1547)",0.0002841927,3.55,"ENSG00000021645;ENSG00000026508;ENSG00000107731;ENSG00000107736;ENSG00000125968;ENSG00000127914;ENSG00000130203;ENSG00000131711;ENSG00000132386;ENSG00000132688;ENSG00000135916;ENSG00000142513;ENSG00000168036;ENSG00000184402","NRXN3;CD44;UNC5B;CDH23;ID1;AKAP9;APOE;MAP1B;SERPINF1;NES;ITM2C;ACP4;CTNNB1;SS18L1"
