"","GO.ID","term","definition","condition.genes_frequency","condition.pvalue","condition.-log10_pvalue","condition.Significant_genes","condition.Significant_genes_symbol"
"11","GO:0001649","osteoblast differentiation","The process whereby a relatively unspecialized cell acquires the specialized features of an osteoblast, a mesodermal or neural crest cell that gives rise to bone.","1.818% (4/220)",0.005423136,2.27,"ENSG00000101144;ENSG00000115461;ENSG00000142156;ENSG00000167460","BMP7;IGFBP5;COL6A1;TPM4"
"12","GO:0001654","eye development","The process whose specific outcome is the progression of the eye over time, from its formation to the mature structure. The eye is the organ of sight.","1.617% (6/371)",0.001166257,2.93,"ENSG00000050555;ENSG00000101144;ENSG00000122641;ENSG00000157890;ENSG00000166147;ENSG00000187498","LAMC3;BMP7;INHBA;MEGF11;FBN1;COL4A1"
"13","GO:0001655","urogenital system development","The process whose specific outcome is the progression of the urogenital system over time, from its formation to the mature structure.","1.791% (6/335)",0.0006868612,3.16,"ENSG00000011465;ENSG00000101144;ENSG00000138759;ENSG00000147257;ENSG00000166147;ENSG00000187498","DCN;BMP7;FRAS1;GPC3;FBN1;COL4A1"
"14","GO:0001656","metanephros development","The process whose specific outcome is the progression of the metanephros over time, from its formation to the mature structure. In mammals, the metanephros is the excretory organ of the fetus, which develops into the mature kidney and is formed from the rear portion of the nephrogenic cord. The metanephros is an endocrine and metabolic organ that filters the blood and excretes the end products of body metabolism in the form of urine.","4.598% (4/87)",0.0001738059,3.76,"ENSG00000101144;ENSG00000138759;ENSG00000147257;ENSG00000166147","BMP7;FRAS1;GPC3;FBN1"
"15","GO:0001666","response to hypoxia","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level.","1.449% (5/345)",0.004907939,2.31,"ENSG00000101144;ENSG00000133110;ENSG00000157227;ENSG00000160789;ENSG00000183023","BMP7;POSTN;MMP14;LMNA;SLC8A1"
"16","GO:0001667","ameboidal-type cell migration","Cell migration that is accomplished by extension and retraction of a pseudopodium.","2.133% (9/422)",6.863443e-06,5.16,"ENSG00000011465;ENSG00000097007;ENSG00000101144;ENSG00000115414;ENSG00000131016;ENSG00000147257;ENSG00000163430;ENSG00000171444;ENSG00000183023","DCN;ABL1;BMP7;FN1;AKAP12;GPC3;FSTL1;MCC;SLC8A1"
"17","GO:0001704","formation of primary germ layer","The formation of the ectoderm, mesoderm and endoderm during gastrulation.","8.475% (10/118)",3.414033e-12,11.47,"ENSG00000060718;ENSG00000091136;ENSG00000101144;ENSG00000111799;ENSG00000115414;ENSG00000122641;ENSG00000134871;ENSG00000138448;ENSG00000142156;ENSG00000157227","COL11A1;LAMB1;BMP7;COL12A1;FN1;INHBA;COL4A2;ITGAV;COL6A1;MMP14"
"18","GO:0001706","endoderm formation","The formation of the endoderm during gastrulation.","17.647% (9/51)",4.720561e-14,13.33,"ENSG00000060718;ENSG00000091136;ENSG00000111799;ENSG00000115414;ENSG00000122641;ENSG00000134871;ENSG00000138448;ENSG00000142156;ENSG00000157227","COL11A1;LAMB1;COL12A1;FN1;INHBA;COL4A2;ITGAV;COL6A1;MMP14"
"19","GO:0001763","morphogenesis of a branching structure","The process in which the anatomical structures of branches are generated and organized. A branch is a division or offshoot from a main stem. Examples in animals would include blood vessels, nerves, lymphatics and other endothelial or epithelial tubes.","2.538% (5/197)",0.0004158447,3.38,"ENSG00000097007;ENSG00000101144;ENSG00000147257;ENSG00000157227;ENSG00000187498","ABL1;BMP7;GPC3;MMP14;COL4A1"
"20","GO:0001816","cytokine production","The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels.","0.986% (7/710)",0.007292346,2.14,"ENSG00000077942;ENSG00000097007;ENSG00000115306;ENSG00000115414;ENSG00000122641;ENSG00000133110;ENSG00000138448","FBLN1;ABL1;SPTBN1;FN1;INHBA;POSTN;ITGAV"
"21","GO:0001817","regulation of cytokine production","Any process that modulates the frequency, rate, or extent of production of a cytokine.","1.095% (7/639)",0.004133488,2.38,"ENSG00000077942;ENSG00000097007;ENSG00000115306;ENSG00000115414;ENSG00000122641;ENSG00000133110;ENSG00000138448","FBLN1;ABL1;SPTBN1;FN1;INHBA;POSTN;ITGAV"
"22","GO:0001822","kidney development","The process whose specific outcome is the progression of the kidney over time, from its formation to the mature structure. The kidney is an organ that filters the blood and/or excretes the end products of body metabolism in the form of urine.","1.712% (5/292)",0.0024078,2.62,"ENSG00000011465;ENSG00000101144;ENSG00000138759;ENSG00000147257;ENSG00000166147","DCN;BMP7;FRAS1;GPC3;FBN1"
"23","GO:0001942","hair follicle development","The process whose specific outcome is the progression of the hair follicle over time, from its formation to the mature structure. A hair follicle is a tube-like opening in the epidermis where the hair shaft develops and into which the sebaceous glands open.","3.409% (3/88)",0.00284458,2.55,"ENSG00000115461;ENSG00000122641;ENSG00000171243","IGFBP5;INHBA;SOSTDC1"
"24","GO:0001944","vasculature development","The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism.","1.381% (10/724)",8.521799e-05,4.07,"ENSG00000011465;ENSG00000097007;ENSG00000101144;ENSG00000115414;ENSG00000134871;ENSG00000138448;ENSG00000147257;ENSG00000157227;ENSG00000168542;ENSG00000187498","DCN;ABL1;BMP7;FN1;COL4A2;ITGAV;GPC3;MMP14;COL3A1;COL4A1"
"25","GO:0001952","regulation of cell-matrix adhesion","Any process that modulates the frequency, rate or extent of attachment of a cell to the extracellular matrix.","4.132% (5/121)",4.225512e-05,4.37,"ENSG00000035403;ENSG00000084636;ENSG00000097007;ENSG00000133110;ENSG00000157227","VCL;COL16A1;ABL1;POSTN;MMP14"
"26","GO:0001953","negative regulation of cell-matrix adhesion","Any process that stops, prevents, or reduces the rate or extent of cell adhesion to the extracellular matrix.","4.878% (2/41)",0.007694385,2.11,"ENSG00000133110;ENSG00000157227","POSTN;MMP14"
"27","GO:0002009","morphogenesis of an epithelium","The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube.","1.613% (9/558)",6.241711e-05,4.2,"ENSG00000035403;ENSG00000097007;ENSG00000101144;ENSG00000115461;ENSG00000138759;ENSG00000147257;ENSG00000157227;ENSG00000171243;ENSG00000187498","VCL;ABL1;BMP7;IGFBP5;FRAS1;GPC3;MMP14;SOSTDC1;COL4A1"
"28","GO:0002576","platelet degranulation","The regulated exocytosis of secretory granules containing preformed mediators such as histamine and serotonin by a platelet.","2.655% (3/113)",0.005737581,2.24,"ENSG00000035403;ENSG00000100234;ENSG00000115414","VCL;TIMP3;FN1"
"29","GO:0002762","negative regulation of myeloid leukocyte differentiation","Any process that stops, prevents, or reduces the frequency, rate, or extent of myeloid leukocyte differentiation.","4.545% (2/44)",0.008822406,2.05,"ENSG00000122641;ENSG00000166147","INHBA;FBN1"
"30","GO:0003008","system process","A multicellular organismal process carried out by any of the organs or tissues in an organ system. An organ system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a biological objective.","0.683% (12/1758)",0.008524468,2.07,"ENSG00000035403;ENSG00000050555;ENSG00000060718;ENSG00000097007;ENSG00000100234;ENSG00000115461;ENSG00000122641;ENSG00000131016;ENSG00000133110;ENSG00000160789;ENSG00000167460;ENSG00000183023","VCL;LAMC3;COL11A1;ABL1;TIMP3;IGFBP5;INHBA;AKAP12;POSTN;LMNA;TPM4;SLC8A1"
"31","GO:0003158","endothelium development","The process whose specific outcome is the progression of an endothelium over time, from its formation to the mature structure. Endothelium refers to the layer of cells lining blood vessels, lymphatics, the heart, and serous cavities, and is derived from bone marrow or mesoderm. Corneal endothelium is a special case, derived from neural crest cells.","2.308% (3/130)",0.008439057,2.07,"ENSG00000035403;ENSG00000087274;ENSG00000163430","VCL;ADD1;FSTL1"
"32","GO:0006928","movement of cell or subcellular component","The directed, self-propelled movement of a cell or subcellular component without the involvement of an external agent such as a transporter or a pore.","1.186% (24/2023)",1.811921e-09,8.74,"ENSG00000011465;ENSG00000035403;ENSG00000050555;ENSG00000077942;ENSG00000090863;ENSG00000091136;ENSG00000097007;ENSG00000101144;ENSG00000115306;ENSG00000115414;ENSG00000115461;ENSG00000131016;ENSG00000133110;ENSG00000138448;ENSG00000145824;ENSG00000147257;ENSG00000157227;ENSG00000160789;ENSG00000163430;ENSG00000163697;ENSG00000167460;ENSG00000168542;ENSG00000171444;ENSG00000183023","DCN;VCL;LAMC3;FBLN1;GLG1;LAMB1;ABL1;BMP7;SPTBN1;FN1;IGFBP5;AKAP12;POSTN;ITGAV;CXCL14;GPC3;MMP14;LMNA;FSTL1;APBB2;TPM4;COL3A1;MCC;SLC8A1"
"33","GO:0006929","substrate-dependent cell migration","The orderly movement of a cell from one site to another along a substrate such as the extracellular matrix; the migrating cell forms a protrusion that attaches to the substrate.","7.143% (2/28)",0.003642642,2.44,"ENSG00000077942;ENSG00000115414","FBLN1;FN1"
"34","GO:0007044","cell-substrate junction assembly","The aggregation, arrangement and bonding together of a set of components to form a junction between a cell and its substrate.","5.051% (5/99)",1.603082e-05,4.8,"ENSG00000035403;ENSG00000084636;ENSG00000097007;ENSG00000115414;ENSG00000157227","VCL;COL16A1;ABL1;FN1;MMP14"
"35","GO:0007154","cell communication","Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment.","0.576% (33/5726)",2.332114e-05,4.63,"ENSG00000011465;ENSG00000077942;ENSG00000084636;ENSG00000087274;ENSG00000090863;ENSG00000097007;ENSG00000100234;ENSG00000101144;ENSG00000115306;ENSG00000115414;ENSG00000115461;ENSG00000122641;ENSG00000131016;ENSG00000133110;ENSG00000134871;ENSG00000136068;ENSG00000138448;ENSG00000138759;ENSG00000145824;ENSG00000146197;ENSG00000147257;ENSG00000155011;ENSG00000157227;ENSG00000159788;ENSG00000160789;ENSG00000163430;ENSG00000163697;ENSG00000166147;ENSG00000168542;ENSG00000171243;ENSG00000171444;ENSG00000183023;ENSG00000187498","DCN;FBLN1;COL16A1;ADD1;GLG1;ABL1;TIMP3;BMP7;SPTBN1;FN1;IGFBP5;INHBA;AKAP12;POSTN;COL4A2;FLNB;ITGAV;FRAS1;CXCL14;SCUBE3;GPC3;DKK2;MMP14;RGS12;LMNA;FSTL1;APBB2;FBN1;COL3A1;SOSTDC1;MCC;SLC8A1;COL4A1"
"36","GO:0007155","cell adhesion","The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules.","1.483% (20/1349)",1.817018e-09,8.74,"ENSG00000035403;ENSG00000050555;ENSG00000077942;ENSG00000084636;ENSG00000091136;ENSG00000097007;ENSG00000101144;ENSG00000111799;ENSG00000115414;ENSG00000133110;ENSG00000138448;ENSG00000142156;ENSG00000142173;ENSG00000157227;ENSG00000157890;ENSG00000162576;ENSG00000163359;ENSG00000166147;ENSG00000166482;ENSG00000168542","VCL;LAMC3;FBLN1;COL16A1;LAMB1;ABL1;BMP7;COL12A1;FN1;POSTN;ITGAV;COL6A1;COL6A2;MMP14;MEGF11;MXRA8;COL6A3;FBN1;MFAP4;COL3A1"
"37","GO:0007160","cell-matrix adhesion","The binding of a cell to the extracellular matrix via adhesion molecules.","3.636% (8/220)",4.565941e-07,6.34,"ENSG00000035403;ENSG00000084636;ENSG00000097007;ENSG00000115414;ENSG00000133110;ENSG00000138448;ENSG00000157227;ENSG00000168542","VCL;COL16A1;ABL1;FN1;POSTN;ITGAV;MMP14;COL3A1"
"38","GO:0007165","signal transduction","The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.","0.612% (32/5230)",9.613362e-06,5.02,"ENSG00000011465;ENSG00000077942;ENSG00000084636;ENSG00000087274;ENSG00000090863;ENSG00000097007;ENSG00000100234;ENSG00000101144;ENSG00000115306;ENSG00000115414;ENSG00000115461;ENSG00000122641;ENSG00000131016;ENSG00000133110;ENSG00000134871;ENSG00000136068;ENSG00000138448;ENSG00000145824;ENSG00000146197;ENSG00000147257;ENSG00000155011;ENSG00000157227;ENSG00000159788;ENSG00000160789;ENSG00000163430;ENSG00000163697;ENSG00000166147;ENSG00000168542;ENSG00000171243;ENSG00000171444;ENSG00000183023;ENSG00000187498","DCN;FBLN1;COL16A1;ADD1;GLG1;ABL1;TIMP3;BMP7;SPTBN1;FN1;IGFBP5;INHBA;AKAP12;POSTN;COL4A2;FLNB;ITGAV;CXCL14;SCUBE3;GPC3;DKK2;MMP14;RGS12;LMNA;FSTL1;APBB2;FBN1;COL3A1;SOSTDC1;MCC;SLC8A1;COL4A1"
"39","GO:0007166","cell surface receptor signaling pathway","A series of molecular signals initiated by activation of a receptor on the surface of a cell. The pathway begins with binding of an extracellular ligand to a cell surface receptor, or for receptors that signal in the absence of a ligand, by ligand-withdrawal or the activity of a constitutively active receptor. The pathway ends with regulation of a downstream cellular process, e.g. transcription.","0.864% (24/2779)",9.511281e-07,6.02,"ENSG00000011465;ENSG00000084636;ENSG00000090863;ENSG00000097007;ENSG00000100234;ENSG00000101144;ENSG00000115306;ENSG00000115414;ENSG00000115461;ENSG00000122641;ENSG00000133110;ENSG00000134871;ENSG00000138448;ENSG00000146197;ENSG00000147257;ENSG00000155011;ENSG00000157227;ENSG00000160789;ENSG00000163430;ENSG00000166147;ENSG00000168542;ENSG00000171243;ENSG00000171444;ENSG00000187498","DCN;COL16A1;GLG1;ABL1;TIMP3;BMP7;SPTBN1;FN1;IGFBP5;INHBA;POSTN;COL4A2;ITGAV;SCUBE3;GPC3;DKK2;MMP14;LMNA;FSTL1;FBN1;COL3A1;SOSTDC1;MCC;COL4A1"
"40","GO:0007167","enzyme linked receptor protein signaling pathway","Any series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with regulation of a downstream cellular process, e.g. transcription.","1.459% (15/1028)",4.509041e-07,6.35,"ENSG00000011465;ENSG00000090863;ENSG00000097007;ENSG00000101144;ENSG00000115306;ENSG00000115461;ENSG00000122641;ENSG00000134871;ENSG00000138448;ENSG00000147257;ENSG00000163430;ENSG00000166147;ENSG00000168542;ENSG00000171243;ENSG00000187498","DCN;GLG1;ABL1;BMP7;SPTBN1;IGFBP5;INHBA;COL4A2;ITGAV;GPC3;FSTL1;FBN1;COL3A1;SOSTDC1;COL4A1"
"41","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","A series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell where the receptor possesses serine/threonine kinase activity, and ending with regulation of a downstream cellular process, e.g. transcription.","2.924% (10/342)",1.091733e-07,6.96,"ENSG00000090863;ENSG00000097007;ENSG00000101144;ENSG00000115306;ENSG00000122641;ENSG00000147257;ENSG00000163430;ENSG00000166147;ENSG00000168542;ENSG00000171243","GLG1;ABL1;BMP7;SPTBN1;INHBA;GPC3;FSTL1;FBN1;COL3A1;SOSTDC1"
"42","GO:0007229","integrin-mediated signaling pathway","A series of molecular signals initiated by the binding of extracellular ligand to an integrin on the surface of a target cell, and ending with regulation of a downstream cellular process, e.g. transcription.","4.673% (5/107)",2.337232e-05,4.63,"ENSG00000084636;ENSG00000097007;ENSG00000115414;ENSG00000138448;ENSG00000168542","COL16A1;ABL1;FN1;ITGAV;COL3A1"
"43","GO:0007275","multicellular organism development","The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).","0.727% (37/5089)",1.971218e-09,8.71,"ENSG00000011465;ENSG00000035403;ENSG00000050555;ENSG00000052126;ENSG00000060718;ENSG00000077942;ENSG00000087274;ENSG00000090863;ENSG00000091136;ENSG00000097007;ENSG00000101144;ENSG00000111799;ENSG00000115306;ENSG00000115414;ENSG00000115461;ENSG00000122641;ENSG00000133110;ENSG00000134871;ENSG00000136068;ENSG00000138448;ENSG00000138759;ENSG00000142156;ENSG00000145824;ENSG00000147257;ENSG00000155011;ENSG00000157227;ENSG00000157890;ENSG00000160789;ENSG00000162576;ENSG00000163359;ENSG00000163430;ENSG00000163697;ENSG00000166147;ENSG00000168542;ENSG00000171243;ENSG00000183023;ENSG00000187498","DCN;VCL;LAMC3;PLEKHA5;COL11A1;FBLN1;ADD1;GLG1;LAMB1;ABL1;BMP7;COL12A1;SPTBN1;FN1;IGFBP5;INHBA;POSTN;COL4A2;FLNB;ITGAV;FRAS1;COL6A1;CXCL14;GPC3;DKK2;MMP14;MEGF11;LMNA;MXRA8;COL6A3;FSTL1;APBB2;FBN1;COL3A1;SOSTDC1;SLC8A1;COL4A1"
"44","GO:0007369","gastrulation","A complex and coordinated series of cellular movements that occurs at the end of cleavage during embryonic development of most animals. The details of gastrulation vary from species to species, but usually result in the formation of the three primary germ layers, ectoderm, mesoderm and endoderm.","6.215% (11/177)",7.695891e-12,11.11,"ENSG00000060718;ENSG00000091136;ENSG00000101144;ENSG00000111799;ENSG00000115414;ENSG00000122641;ENSG00000134871;ENSG00000138448;ENSG00000142156;ENSG00000147257;ENSG00000157227","COL11A1;LAMB1;BMP7;COL12A1;FN1;INHBA;COL4A2;ITGAV;COL6A1;GPC3;MMP14"
"45","GO:0007399","nervous system development","The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state.","0.635% (15/2363)",0.005903027,2.23,"ENSG00000035403;ENSG00000050555;ENSG00000091136;ENSG00000097007;ENSG00000101144;ENSG00000115306;ENSG00000115414;ENSG00000122641;ENSG00000133110;ENSG00000157227;ENSG00000162576;ENSG00000163697;ENSG00000168542;ENSG00000183023;ENSG00000187498","VCL;LAMC3;LAMB1;ABL1;BMP7;SPTBN1;FN1;INHBA;POSTN;MMP14;MXRA8;APBB2;COL3A1;SLC8A1;COL4A1"
"46","GO:0007409","axonogenesis","De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells.","1.274% (6/471)",0.003864169,2.41,"ENSG00000035403;ENSG00000097007;ENSG00000101144;ENSG00000115306;ENSG00000115414;ENSG00000163697","VCL;ABL1;BMP7;SPTBN1;FN1;APBB2"
"47","GO:0007417","central nervous system development","The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord.","0.887% (9/1015)",0.004619878,2.34,"ENSG00000050555;ENSG00000091136;ENSG00000097007;ENSG00000101144;ENSG00000122641;ENSG00000162576;ENSG00000168542;ENSG00000183023;ENSG00000187498","LAMC3;LAMB1;ABL1;BMP7;INHBA;MXRA8;COL3A1;SLC8A1;COL4A1"
"48","GO:0007420","brain development","The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.).","0.938% (7/746)",0.009456496,2.02,"ENSG00000091136;ENSG00000097007;ENSG00000101144;ENSG00000122641;ENSG00000168542;ENSG00000183023;ENSG00000187498","LAMB1;ABL1;BMP7;INHBA;COL3A1;SLC8A1;COL4A1"
"49","GO:0007423","sensory organ development","The process whose specific outcome is the progression of sensory organs over time, from its formation to the mature structure.","1.447% (8/553)",0.0003509727,3.45,"ENSG00000050555;ENSG00000060718;ENSG00000101144;ENSG00000122641;ENSG00000145824;ENSG00000157890;ENSG00000166147;ENSG00000187498","LAMC3;COL11A1;BMP7;INHBA;CXCL14;MEGF11;FBN1;COL4A1"
"50","GO:0007492","endoderm development","The process whose specific outcome is the progression of the endoderm over time, from its formation to the mature structure. The endoderm is the innermost germ layer that develops into the gastrointestinal tract, the lungs and associated tissues.","12.162% (9/74)",1.623752e-12,11.79,"ENSG00000060718;ENSG00000091136;ENSG00000111799;ENSG00000115414;ENSG00000122641;ENSG00000134871;ENSG00000138448;ENSG00000142156;ENSG00000157227","COL11A1;LAMB1;COL12A1;FN1;INHBA;COL4A2;ITGAV;COL6A1;MMP14"
"51","GO:0007507","heart development","The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood.","1.46% (8/548)",0.000330214,3.48,"ENSG00000060718;ENSG00000101144;ENSG00000115414;ENSG00000147257;ENSG00000160789;ENSG00000166147;ENSG00000168542;ENSG00000183023","COL11A1;BMP7;FN1;GPC3;LMNA;FBN1;COL3A1;SLC8A1"
"52","GO:0007517","muscle organ development","The process whose specific outcome is the progression of the muscle over time, from its formation to the mature structure. The muscle is an organ consisting of a tissue made up of various elongated cells that are specialized to contract and thus to produce movement and mechanical work.","1.852% (6/324)",0.0005765033,3.24,"ENSG00000011465;ENSG00000060718;ENSG00000136068;ENSG00000160789;ENSG00000163359;ENSG00000168542","DCN;COL11A1;FLNB;LMNA;COL6A3;COL3A1"
"53","GO:0007568","aging","A developmental process that is a deterioration and loss of function over time. Aging includes loss of functions such as resistance to disease, homeostasis, and fertility, as well as wear and tear. Aging includes cellular senescence, but is more inclusive. May precede death and may succeed developmental maturation (GO:0021700).","1.672% (5/299)",0.002667578,2.57,"ENSG00000011465;ENSG00000097007;ENSG00000115461;ENSG00000134871;ENSG00000160789","DCN;ABL1;IGFBP5;COL4A2;LMNA"
"54","GO:0008285","negative regulation of cell population proliferation","Any process that stops, prevents or reduces the rate or extent of cell proliferation.","1.053% (7/665)",0.005135597,2.29,"ENSG00000077942;ENSG00000101144;ENSG00000115461;ENSG00000122641;ENSG00000147257;ENSG00000160789;ENSG00000171444","FBLN1;BMP7;IGFBP5;INHBA;GPC3;LMNA;MCC"
"55","GO:0008593","regulation of Notch signaling pathway","Any process that modulates the frequency, rate or extent of the Notch signaling pathway.","2.885% (3/104)",0.004553647,2.34,"ENSG00000101144;ENSG00000133110;ENSG00000157227","BMP7;POSTN;MMP14"
"56","GO:0009605","response to external stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus.","0.653% (16/2449)",0.003185856,2.5,"ENSG00000011465;ENSG00000060718;ENSG00000097007;ENSG00000101144;ENSG00000115306;ENSG00000131016;ENSG00000133110;ENSG00000136068;ENSG00000138448;ENSG00000145824;ENSG00000147257;ENSG00000157227;ENSG00000163697;ENSG00000166482;ENSG00000168542;ENSG00000183023","DCN;COL11A1;ABL1;BMP7;SPTBN1;AKAP12;POSTN;FLNB;ITGAV;CXCL14;GPC3;MMP14;APBB2;MFAP4;COL3A1;SLC8A1"
