"","GO.ID","term","definition","condition.genes_frequency","condition.pvalue","condition.-log10_pvalue","condition.Significant_genes","condition.Significant_genes_symbol"
"24","GO:0007165","signal transduction","The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.","0.58% (30/5162)",9.791015e-05,4.01,"ENSG00000026025;ENSG00000049323;ENSG00000069275;ENSG00000087460;ENSG00000092421;ENSG00000102908;ENSG00000105810;ENSG00000107518;ENSG00000108821;ENSG00000114353;ENSG00000115461;ENSG00000116001;ENSG00000116560;ENSG00000122870;ENSG00000124151;ENSG00000133110;ENSG00000134871;ENSG00000142192;ENSG00000146938;ENSG00000150938;ENSG00000156052;ENSG00000164692;ENSG00000166068;ENSG00000166326;ENSG00000170242;ENSG00000172757;ENSG00000173482;ENSG00000175387;ENSG00000187498;ENSG00000196950","VIM;LTBP1;NUCKS1;GNAS;SEMA6A;NFAT5;CDK6;ATRNL1;COL1A1;GNAI2;IGFBP5;TIA1;SFPQ;BICC1;NCOA3;POSTN;COL4A2;APP;NLGN4X;CRIM1;GNAQ;COL1A2;SPRED1;TRIM44;USP47;CFL1;PTPRM;SMAD2;COL4A1;SLC39A10"
"25","GO:0007166","cell surface receptor signaling pathway","A series of molecular signals initiated by activation of a receptor on the surface of a cell. The pathway begins with binding of an extracellular ligand to a cell surface receptor, or for receptors that signal in the absence of a ligand, by ligand-withdrawal or the activity of a constitutively active receptor. The pathway ends with regulation of a downstream cellular process, e.g. transcription.","0.88% (24/2740)",8.424726e-07,6.07,"ENSG00000026025;ENSG00000049323;ENSG00000069275;ENSG00000092421;ENSG00000105810;ENSG00000108821;ENSG00000114353;ENSG00000115461;ENSG00000116001;ENSG00000122870;ENSG00000133110;ENSG00000134871;ENSG00000142192;ENSG00000146938;ENSG00000150938;ENSG00000156052;ENSG00000164692;ENSG00000166068;ENSG00000166326;ENSG00000170242;ENSG00000172757;ENSG00000175387;ENSG00000187498;ENSG00000196950","VIM;LTBP1;NUCKS1;SEMA6A;CDK6;COL1A1;GNAI2;IGFBP5;TIA1;BICC1;POSTN;COL4A2;APP;NLGN4X;CRIM1;GNAQ;COL1A2;SPRED1;TRIM44;USP47;CFL1;SMAD2;COL4A1;SLC39A10"
"26","GO:0007167","enzyme linked receptor protein signaling pathway","Any series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with regulation of a downstream cellular process, e.g. transcription.","1.46% (15/1026)",4.852887e-07,6.31,"ENSG00000026025;ENSG00000049323;ENSG00000069275;ENSG00000092421;ENSG00000108821;ENSG00000114353;ENSG00000115461;ENSG00000116001;ENSG00000134871;ENSG00000142192;ENSG00000150938;ENSG00000164692;ENSG00000166068;ENSG00000175387;ENSG00000187498","VIM;LTBP1;NUCKS1;SEMA6A;COL1A1;GNAI2;IGFBP5;TIA1;COL4A2;APP;CRIM1;COL1A2;SPRED1;SMAD2;COL4A1"
"27","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","A series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with regulation of a downstream cellular process, e.g. transcription.","1.55% (11/708)",1.273463e-05,4.9,"ENSG00000069275;ENSG00000092421;ENSG00000108821;ENSG00000114353;ENSG00000115461;ENSG00000116001;ENSG00000134871;ENSG00000142192;ENSG00000150938;ENSG00000166068;ENSG00000187498","NUCKS1;SEMA6A;COL1A1;GNAI2;IGFBP5;TIA1;COL4A2;APP;CRIM1;SPRED1;COL4A1"
"28","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","A series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell where the receptor possesses serine/threonine kinase activity, and ending with regulation of a downstream cellular process, e.g. transcription.","1.75% (6/343)",0.0008086361,3.09,"ENSG00000026025;ENSG00000049323;ENSG00000150938;ENSG00000164692;ENSG00000166068;ENSG00000175387","VIM;LTBP1;CRIM1;COL1A2;SPRED1;SMAD2"
"29","GO:0007179","transforming growth factor beta receptor signaling pathway","A series of molecular signals initiated by the binding of an extracellular ligand to a transforming growth factor beta receptor on the surface of a target cell, and ending with regulation of a downstream cellular process, e.g. transcription.","2.08% (4/192)",0.003439268,2.46,"ENSG00000049323;ENSG00000164692;ENSG00000166068;ENSG00000175387","LTBP1;COL1A2;SPRED1;SMAD2"
"30","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","The series of molecular signals generated as a consequence of a G protein-coupled receptor binding to its physiological ligand, where the pathway proceeds through activation of adenylyl cyclase activity and a subsequent increase in the concentration of cyclic AMP (cAMP).","2.52% (3/119)",0.006761765,2.17,"ENSG00000087460;ENSG00000114353;ENSG00000156052","GNAS;GNAI2;GNAQ"
"31","GO:0007213","G protein-coupled acetylcholine receptor signaling pathway","Any series of molecular signals initiated by an acetylcholine receptor on the surface of the target cell binding to one of its physiological ligands, and proceeding with the activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction and ends with regulation of a downstream cellular process, e.g. transcription.","11.76% (2/17)",0.00136106,2.87,"ENSG00000114353;ENSG00000156052","GNAI2;GNAQ"
"32","GO:0007275","multicellular organism development","The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).","0.56% (28/5030)",0.000511941,3.29,"ENSG00000026025;ENSG00000049323;ENSG00000087460;ENSG00000092421;ENSG00000105810;ENSG00000107518;ENSG00000108821;ENSG00000110066;ENSG00000115461;ENSG00000122870;ENSG00000124151;ENSG00000130635;ENSG00000133110;ENSG00000134871;ENSG00000138668;ENSG00000138688;ENSG00000142192;ENSG00000146463;ENSG00000146938;ENSG00000150938;ENSG00000164692;ENSG00000166068;ENSG00000169604;ENSG00000172757;ENSG00000173482;ENSG00000175387;ENSG00000187498;ENSG00000189079","VIM;LTBP1;GNAS;SEMA6A;CDK6;ATRNL1;COL1A1;KMT5B;IGFBP5;BICC1;NCOA3;COL5A1;POSTN;COL4A2;HNRNPD;KIAA1109;APP;ZMYM4;NLGN4X;CRIM1;COL1A2;SPRED1;ANTXR1;CFL1;PTPRM;SMAD2;COL4A1;ARID2"
"33","GO:0007492","endoderm development","The process whose specific outcome is the progression of the endoderm over time, from its formation to the mature structure. The endoderm is the innermost germ layer that develops into the gastrointestinal tract, the lungs and associated tissues.","4.05% (3/74)",0.001772655,2.75,"ENSG00000130635;ENSG00000134871;ENSG00000175387","COL5A1;COL4A2;SMAD2"
"34","GO:0007507","heart development","The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood.","1.11% (6/539)",0.007662898,2.12,"ENSG00000049323;ENSG00000122870;ENSG00000130635;ENSG00000166068;ENSG00000175387;ENSG00000189079","LTBP1;BICC1;COL5A1;SPRED1;SMAD2;ARID2"
"35","GO:0009611","response to wounding","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to the organism.","1.09% (7/641)",0.004385406,2.36,"ENSG00000087460;ENSG00000108821;ENSG00000130635;ENSG00000133110;ENSG00000156052;ENSG00000164692;ENSG00000175387","GNAS;COL1A1;COL5A1;POSTN;GNAQ;COL1A2;SMAD2"
"36","GO:0009653","anatomical structure morphogenesis","The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form.","0.77% (20/2590)",7.92118e-05,4.1,"ENSG00000087460;ENSG00000092421;ENSG00000107518;ENSG00000108821;ENSG00000115461;ENSG00000130635;ENSG00000133110;ENSG00000134871;ENSG00000142192;ENSG00000146463;ENSG00000157827;ENSG00000164692;ENSG00000166068;ENSG00000169604;ENSG00000172757;ENSG00000173482;ENSG00000173517;ENSG00000175387;ENSG00000187498;ENSG00000189079","GNAS;SEMA6A;ATRNL1;COL1A1;IGFBP5;COL5A1;POSTN;COL4A2;APP;ZMYM4;FMNL2;COL1A2;SPRED1;ANTXR1;CFL1;PTPRM;PEAK1;SMAD2;COL4A1;ARID2"
"37","GO:0009719","response to endogenous stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism.","1.24% (19/1530)",1.107047e-07,6.96,"ENSG00000026025;ENSG00000049323;ENSG00000069275;ENSG00000087460;ENSG00000108821;ENSG00000114353;ENSG00000115461;ENSG00000116001;ENSG00000124151;ENSG00000133110;ENSG00000134871;ENSG00000138668;ENSG00000142192;ENSG00000150938;ENSG00000156052;ENSG00000164692;ENSG00000166068;ENSG00000175387;ENSG00000187498","VIM;LTBP1;NUCKS1;GNAS;COL1A1;GNAI2;IGFBP5;TIA1;NCOA3;POSTN;COL4A2;HNRNPD;APP;CRIM1;GNAQ;COL1A2;SPRED1;SMAD2;COL4A1"
"38","GO:0009725","response to hormone","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus.","1% (9/898)",0.002141213,2.67,"ENSG00000069275;ENSG00000087460;ENSG00000108821;ENSG00000114353;ENSG00000115461;ENSG00000124151;ENSG00000133110;ENSG00000138668;ENSG00000156052","NUCKS1;GNAS;COL1A1;GNAI2;IGFBP5;NCOA3;POSTN;HNRNPD;GNAQ"
"39","GO:0009887","animal organ morphogenesis","Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions.","0.98% (10/1021)",0.001398638,2.85,"ENSG00000087460;ENSG00000092421;ENSG00000107518;ENSG00000108821;ENSG00000115461;ENSG00000130635;ENSG00000164692;ENSG00000173482;ENSG00000175387;ENSG00000189079","GNAS;SEMA6A;ATRNL1;COL1A1;IGFBP5;COL5A1;COL1A2;PTPRM;SMAD2;ARID2"
"40","GO:0009888","tissue development","The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure.","0.96% (18/1880)",1.208377e-05,4.92,"ENSG00000026025;ENSG00000087460;ENSG00000092421;ENSG00000105810;ENSG00000107518;ENSG00000108821;ENSG00000115461;ENSG00000124151;ENSG00000130635;ENSG00000133110;ENSG00000134871;ENSG00000138688;ENSG00000164692;ENSG00000166068;ENSG00000172757;ENSG00000175387;ENSG00000187498;ENSG00000189079","VIM;GNAS;SEMA6A;CDK6;ATRNL1;COL1A1;IGFBP5;NCOA3;COL5A1;POSTN;COL4A2;KIAA1109;COL1A2;SPRED1;CFL1;SMAD2;COL4A1;ARID2"
"41","GO:0009892","negative regulation of metabolic process","Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism.","0.6% (18/2980)",0.004197506,2.38,"ENSG00000026025;ENSG00000083312;ENSG00000092421;ENSG00000105810;ENSG00000114353;ENSG00000115461;ENSG00000116001;ENSG00000116560;ENSG00000138668;ENSG00000142192;ENSG00000150938;ENSG00000156052;ENSG00000164830;ENSG00000166068;ENSG00000166326;ENSG00000170242;ENSG00000175387;ENSG00000213079","VIM;TNPO1;SEMA6A;CDK6;GNAI2;IGFBP5;TIA1;SFPQ;HNRNPD;APP;CRIM1;GNAQ;OXR1;SPRED1;TRIM44;USP47;SMAD2;SCAF8"
"42","GO:0009966","regulation of signal transduction","Any process that modulates the frequency, rate or extent of signal transduction.","0.71% (21/2958)",0.0001656042,3.78,"ENSG00000049323;ENSG00000069275;ENSG00000087460;ENSG00000092421;ENSG00000102908;ENSG00000108821;ENSG00000114353;ENSG00000115461;ENSG00000116560;ENSG00000122870;ENSG00000124151;ENSG00000133110;ENSG00000142192;ENSG00000146938;ENSG00000150938;ENSG00000156052;ENSG00000166068;ENSG00000166326;ENSG00000170242;ENSG00000175387;ENSG00000196950","LTBP1;NUCKS1;GNAS;SEMA6A;NFAT5;COL1A1;GNAI2;IGFBP5;SFPQ;BICC1;NCOA3;POSTN;APP;NLGN4X;CRIM1;GNAQ;SPRED1;TRIM44;USP47;SMAD2;SLC39A10"
"43","GO:0009967","positive regulation of signal transduction","Any process that activates or increases the frequency, rate or extent of signal transduction.","0.84% (13/1552)",0.001038332,2.98,"ENSG00000069275;ENSG00000087460;ENSG00000102908;ENSG00000108821;ENSG00000114353;ENSG00000115461;ENSG00000116560;ENSG00000142192;ENSG00000166068;ENSG00000166326;ENSG00000170242;ENSG00000175387;ENSG00000196950","NUCKS1;GNAS;NFAT5;COL1A1;GNAI2;IGFBP5;SFPQ;APP;SPRED1;TRIM44;USP47;SMAD2;SLC39A10"
"44","GO:0009968","negative regulation of signal transduction","Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction.","0.81% (10/1237)",0.005660374,2.25,"ENSG00000049323;ENSG00000092421;ENSG00000114353;ENSG00000115461;ENSG00000122870;ENSG00000146938;ENSG00000150938;ENSG00000166068;ENSG00000170242;ENSG00000175387","LTBP1;SEMA6A;GNAI2;IGFBP5;BICC1;NLGN4X;CRIM1;SPRED1;USP47;SMAD2"
"45","GO:0010033","response to organic substance","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus.","0.8% (24/3004)",4.653194e-06,5.33,"ENSG00000026025;ENSG00000049323;ENSG00000069275;ENSG00000087460;ENSG00000088179;ENSG00000092421;ENSG00000102908;ENSG00000108821;ENSG00000114353;ENSG00000115461;ENSG00000116001;ENSG00000124151;ENSG00000133110;ENSG00000134871;ENSG00000138668;ENSG00000142192;ENSG00000150938;ENSG00000156052;ENSG00000164692;ENSG00000166068;ENSG00000166326;ENSG00000172757;ENSG00000175387;ENSG00000187498","VIM;LTBP1;NUCKS1;GNAS;PTPN4;SEMA6A;NFAT5;COL1A1;GNAI2;IGFBP5;TIA1;NCOA3;POSTN;COL4A2;HNRNPD;APP;CRIM1;GNAQ;COL1A2;SPRED1;TRIM44;CFL1;SMAD2;COL4A1"
"46","GO:0010243","response to organonitrogen compound","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond.","1.16% (11/947)",0.0001797294,3.75,"ENSG00000026025;ENSG00000069275;ENSG00000087460;ENSG00000108821;ENSG00000114353;ENSG00000115461;ENSG00000138668;ENSG00000142192;ENSG00000164692;ENSG00000172757;ENSG00000187498","VIM;NUCKS1;GNAS;COL1A1;GNAI2;IGFBP5;HNRNPD;APP;COL1A2;CFL1;COL4A1"
"47","GO:0010605","negative regulation of macromolecule metabolic process","Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass.","0.66% (18/2731)",0.001541123,2.81,"ENSG00000026025;ENSG00000083312;ENSG00000092421;ENSG00000105810;ENSG00000114353;ENSG00000115461;ENSG00000116001;ENSG00000116560;ENSG00000138668;ENSG00000142192;ENSG00000150938;ENSG00000156052;ENSG00000164830;ENSG00000166068;ENSG00000166326;ENSG00000170242;ENSG00000175387;ENSG00000213079","VIM;TNPO1;SEMA6A;CDK6;GNAI2;IGFBP5;TIA1;SFPQ;HNRNPD;APP;CRIM1;GNAQ;OXR1;SPRED1;TRIM44;USP47;SMAD2;SCAF8"
"48","GO:0010608","posttranscriptional regulation of gene expression","Any process that modulates the frequency, rate or extent of gene expression after the production of an RNA transcript.","1.07% (7/654)",0.004891692,2.31,"ENSG00000026025;ENSG00000083312;ENSG00000115461;ENSG00000116001;ENSG00000138668;ENSG00000142192;ENSG00000175387","VIM;TNPO1;IGFBP5;TIA1;HNRNPD;APP;SMAD2"
