"","GO.ID","term","definition","condition.genes_frequency","condition.pvalue","condition.-log10_pvalue","condition.Significant_genes","condition.Significant_genes_symbol"
"14","GO:0006928","movement of cell or subcellular component","The directed, self-propelled movement of a cell or subcellular component without the involvement of an external agent such as a transporter or a pore.","0.84% (17/2023)",8.462203e-05,4.07,"ENSG00000018189;ENSG00000033327;ENSG00000038427;ENSG00000054523;ENSG00000105894;ENSG00000140945;ENSG00000144619;ENSG00000163539;ENSG00000165995;ENSG00000170962;ENSG00000179915;ENSG00000180357;ENSG00000182168;ENSG00000182197;ENSG00000185737;ENSG00000185920;ENSG00000187323","RUFY3;GAB2;VCAN;KIF1B;PTN;CDH13;CNTN4;CLASP2;CACNB2;PDGFD;NRXN1;ZNF609;UNC5C;EXT1;NRG3;PTCH1;DCC"
"15","GO:0006935","chemotaxis","The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis).","1.884% (11/584)",1.507543e-06,5.82,"ENSG00000033327;ENSG00000105894;ENSG00000140945;ENSG00000144619;ENSG00000170962;ENSG00000179915;ENSG00000182168;ENSG00000182197;ENSG00000185737;ENSG00000185920;ENSG00000187323","GAB2;PTN;CDH13;CNTN4;PDGFD;NRXN1;UNC5C;EXT1;NRG3;PTCH1;DCC"
"16","GO:0007154","cell communication","Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment.","0.506% (29/5726)",0.001123374,2.95,"ENSG00000033327;ENSG00000054523;ENSG00000067715;ENSG00000078687;ENSG00000100354;ENSG00000101282;ENSG00000103449;ENSG00000105894;ENSG00000109046;ENSG00000114126;ENSG00000115977;ENSG00000138735;ENSG00000138829;ENSG00000140945;ENSG00000144619;ENSG00000148737;ENSG00000150593;ENSG00000163539;ENSG00000165995;ENSG00000170776;ENSG00000170962;ENSG00000179915;ENSG00000182168;ENSG00000182197;ENSG00000185737;ENSG00000185920;ENSG00000187323;ENSG00000196277;ENSG00000198911","GAB2;KIF1B;SYT1;TNRC6C;TNRC6B;RSPO4;SALL1;PTN;WSB1;TFDP2;AAK1;PDE5A;FBN2;CDH13;CNTN4;TCF7L2;PDCD4;CLASP2;CACNB2;AKAP13;PDGFD;NRXN1;UNC5C;EXT1;NRG3;PTCH1;DCC;GRM7;SREBF2"
"17","GO:0007155","cell adhesion","The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules.","0.815% (11/1349)",0.002683742,2.57,"ENSG00000038427;ENSG00000102531;ENSG00000105894;ENSG00000138735;ENSG00000140945;ENSG00000144619;ENSG00000146555;ENSG00000163539;ENSG00000165323;ENSG00000179915;ENSG00000182197","VCAN;FNDC3A;PTN;PDE5A;CDH13;CNTN4;SDK1;CLASP2;FAT3;NRXN1;EXT1"
"18","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","The attachment of a plasma membrane adhesion molecule in one cell to an identical molecule in an adjacent cell.","2.564% (4/156)",0.001458324,2.84,"ENSG00000140945;ENSG00000144619;ENSG00000146555;ENSG00000165323","CDH13;CNTN4;SDK1;FAT3"
"19","GO:0007158","neuron cell-cell adhesion","The attachment of a neuron to another cell via adhesion molecules.","12.5% (2/16)",0.001137569,2.94,"ENSG00000144619;ENSG00000179915","CNTN4;NRXN1"
"20","GO:0007165","signal transduction","The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.","0.478% (25/5230)",0.00864389,2.06,"ENSG00000033327;ENSG00000078687;ENSG00000100354;ENSG00000101282;ENSG00000103449;ENSG00000105894;ENSG00000109046;ENSG00000114126;ENSG00000115977;ENSG00000138735;ENSG00000138829;ENSG00000140945;ENSG00000148737;ENSG00000150593;ENSG00000163539;ENSG00000170776;ENSG00000170962;ENSG00000179915;ENSG00000182168;ENSG00000182197;ENSG00000185737;ENSG00000185920;ENSG00000187323;ENSG00000196277;ENSG00000198911","GAB2;TNRC6C;TNRC6B;RSPO4;SALL1;PTN;WSB1;TFDP2;AAK1;PDE5A;FBN2;CDH13;TCF7L2;PDCD4;CLASP2;AKAP13;PDGFD;NRXN1;UNC5C;EXT1;NRG3;PTCH1;DCC;GRM7;SREBF2"
"21","GO:0007166","cell surface receptor signaling pathway","A series of molecular signals initiated by activation of a receptor on the surface of a cell. The pathway begins with binding of an extracellular ligand to a cell surface receptor, or for receptors that signal in the absence of a ligand, by ligand-withdrawal or the activity of a constitutively active receptor. The pathway ends with regulation of a downstream cellular process, e.g. transcription.","0.756% (21/2779)",3.984161e-05,4.4,"ENSG00000033327;ENSG00000078687;ENSG00000100354;ENSG00000101282;ENSG00000103449;ENSG00000105894;ENSG00000115977;ENSG00000138829;ENSG00000140945;ENSG00000148737;ENSG00000150593;ENSG00000163539;ENSG00000170962;ENSG00000179915;ENSG00000182168;ENSG00000182197;ENSG00000185737;ENSG00000185920;ENSG00000187323;ENSG00000196277;ENSG00000198911","GAB2;TNRC6C;TNRC6B;RSPO4;SALL1;PTN;AAK1;FBN2;CDH13;TCF7L2;PDCD4;CLASP2;PDGFD;NRXN1;UNC5C;EXT1;NRG3;PTCH1;DCC;GRM7;SREBF2"
"22","GO:0007167","enzyme linked receptor protein signaling pathway","Any series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with regulation of a downstream cellular process, e.g. transcription.","0.973% (10/1028)",0.001175933,2.93,"ENSG00000033327;ENSG00000105894;ENSG00000138829;ENSG00000140945;ENSG00000150593;ENSG00000163539;ENSG00000170962;ENSG00000179915;ENSG00000182197;ENSG00000185737","GAB2;PTN;FBN2;CDH13;PDCD4;CLASP2;PDGFD;NRXN1;EXT1;NRG3"
"23","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","A series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with regulation of a downstream cellular process, e.g. transcription.","0.986% (7/710)",0.006506013,2.19,"ENSG00000033327;ENSG00000140945;ENSG00000163539;ENSG00000170962;ENSG00000179915;ENSG00000182197;ENSG00000185737","GAB2;CDH13;CLASP2;PDGFD;NRXN1;EXT1;NRG3"
"24","GO:0007223","Wnt signaling pathway, calcium modulating pathway","The series of molecular signals initiated by binding of a Wnt protein to a receptor on the surface of the target cell where activated receptors leads to an increase in intracellular calcium and activation of protein kinase C (PKC).","7.895% (3/38)",0.0002302137,3.64,"ENSG00000078687;ENSG00000100354;ENSG00000148737","TNRC6C;TNRC6B;TCF7L2"
"25","GO:0007267","cell-cell signaling","Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell.  Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions.","0.942% (15/1593)",7.182789e-05,4.14,"ENSG00000054523;ENSG00000067715;ENSG00000078687;ENSG00000100354;ENSG00000101282;ENSG00000103449;ENSG00000105894;ENSG00000144619;ENSG00000148737;ENSG00000165995;ENSG00000179915;ENSG00000182197;ENSG00000185737;ENSG00000187323;ENSG00000196277","KIF1B;SYT1;TNRC6C;TNRC6B;RSPO4;SALL1;PTN;CNTN4;TCF7L2;CACNB2;NRXN1;EXT1;NRG3;DCC;GRM7"
"26","GO:0007268","chemical synaptic transmission","The vesicular release of classical neurotransmitter molecules from a presynapse, across a chemical synapse, the subsequent activation of neurotransmitter receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse.","1.464% (10/683)",4.333908e-05,4.36,"ENSG00000054523;ENSG00000067715;ENSG00000105894;ENSG00000144619;ENSG00000165995;ENSG00000179915;ENSG00000182197;ENSG00000185737;ENSG00000187323;ENSG00000196277","KIF1B;SYT1;PTN;CNTN4;CACNB2;NRXN1;EXT1;NRG3;DCC;GRM7"
"27","GO:0007275","multicellular organism development","The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).","0.688% (35/5089)",2.540157e-08,7.6,"ENSG00000018189;ENSG00000033327;ENSG00000038427;ENSG00000067715;ENSG00000078114;ENSG00000078687;ENSG00000100354;ENSG00000101282;ENSG00000102531;ENSG00000103449;ENSG00000105894;ENSG00000111962;ENSG00000112320;ENSG00000114126;ENSG00000120549;ENSG00000134775;ENSG00000138829;ENSG00000140945;ENSG00000141905;ENSG00000144619;ENSG00000146555;ENSG00000148737;ENSG00000150593;ENSG00000163539;ENSG00000165323;ENSG00000170776;ENSG00000170962;ENSG00000179915;ENSG00000180357;ENSG00000182168;ENSG00000182197;ENSG00000185737;ENSG00000185920;ENSG00000187323;ENSG00000257923","RUFY3;GAB2;VCAN;SYT1;NEBL;TNRC6C;TNRC6B;RSPO4;FNDC3A;SALL1;PTN;UST;SOBP;TFDP2;KIAA1217;FHOD3;FBN2;CDH13;NFIC;CNTN4;SDK1;TCF7L2;PDCD4;CLASP2;FAT3;AKAP13;PDGFD;NRXN1;ZNF609;UNC5C;EXT1;NRG3;PTCH1;DCC;CUX1"
"28","GO:0007399","nervous system development","The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state.","0.762% (18/2363)",0.0001737338,3.76,"ENSG00000018189;ENSG00000033327;ENSG00000038427;ENSG00000067715;ENSG00000103449;ENSG00000105894;ENSG00000111962;ENSG00000144619;ENSG00000146555;ENSG00000163539;ENSG00000179915;ENSG00000180357;ENSG00000182168;ENSG00000182197;ENSG00000185737;ENSG00000185920;ENSG00000187323;ENSG00000257923","RUFY3;GAB2;VCAN;SYT1;SALL1;PTN;UST;CNTN4;SDK1;CLASP2;NRXN1;ZNF609;UNC5C;EXT1;NRG3;PTCH1;DCC;CUX1"
"29","GO:0007409","axonogenesis","De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells.","2.123% (10/471)",1.67501e-06,5.78,"ENSG00000018189;ENSG00000033327;ENSG00000111962;ENSG00000144619;ENSG00000163539;ENSG00000179915;ENSG00000182168;ENSG00000182197;ENSG00000185920;ENSG00000187323","RUFY3;GAB2;UST;CNTN4;CLASP2;NRXN1;UNC5C;EXT1;PTCH1;DCC"
"30","GO:0007411","axon guidance","The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues.","2.574% (7/272)",2.128937e-05,4.67,"ENSG00000033327;ENSG00000144619;ENSG00000179915;ENSG00000182168;ENSG00000182197;ENSG00000185920;ENSG00000187323","GAB2;CNTN4;NRXN1;UNC5C;EXT1;PTCH1;DCC"
"31","GO:0007417","central nervous system development","The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord.","1.084% (11/1015)",0.0002534662,3.6,"ENSG00000038427;ENSG00000067715;ENSG00000103449;ENSG00000105894;ENSG00000144619;ENSG00000179915;ENSG00000182168;ENSG00000182197;ENSG00000185737;ENSG00000185920;ENSG00000187323","VCAN;SYT1;SALL1;PTN;CNTN4;NRXN1;UNC5C;EXT1;NRG3;PTCH1;DCC"
"32","GO:0007420","brain development","The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.).","1.206% (9/746)",0.0004684595,3.33,"ENSG00000067715;ENSG00000103449;ENSG00000105894;ENSG00000144619;ENSG00000179915;ENSG00000182168;ENSG00000182197;ENSG00000185737;ENSG00000185920","SYT1;SALL1;PTN;CNTN4;NRXN1;UNC5C;EXT1;NRG3;PTCH1"
"33","GO:0007507","heart development","The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood.","1.642% (9/548)",4.574682e-05,4.34,"ENSG00000078114;ENSG00000103449;ENSG00000105894;ENSG00000114126;ENSG00000134775;ENSG00000150593;ENSG00000170776;ENSG00000182197;ENSG00000185920","NEBL;SALL1;PTN;TFDP2;FHOD3;PDCD4;AKAP13;EXT1;PTCH1"
"34","GO:0009605","response to external stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus.","0.612% (15/2449)",0.006692642,2.17,"ENSG00000033327;ENSG00000105894;ENSG00000125740;ENSG00000140945;ENSG00000144619;ENSG00000150593;ENSG00000163539;ENSG00000170962;ENSG00000179915;ENSG00000182168;ENSG00000182197;ENSG00000185737;ENSG00000185920;ENSG00000187323;ENSG00000198911","GAB2;PTN;FOSB;CDH13;CNTN4;PDCD4;CLASP2;PDGFD;NRXN1;UNC5C;EXT1;NRG3;PTCH1;DCC;SREBF2"
"35","GO:0009612","response to mechanical stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mechanical stimulus.","1.905% (4/210)",0.004272739,2.37,"ENSG00000105894;ENSG00000125740;ENSG00000179915;ENSG00000185920","PTN;FOSB;NRXN1;PTCH1"
"36","GO:0009653","anatomical structure morphogenesis","The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form.","0.915% (24/2622)",1.918091e-07,6.72,"ENSG00000018189;ENSG00000033327;ENSG00000067715;ENSG00000078114;ENSG00000103449;ENSG00000105894;ENSG00000111962;ENSG00000112320;ENSG00000134775;ENSG00000138829;ENSG00000140945;ENSG00000141905;ENSG00000144619;ENSG00000146555;ENSG00000150593;ENSG00000163539;ENSG00000170776;ENSG00000179915;ENSG00000182168;ENSG00000182197;ENSG00000185737;ENSG00000185920;ENSG00000187323;ENSG00000257923","RUFY3;GAB2;SYT1;NEBL;SALL1;PTN;UST;SOBP;FHOD3;FBN2;CDH13;NFIC;CNTN4;SDK1;PDCD4;CLASP2;AKAP13;NRXN1;UNC5C;EXT1;NRG3;PTCH1;DCC;CUX1"
"37","GO:0009719","response to endogenous stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism.","0.715% (11/1539)",0.007332494,2.13,"ENSG00000054523;ENSG00000105894;ENSG00000125740;ENSG00000138829;ENSG00000140945;ENSG00000150593;ENSG00000170776;ENSG00000170962;ENSG00000179915;ENSG00000182197;ENSG00000198911","KIF1B;PTN;FOSB;FBN2;CDH13;PDCD4;AKAP13;PDGFD;NRXN1;EXT1;SREBF2"
"38","GO:0009887","animal organ morphogenesis","Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions.","0.958% (10/1044)",0.001322315,2.88,"ENSG00000103449;ENSG00000105894;ENSG00000112320;ENSG00000138829;ENSG00000141905;ENSG00000146555;ENSG00000150593;ENSG00000182197;ENSG00000185737;ENSG00000185920","SALL1;PTN;SOBP;FBN2;NFIC;SDK1;PDCD4;EXT1;NRG3;PTCH1"
"39","GO:0009888","tissue development","The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure.","0.746% (14/1877)",0.001473444,2.83,"ENSG00000078114;ENSG00000102531;ENSG00000103449;ENSG00000105894;ENSG00000134775;ENSG00000138829;ENSG00000148737;ENSG00000150593;ENSG00000163539;ENSG00000170776;ENSG00000170962;ENSG00000182168;ENSG00000182197;ENSG00000185920","NEBL;FNDC3A;SALL1;PTN;FHOD3;FBN2;TCF7L2;PDCD4;CLASP2;AKAP13;PDGFD;UNC5C;EXT1;PTCH1"
"40","GO:0009890","negative regulation of biosynthetic process","Any process that stops, prevents, or reduces the rate of the chemical reactions and pathways resulting in the formation of substances.","0.811% (13/1603)",0.001059739,2.97,"ENSG00000078687;ENSG00000082898;ENSG00000100354;ENSG00000103449;ENSG00000114126;ENSG00000125740;ENSG00000141905;ENSG00000148737;ENSG00000150593;ENSG00000174332;ENSG00000185920;ENSG00000198911;ENSG00000257923","TNRC6C;XPO1;TNRC6B;SALL1;TFDP2;FOSB;NFIC;TCF7L2;PDCD4;GLIS1;PTCH1;SREBF2;CUX1"
"41","GO:0010558","negative regulation of macromolecule biosynthetic process","Any process that decreases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass.","0.859% (13/1514)",0.0006173978,3.21,"ENSG00000078687;ENSG00000082898;ENSG00000100354;ENSG00000103449;ENSG00000114126;ENSG00000125740;ENSG00000141905;ENSG00000148737;ENSG00000150593;ENSG00000174332;ENSG00000185920;ENSG00000198911;ENSG00000257923","TNRC6C;XPO1;TNRC6B;SALL1;TFDP2;FOSB;NFIC;TCF7L2;PDCD4;GLIS1;PTCH1;SREBF2;CUX1"
"42","GO:0010604","positive regulation of macromolecule metabolic process","Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass.","0.557% (18/3232)",0.007309552,2.14,"ENSG00000054523;ENSG00000078687;ENSG00000100354;ENSG00000103449;ENSG00000114126;ENSG00000125740;ENSG00000138735;ENSG00000140945;ENSG00000141905;ENSG00000148737;ENSG00000170776;ENSG00000170962;ENSG00000174332;ENSG00000179915;ENSG00000180357;ENSG00000185737;ENSG00000185920;ENSG00000198911","KIF1B;TNRC6C;TNRC6B;SALL1;TFDP2;FOSB;PDE5A;CDH13;NFIC;TCF7L2;AKAP13;PDGFD;GLIS1;NRXN1;ZNF609;NRG3;PTCH1;SREBF2"
"43","GO:0010646","regulation of cell communication","Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment.","0.609% (20/3285)",0.001361337,2.87,"ENSG00000067715;ENSG00000101282;ENSG00000103449;ENSG00000105894;ENSG00000115977;ENSG00000138735;ENSG00000138829;ENSG00000140945;ENSG00000144619;ENSG00000148737;ENSG00000150593;ENSG00000165995;ENSG00000170776;ENSG00000170962;ENSG00000179915;ENSG00000185737;ENSG00000185920;ENSG00000187323;ENSG00000196277;ENSG00000198911","SYT1;RSPO4;SALL1;PTN;AAK1;PDE5A;FBN2;CDH13;CNTN4;TCF7L2;PDCD4;CACNB2;AKAP13;PDGFD;NRXN1;NRG3;PTCH1;DCC;GRM7;SREBF2"
"44","GO:0010647","positive regulation of cell communication","Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment.","0.782% (13/1662)",0.001481679,2.83,"ENSG00000067715;ENSG00000101282;ENSG00000103449;ENSG00000105894;ENSG00000115977;ENSG00000138735;ENSG00000140945;ENSG00000148737;ENSG00000150593;ENSG00000165995;ENSG00000170776;ENSG00000170962;ENSG00000179915","SYT1;RSPO4;SALL1;PTN;AAK1;PDE5A;CDH13;TCF7L2;PDCD4;CACNB2;AKAP13;PDGFD;NRXN1"
"45","GO:0010874","regulation of cholesterol efflux","Any process that modulates the frequency, rate or extent of cholesterol efflux. Cholesterol efflux is the directed movement of cholesterol, cholest-5-en-3-beta-ol, out of a cell or organelle.","6.25% (2/32)",0.004553179,2.34,"ENSG00000185920;ENSG00000198911","PTCH1;SREBF2"
"46","GO:0010927","cellular component assembly involved in morphogenesis","The cellular component assembly that is part of the initial shaping of the component during its developmental progression.","3.81% (4/105)",0.0003302732,3.48,"ENSG00000078114;ENSG00000134775;ENSG00000163539;ENSG00000170776","NEBL;FHOD3;CLASP2;AKAP13"
"47","GO:0010996","response to auditory stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an auditory stimulus.","8.333% (2/24)",0.002574649,2.59,"ENSG00000105894;ENSG00000179915","PTN;NRXN1"
"48","GO:0014047","glutamate secretion","The controlled release of glutamate by a cell. The glutamate is the most abundant excitatory neurotransmitter in the nervous system.","4.444% (2/45)",0.008854365,2.05,"ENSG00000067715;ENSG00000196277","SYT1;GRM7"
"49","GO:0015012","heparan sulfate proteoglycan biosynthetic process","The chemical reactions and pathways resulting in the formation of the heparan sulfate proteoglycan, a glycosaminoglycan with repeat unit consisting of alternating alpha-(1->4)-linked hexuronic acid and glucosamine residues; the former are a mixture of sulfated and nonsulfated D-glucuronic acid and L-iduronic acid; the L-iduronic acid is either sulfated or acetylated on its amino group as well as being sulfated on one of its hydroxyl groups; heparan sulfate chains are covalently linked to peptidyl-serine by a glycosidic attachment through the trisaccharide galactosyl-galactosyl-xylosyl to serine residues.","8% (2/25)",0.002792914,2.55,"ENSG00000148737;ENSG00000182197","TCF7L2;EXT1"
"50","GO:0016043","cellular component organization","A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component.","0.461% (28/6070)",0.007425505,2.13,"ENSG00000018189;ENSG00000033327;ENSG00000038427;ENSG00000054523;ENSG00000067715;ENSG00000078114;ENSG00000082898;ENSG00000105894;ENSG00000111962;ENSG00000114126;ENSG00000115977;ENSG00000134775;ENSG00000138829;ENSG00000140945;ENSG00000144619;ENSG00000146555;ENSG00000148737;ENSG00000163539;ENSG00000165995;ENSG00000170776;ENSG00000179915;ENSG00000182168;ENSG00000182197;ENSG00000185737;ENSG00000185920;ENSG00000187323;ENSG00000198911;ENSG00000257923","RUFY3;GAB2;VCAN;KIF1B;SYT1;NEBL;XPO1;PTN;UST;TFDP2;AAK1;FHOD3;FBN2;CDH13;CNTN4;SDK1;TCF7L2;CLASP2;CACNB2;AKAP13;NRXN1;UNC5C;EXT1;NRG3;PTCH1;DCC;SREBF2;CUX1"
"51","GO:0016049","cell growth","The process in which a cell irreversibly increases in size over time by accretion and biosynthetic production of matter similar to that already present.","1.266% (6/474)",0.003590294,2.44,"ENSG00000018189;ENSG00000067715;ENSG00000163539;ENSG00000170776;ENSG00000185737;ENSG00000187323","RUFY3;SYT1;CLASP2;AKAP13;NRG3;DCC"
