"","GO.ID","term","definition","condition.genes_frequency","condition.pvalue","condition.-log10_pvalue","condition.Significant_genes","condition.Significant_genes_symbol"
"11","GO:0001775","cell activation","A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand.","1.256% (16/1274)",1.699543e-06,5.77,"ENSG00000075624;ENSG00000087460;ENSG00000096384;ENSG00000100097;ENSG00000110492;ENSG00000110651;ENSG00000124766;ENSG00000138080;ENSG00000142192;ENSG00000167658;ENSG00000177606;ENSG00000184009;ENSG00000185650;ENSG00000196230;ENSG00000196924;ENSG00000197746","ACTB;GNAS;HSP90AB1;LGALS1;MDK;CD81;SOX4;EMILIN1;APP;EEF2;JUN;ACTG1;ZFP36L1;TUBB;FLNA;PSAP"
"12","GO:0001816","cytokine production","The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels.","0.986% (7/710)",0.008146853,2.09,"ENSG00000096384;ENSG00000110492;ENSG00000110651;ENSG00000139329;ENSG00000142192;ENSG00000172270;ENSG00000205542","HSP90AB1;MDK;CD81;LUM;APP;BSG;TMSB4X"
"13","GO:0001817","regulation of cytokine production","Any process that modulates the frequency, rate, or extent of production of a cytokine.","1.095% (7/639)",0.004636202,2.33,"ENSG00000096384;ENSG00000110492;ENSG00000110651;ENSG00000139329;ENSG00000142192;ENSG00000172270;ENSG00000205542","HSP90AB1;MDK;CD81;LUM;APP;BSG;TMSB4X"
"14","GO:0001819","positive regulation of cytokine production","Any process that activates or increases the frequency, rate or extent of production of a cytokine.","1.295% (5/386)",0.008516981,2.07,"ENSG00000110492;ENSG00000110651;ENSG00000139329;ENSG00000142192;ENSG00000172270","MDK;CD81;LUM;APP;BSG"
"15","GO:0001890","placenta development","The process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin.","2.632% (4/152)",0.001544451,2.81,"ENSG00000064195;ENSG00000096384;ENSG00000172270;ENSG00000185650","DLX3;HSP90AB1;BSG;ZFP36L1"
"16","GO:0001894","tissue homeostasis","A homeostatic process involved in the maintenance of an internal steady state within a defined tissue of an organism, including control of cellular proliferation and death and control of metabolic function.","1.688% (4/237)",0.007552578,2.12,"ENSG00000075624;ENSG00000087460;ENSG00000172270;ENSG00000184009","ACTB;GNAS;BSG;ACTG1"
"17","GO:0001895","retina homeostasis","A tissue homeostatic process involved in the maintenance of an internal equilibrium within the retina of the eye, including control of cellular proliferation and death and control of metabolic function.","4.688% (3/64)",0.001209199,2.92,"ENSG00000075624;ENSG00000172270;ENSG00000184009","ACTB;BSG;ACTG1"
"18","GO:0001906","cell killing","Any process in an organism that results in the killing of its own cells or those of another organism, including in some cases the death of the other organism. Killing here refers to the induction of death in one cell by another cell, not cell-autonomous death due to internal or other environmental conditions.","2.655% (3/113)",0.00607119,2.22,"ENSG00000096384;ENSG00000111640;ENSG00000196230","HSP90AB1;GAPDH;TUBB"
"19","GO:0001944","vasculature development","The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism.","1.105% (8/724)",0.002308407,2.64,"ENSG00000064195;ENSG00000110492;ENSG00000124766;ENSG00000138080;ENSG00000172270;ENSG00000177606;ENSG00000184009;ENSG00000185650","DLX3;MDK;SOX4;EMILIN1;BSG;JUN;ACTG1;ZFP36L1"
"20","GO:0002009","morphogenesis of an epithelium","The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube.","1.434% (8/558)",0.0004297628,3.37,"ENSG00000075624;ENSG00000110492;ENSG00000124766;ENSG00000128422;ENSG00000172270;ENSG00000172757;ENSG00000184009;ENSG00000196924","ACTB;MDK;SOX4;KRT17;BSG;CFL1;ACTG1;FLNA"
"21","GO:0002252","immune effector process","Any process of the immune system that can potentially contribute to an immune response.","1.046% (11/1052)",0.0005028229,3.3,"ENSG00000075624;ENSG00000096384;ENSG00000100097;ENSG00000110492;ENSG00000110651;ENSG00000142192;ENSG00000167658;ENSG00000184009;ENSG00000196230;ENSG00000196924;ENSG00000197746","ACTB;HSP90AB1;LGALS1;MDK;CD81;APP;EEF2;ACTG1;TUBB;FLNA;PSAP"
"22","GO:0002263","cell activation involved in immune response","A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response.","1.248% (8/641)",0.001066667,2.97,"ENSG00000096384;ENSG00000100097;ENSG00000110492;ENSG00000110651;ENSG00000142192;ENSG00000167658;ENSG00000196230;ENSG00000197746","HSP90AB1;LGALS1;MDK;CD81;APP;EEF2;TUBB;PSAP"
"23","GO:0002366","leukocyte activation involved in immune response","A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response.","1.099% (7/637)",0.004557785,2.34,"ENSG00000096384;ENSG00000100097;ENSG00000110492;ENSG00000110651;ENSG00000167658;ENSG00000196230;ENSG00000197746","HSP90AB1;LGALS1;MDK;CD81;EEF2;TUBB;PSAP"
"24","GO:0002376","immune system process","Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats.","0.88% (23/2613)",2.091787e-06,5.68,"ENSG00000026025;ENSG00000075624;ENSG00000087460;ENSG00000096384;ENSG00000100097;ENSG00000110492;ENSG00000110651;ENSG00000111640;ENSG00000124766;ENSG00000138080;ENSG00000142192;ENSG00000159335;ENSG00000167658;ENSG00000170345;ENSG00000172270;ENSG00000174807;ENSG00000177606;ENSG00000179218;ENSG00000184009;ENSG00000185650;ENSG00000196230;ENSG00000196924;ENSG00000197746","VIM;ACTB;GNAS;HSP90AB1;LGALS1;MDK;CD81;GAPDH;SOX4;EMILIN1;APP;PTMS;EEF2;FOS;BSG;CD248;JUN;CALR;ACTG1;ZFP36L1;TUBB;FLNA;PSAP"
"25","GO:0002431","Fc receptor mediated stimulatory signaling pathway","A series of molecular signals generated as a consequence of a the binding of the Fc portion of an immunoglobulin by an Fc receptor capable of activating or perpetuating an immune response. The Fc portion of an immunoglobulin is its C-terminal constant region.","3.704% (3/81)",0.002381118,2.62,"ENSG00000075624;ENSG00000096384;ENSG00000184009","ACTB;HSP90AB1;ACTG1"
"26","GO:0002433","immune response-regulating cell surface receptor signaling pathway involved in phagocytosis","An immune response-regulating cell surface receptor signaling pathway that contributes to the endocytic engulfment of external particulate material by phagocytes.","3.947% (3/76)",0.00198465,2.7,"ENSG00000075624;ENSG00000096384;ENSG00000184009","ACTB;HSP90AB1;ACTG1"
"27","GO:0002520","immune system development","The process whose specific outcome is the progression of an organismal system whose objective is to provide calibrated responses by an organism to a potential internal or invasive threat, over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process.","1.251% (12/959)",4.795013e-05,4.32,"ENSG00000087460;ENSG00000100097;ENSG00000110492;ENSG00000110651;ENSG00000124766;ENSG00000142192;ENSG00000167658;ENSG00000170345;ENSG00000174807;ENSG00000177606;ENSG00000185650;ENSG00000197746","GNAS;LGALS1;MDK;CD81;SOX4;APP;EEF2;FOS;CD248;JUN;ZFP36L1;PSAP"
"28","GO:0002521","leukocyte differentiation","The process in which a relatively unspecialized hemopoietic precursor cell acquires the specialized features of a leukocyte. A leukocyte is an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue.","2.053% (10/487)",3.353357e-06,5.47,"ENSG00000087460;ENSG00000100097;ENSG00000110492;ENSG00000110651;ENSG00000124766;ENSG00000142192;ENSG00000170345;ENSG00000177606;ENSG00000185650;ENSG00000197746","GNAS;LGALS1;MDK;CD81;SOX4;APP;FOS;JUN;ZFP36L1;PSAP"
"29","GO:0002573","myeloid leukocyte differentiation","The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte lineage.","3.077% (6/195)",4.084987e-05,4.39,"ENSG00000087460;ENSG00000110651;ENSG00000142192;ENSG00000170345;ENSG00000177606;ENSG00000185650","GNAS;CD81;APP;FOS;JUN;ZFP36L1"
"30","GO:0002576","platelet degranulation","The regulated exocytosis of secretory granules containing preformed mediators such as histamine and serotonin by a platelet.","3.54% (4/113)",0.0005110415,3.29,"ENSG00000142192;ENSG00000196924;ENSG00000197746;ENSG00000205542","APP;FLNA;PSAP;TMSB4X"
"31","GO:0002682","regulation of immune system process","Any process that modulates the frequency, rate, or extent of an immune system process.","1.072% (14/1306)",5.413923e-05,4.27,"ENSG00000075624;ENSG00000087460;ENSG00000096384;ENSG00000100097;ENSG00000110492;ENSG00000110651;ENSG00000124766;ENSG00000138080;ENSG00000142192;ENSG00000170345;ENSG00000177606;ENSG00000179218;ENSG00000184009;ENSG00000185650","ACTB;GNAS;HSP90AB1;LGALS1;MDK;CD81;SOX4;EMILIN1;APP;FOS;JUN;CALR;ACTG1;ZFP36L1"
"32","GO:0002684","positive regulation of immune system process","Any process that activates or increases the frequency, rate, or extent of an immune system process.","1.559% (13/834)",1.973069e-06,5.7,"ENSG00000075624;ENSG00000087460;ENSG00000096384;ENSG00000100097;ENSG00000110492;ENSG00000110651;ENSG00000124766;ENSG00000142192;ENSG00000170345;ENSG00000177606;ENSG00000179218;ENSG00000184009;ENSG00000185650","ACTB;GNAS;HSP90AB1;LGALS1;MDK;CD81;SOX4;APP;FOS;JUN;CALR;ACTG1;ZFP36L1"
"33","GO:0002685","regulation of leukocyte migration","Any process that modulates the frequency, rate, or extent of leukocyte migration.","2.66% (5/188)",0.0003691059,3.43,"ENSG00000110492;ENSG00000110651;ENSG00000138080;ENSG00000142192;ENSG00000179218","MDK;CD81;EMILIN1;APP;CALR"
"34","GO:0002687","positive regulation of leukocyte migration","Any process that activates or increases the frequency, rate, or extent of leukocyte migration.","2.4% (3/125)",0.008015858,2.1,"ENSG00000110492;ENSG00000142192;ENSG00000179218","MDK;APP;CALR"
"35","GO:0002761","regulation of myeloid leukocyte differentiation","Any process that modulates the frequency, rate, or extent of myeloid leukocyte differentiation.","3.738% (4/107)",0.0004155624,3.38,"ENSG00000087460;ENSG00000170345;ENSG00000177606;ENSG00000185650","GNAS;FOS;JUN;ZFP36L1"
"36","GO:0002763","positive regulation of myeloid leukocyte differentiation","Any process that activates or increases the frequency, rate, or extent of myeloid leukocyte differentiation.","8% (4/50)",2.128081e-05,4.67,"ENSG00000087460;ENSG00000170345;ENSG00000177606;ENSG00000185650","GNAS;FOS;JUN;ZFP36L1"
"37","GO:0002764","immune response-regulating signaling pathway","The cascade of processes by which a signal interacts with a receptor, causing a change in the level or activity of a second messenger or other downstream target, and ultimately leading to the activation, perpetuation, or inhibition of an immune response.","1.653% (6/363)",0.001161124,2.94,"ENSG00000075624;ENSG00000096384;ENSG00000110651;ENSG00000170345;ENSG00000177606;ENSG00000184009","ACTB;HSP90AB1;CD81;FOS;JUN;ACTG1"
"38","GO:0002768","immune response-regulating cell surface receptor signaling pathway","A series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell capable of activating, perpetuating, or inhibiting an immune response.","1.667% (6/360)",0.001112596,2.95,"ENSG00000075624;ENSG00000096384;ENSG00000110651;ENSG00000170345;ENSG00000177606;ENSG00000184009","ACTB;HSP90AB1;CD81;FOS;JUN;ACTG1"
"39","GO:0002790","peptide secretion","The controlled release of a peptide from a cell or a tissue.","1.319% (5/379)",0.007902652,2.1,"ENSG00000087460;ENSG00000109472;ENSG00000124766;ENSG00000172270;ENSG00000197746","GNAS;CPE;SOX4;BSG;PSAP"
"40","GO:0003006","developmental process involved in reproduction","A developmental process in which a progressive change in the state of some part of an organism specifically contributes to its ability to form offspring.","1.119% (10/894)",0.0005595985,3.25,"ENSG00000064195;ENSG00000096384;ENSG00000110092;ENSG00000110492;ENSG00000170315;ENSG00000172270;ENSG00000179218;ENSG00000185650;ENSG00000196924;ENSG00000197746","DLX3;HSP90AB1;CCND1;MDK;UBB;BSG;CALR;ZFP36L1;FLNA;PSAP"
"41","GO:0003007","heart morphogenesis","The developmental process in which the heart is generated and organized. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood.","1.653% (4/242)",0.008117087,2.09,"ENSG00000109472;ENSG00000124766;ENSG00000163132;ENSG00000177606","CPE;SOX4;MSX1;JUN"
"42","GO:0006412","translation","The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.","1.497% (10/668)",5.20725e-05,4.28,"ENSG00000026025;ENSG00000070756;ENSG00000111640;ENSG00000124766;ENSG00000128422;ENSG00000142192;ENSG00000167658;ENSG00000179218;ENSG00000185650;ENSG00000204628","VIM;PABPC1;GAPDH;SOX4;KRT17;APP;EEF2;CALR;ZFP36L1;RACK1"
"43","GO:0006417","regulation of translation","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of proteins by the translation of mRNA or circRNA.","2.591% (10/386)",4.094485e-07,6.39,"ENSG00000026025;ENSG00000070756;ENSG00000111640;ENSG00000124766;ENSG00000128422;ENSG00000142192;ENSG00000167658;ENSG00000179218;ENSG00000185650;ENSG00000204628","VIM;PABPC1;GAPDH;SOX4;KRT17;APP;EEF2;CALR;ZFP36L1;RACK1"
"44","GO:0006518","peptide metabolic process","The chemical reactions and pathways involving peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another.","1.345% (11/818)",5.514708e-05,4.26,"ENSG00000026025;ENSG00000070756;ENSG00000109472;ENSG00000111640;ENSG00000124766;ENSG00000128422;ENSG00000142192;ENSG00000167658;ENSG00000179218;ENSG00000185650;ENSG00000204628","VIM;PABPC1;CPE;GAPDH;SOX4;KRT17;APP;EEF2;CALR;ZFP36L1;RACK1"
"45","GO:0006810","transport","The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter, pore or motor protein.","0.553% (26/4705)",0.001510085,2.82,"ENSG00000075624;ENSG00000087460;ENSG00000096384;ENSG00000109472;ENSG00000110092;ENSG00000110651;ENSG00000122566;ENSG00000123416;ENSG00000124766;ENSG00000135486;ENSG00000142192;ENSG00000166598;ENSG00000167552;ENSG00000167658;ENSG00000170315;ENSG00000172270;ENSG00000179218;ENSG00000184009;ENSG00000185650;ENSG00000188536;ENSG00000196230;ENSG00000196565;ENSG00000196924;ENSG00000197746;ENSG00000204628;ENSG00000205542","ACTB;GNAS;HSP90AB1;CPE;CCND1;CD81;HNRNPA2B1;TUBA1B;SOX4;HNRNPA1;APP;HSP90B1;TUBA1A;EEF2;UBB;BSG;CALR;ACTG1;ZFP36L1;HBA2;TUBB;HBG2;FLNA;PSAP;RACK1;TMSB4X"
"46","GO:0006811","ion transport","The directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.","0.563% (19/3373)",0.008131725,2.09,"ENSG00000075624;ENSG00000087460;ENSG00000096384;ENSG00000109472;ENSG00000110651;ENSG00000122566;ENSG00000124766;ENSG00000135486;ENSG00000142192;ENSG00000166598;ENSG00000170315;ENSG00000172270;ENSG00000179218;ENSG00000185650;ENSG00000188536;ENSG00000196924;ENSG00000197746;ENSG00000204628;ENSG00000205542","ACTB;GNAS;HSP90AB1;CPE;CD81;HNRNPA2B1;SOX4;HNRNPA1;APP;HSP90B1;UBB;BSG;CALR;ZFP36L1;HBA2;FLNA;PSAP;RACK1;TMSB4X"
"47","GO:0006820","anion transport","The directed movement of anions, atoms or small molecules with a net negative charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.","0.631% (17/2694)",0.004159704,2.38,"ENSG00000075624;ENSG00000087460;ENSG00000096384;ENSG00000109472;ENSG00000110651;ENSG00000122566;ENSG00000124766;ENSG00000135486;ENSG00000166598;ENSG00000170315;ENSG00000172270;ENSG00000179218;ENSG00000185650;ENSG00000188536;ENSG00000196924;ENSG00000197746;ENSG00000204628","ACTB;GNAS;HSP90AB1;CPE;CD81;HNRNPA2B1;SOX4;HNRNPA1;HSP90B1;UBB;BSG;CALR;ZFP36L1;HBA2;FLNA;PSAP;RACK1"
"48","GO:0006897","endocytosis","A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a small region of the plasma membrane to form a new membrane-bounded vesicle.","1.27% (7/551)",0.002035837,2.69,"ENSG00000075624;ENSG00000110651;ENSG00000142192;ENSG00000166598;ENSG00000179218;ENSG00000184009;ENSG00000188536","ACTB;CD81;APP;HSP90B1;CALR;ACTG1;HBA2"
"49","GO:0006909","phagocytosis","A vesicle-mediated transport process that results in the engulfment of external particulate material by phagocytes and their delivery to the lysosome. The particles are initially contained within phagocytic vacuoles (phagosomes), which then fuse with primary lysosomes to effect digestion of the particles.","1.961% (5/255)",0.00145774,2.84,"ENSG00000075624;ENSG00000096384;ENSG00000179218;ENSG00000184009;ENSG00000204628","ACTB;HSP90AB1;CALR;ACTG1;RACK1"
"50","GO:0006913","nucleocytoplasmic transport","The directed movement of molecules between the nucleus and the cytoplasm.","1.445% (5/346)",0.005419266,2.27,"ENSG00000096384;ENSG00000122566;ENSG00000135486;ENSG00000179218;ENSG00000196924","HSP90AB1;HNRNPA2B1;HNRNPA1;CALR;FLNA"
"51","GO:0006915","apoptotic process","A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died.","0.942% (17/1804)",3.524219e-05,4.45,"ENSG00000096384;ENSG00000100097;ENSG00000110492;ENSG00000111640;ENSG00000124766;ENSG00000135916;ENSG00000142192;ENSG00000163132;ENSG00000166598;ENSG00000170315;ENSG00000172757;ENSG00000174807;ENSG00000177606;ENSG00000179218;ENSG00000185650;ENSG00000196924;ENSG00000204628","HSP90AB1;LGALS1;MDK;GAPDH;SOX4;ITM2C;APP;MSX1;HSP90B1;UBB;CFL1;CD248;JUN;CALR;ZFP36L1;FLNA;RACK1"
"52","GO:0006928","movement of cell or subcellular component","The directed, self-propelled movement of a cell or subcellular component without the involvement of an external agent such as a transporter or a pore.","0.939% (19/2023)",1.026466e-05,4.99,"ENSG00000026025;ENSG00000034510;ENSG00000075624;ENSG00000092841;ENSG00000110492;ENSG00000110651;ENSG00000117632;ENSG00000138080;ENSG00000142192;ENSG00000170315;ENSG00000172270;ENSG00000172757;ENSG00000174807;ENSG00000177606;ENSG00000179218;ENSG00000184009;ENSG00000196924;ENSG00000204628;ENSG00000205542","VIM;TMSB10;ACTB;MYL6;MDK;CD81;STMN1;EMILIN1;APP;UBB;BSG;CFL1;CD248;JUN;CALR;ACTG1;FLNA;RACK1;TMSB4X"
"53","GO:0006950","response to stress","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation).","0.805% (29/3604)",2.030148e-07,6.69,"ENSG00000026025;ENSG00000075624;ENSG00000087460;ENSG00000096384;ENSG00000100097;ENSG00000110092;ENSG00000110492;ENSG00000110651;ENSG00000111640;ENSG00000124766;ENSG00000135486;ENSG00000141753;ENSG00000142192;ENSG00000163132;ENSG00000166598;ENSG00000167658;ENSG00000170315;ENSG00000170345;ENSG00000177606;ENSG00000179218;ENSG00000184009;ENSG00000185650;ENSG00000188536;ENSG00000196230;ENSG00000196565;ENSG00000196924;ENSG00000197746;ENSG00000204628;ENSG00000205542","VIM;ACTB;GNAS;HSP90AB1;LGALS1;CCND1;MDK;CD81;GAPDH;SOX4;HNRNPA1;IGFBP4;APP;MSX1;HSP90B1;EEF2;UBB;FOS;JUN;CALR;ACTG1;ZFP36L1;HBA2;TUBB;HBG2;FLNA;PSAP;RACK1;TMSB4X"
"54","GO:0006952","defense response","Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack.","0.868% (12/1383)",0.001413121,2.85,"ENSG00000026025;ENSG00000096384;ENSG00000110492;ENSG00000110651;ENSG00000111640;ENSG00000141753;ENSG00000142192;ENSG00000170345;ENSG00000184009;ENSG00000196230;ENSG00000196924;ENSG00000205542","VIM;HSP90AB1;MDK;CD81;GAPDH;IGFBP4;APP;FOS;ACTG1;TUBB;FLNA;TMSB4X"
"55","GO:0006955","immune response","Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat.","0.825% (14/1697)",0.0008470839,3.07,"ENSG00000026025;ENSG00000075624;ENSG00000096384;ENSG00000100097;ENSG00000110492;ENSG00000110651;ENSG00000111640;ENSG00000142192;ENSG00000167658;ENSG00000170345;ENSG00000177606;ENSG00000184009;ENSG00000196230;ENSG00000197746","VIM;ACTB;HSP90AB1;LGALS1;MDK;CD81;GAPDH;APP;EEF2;FOS;JUN;ACTG1;TUBB;PSAP"
"56","GO:0006979","response to oxidative stress","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals.","1.643% (7/426)",0.0004539306,3.34,"ENSG00000142192;ENSG00000167658;ENSG00000170345;ENSG00000177606;ENSG00000188536;ENSG00000197746;ENSG00000204628","APP;EEF2;FOS;JUN;HBA2;PSAP;RACK1"
"57","GO:0006986","response to unfolded protein","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an unfolded protein stimulus.","2.809% (5/178)",0.0002869656,3.54,"ENSG00000096384;ENSG00000110092;ENSG00000166598;ENSG00000179218;ENSG00000204628","HSP90AB1;CCND1;HSP90B1;CALR;RACK1"
