"","GO.ID","term","definition","condition.genes_frequency","condition.pvalue","condition.-log10_pvalue","condition.Significant_genes","condition.Significant_genes_symbol"
"11","GO:0001763","morphogenesis of a branching structure","The process in which the anatomical structures of branches are generated and organized. A branch is a division or offshoot from a main stem. Examples in animals would include blood vessels, nerves, lymphatics and other endothelial or epithelial tubes.","3.7% (7/189)",1.778505e-06,5.75,"ENSG00000066468;ENSG00000106571;ENSG00000135333;ENSG00000182197;ENSG00000183117;ENSG00000185630;ENSG00000205213","FGFR2;GLI3;EPHA7;EXT1;CSMD1;PBX1;LGR4"
"12","GO:0001822","kidney development","The process whose specific outcome is the progression of the kidney over time, from its formation to the mature structure. The kidney is an organ that filters the blood and/or excretes the end products of body metabolism in the form of urine.","2.74% (8/292)",2.911042e-06,5.54,"ENSG00000066468;ENSG00000077092;ENSG00000106571;ENSG00000135333;ENSG00000138759;ENSG00000182197;ENSG00000185630;ENSG00000205213","FGFR2;RARB;GLI3;EPHA7;FRAS1;EXT1;PBX1;LGR4"
"13","GO:0001823","mesonephros development","The process whose specific outcome is the progression of the mesonephros over time, from its formation to the mature structure. In mammals, the mesonephros is the second of the three embryonic kidneys to be established and exists only transiently. In lower vertebrates such as fish and amphibia, the mesonephros will form the mature kidney.","5.1% (5/98)",1.286611e-05,4.89,"ENSG00000066468;ENSG00000077092;ENSG00000106571;ENSG00000185630;ENSG00000205213","FGFR2;RARB;GLI3;PBX1;LGR4"
"14","GO:0002009","morphogenesis of an epithelium","The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube.","2.01% (11/547)",6.816606e-07,6.17,"ENSG00000066468;ENSG00000106571;ENSG00000135333;ENSG00000138639;ENSG00000138759;ENSG00000171843;ENSG00000182197;ENSG00000183098;ENSG00000183117;ENSG00000185630;ENSG00000205213","FGFR2;GLI3;EPHA7;ARHGAP24;FRAS1;MLLT3;EXT1;GPC6;CSMD1;PBX1;LGR4"
"15","GO:0002062","chondrocyte differentiation","The process in which a chondroblast acquires specialized structural and/or functional features of a chondrocyte. A chondrocyte is a polymorphic cell that forms cartilage.","3.88% (4/103)",0.0002911393,3.54,"ENSG00000077092;ENSG00000106571;ENSG00000149948;ENSG00000182197","RARB;GLI3;HMGA2;EXT1"
"16","GO:0002065","columnar/cuboidal epithelial cell differentiation","The process in which a relatively unspecialized cell acquires specialized features of a columnar/cuboidal epithelial cell. A columnar/cuboidal epithelial cell is a cell usually found in a two dimensional sheet with a free surface. Columnar/cuboidal epithelial cells take on the shape of a column or cube.","2.73% (3/110)",0.004837578,2.32,"ENSG00000066468;ENSG00000077092;ENSG00000182197","FGFR2;RARB;EXT1"
"17","GO:0002067","glandular epithelial cell differentiation","The process in which a relatively unspecialized cell acquires specialized features of a glandular epithelial cell. A glandular epithelial cell is a columnar/cuboidal epithelial cell found in a two dimensional sheet with a free surface exposed to the lumen of a gland.","6.67% (3/45)",0.0003663286,3.44,"ENSG00000066468;ENSG00000077092;ENSG00000182197","FGFR2;RARB;EXT1"
"18","GO:0003002","regionalization","The pattern specification process that results in the subdivision of an axis or axes in space to define an area or volume in which specific patterns of cell differentiation will take place or in which cells interpret a specific environment.","1.59% (5/315)",0.002869607,2.54,"ENSG00000066468;ENSG00000106571;ENSG00000171843;ENSG00000182197;ENSG00000185630","FGFR2;GLI3;MLLT3;EXT1;PBX1"
"19","GO:0003006","developmental process involved in reproduction","A developmental process in which a progressive change in the state of some part of an organism specifically contributes to its ability to form offspring.","1.1% (7/634)",0.003249957,2.49,"ENSG00000066468;ENSG00000106571;ENSG00000173320;ENSG00000183117;ENSG00000184903;ENSG00000185630;ENSG00000205213","FGFR2;GLI3;STOX2;CSMD1;IMMP2L;PBX1;LGR4"
"20","GO:0003007","heart morphogenesis","The developmental process in which the heart is generated and organized. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood.","1.67% (4/239)",0.00641526,2.19,"ENSG00000066468;ENSG00000077092;ENSG00000182197;ENSG00000185070","FGFR2;RARB;EXT1;FLRT2"
"21","GO:0003148","outflow tract septum morphogenesis","The process in which the anatomical structures of the outflow tract septum are generated and organized. The outflow tract septum is a partition in the outflow tract.","8% (2/25)",0.002719978,2.57,"ENSG00000066468;ENSG00000077092","FGFR2;RARB"
"22","GO:0003338","metanephros morphogenesis","The process in which the anatomical structures of the metanephros are generated and organized.","6.25% (2/32)",0.004435151,2.35,"ENSG00000138759;ENSG00000205213","FRAS1;LGR4"
"23","GO:0003416","endochondral bone growth","The increase in size or mass of an endochondral bone that contributes to the shaping of the bone.","14.81% (4/27)",1.373936e-06,5.86,"ENSG00000066468;ENSG00000077092;ENSG00000173068;ENSG00000182197","FGFR2;RARB;BNC2;EXT1"
"24","GO:0006351","transcription, DNA-templated","The cellular synthesis of RNA on a template of DNA.","0.54% (18/3322)",0.008306434,2.08,"ENSG00000066468;ENSG00000077092;ENSG00000082805;ENSG00000106571;ENSG00000111249;ENSG00000149948;ENSG00000162599;ENSG00000171843;ENSG00000171988;ENSG00000173068;ENSG00000173320;ENSG00000182197;ENSG00000182463;ENSG00000184384;ENSG00000185420;ENSG00000185630;ENSG00000205213;ENSG00000257923","FGFR2;RARB;ERC1;GLI3;CUX2;HMGA2;NFIA;MLLT3;JMJD1C;BNC2;STOX2;EXT1;TSHZ2;MAML2;SMYD3;PBX1;LGR4;CUX1"
"25","GO:0006355","regulation of transcription, DNA-templated","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.","0.57% (18/3148)",0.004619299,2.34,"ENSG00000066468;ENSG00000077092;ENSG00000082805;ENSG00000106571;ENSG00000111249;ENSG00000149948;ENSG00000162599;ENSG00000171843;ENSG00000171988;ENSG00000173068;ENSG00000173320;ENSG00000182197;ENSG00000182463;ENSG00000184384;ENSG00000185420;ENSG00000185630;ENSG00000205213;ENSG00000257923","FGFR2;RARB;ERC1;GLI3;CUX2;HMGA2;NFIA;MLLT3;JMJD1C;BNC2;STOX2;EXT1;TSHZ2;MAML2;SMYD3;PBX1;LGR4;CUX1"
"26","GO:0006357","regulation of transcription by RNA polymerase II","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II.","0.63% (15/2399)",0.004760141,2.32,"ENSG00000066468;ENSG00000077092;ENSG00000106571;ENSG00000111249;ENSG00000149948;ENSG00000162599;ENSG00000171988;ENSG00000173068;ENSG00000173320;ENSG00000182197;ENSG00000182463;ENSG00000184384;ENSG00000185420;ENSG00000185630;ENSG00000257923","FGFR2;RARB;GLI3;CUX2;HMGA2;NFIA;JMJD1C;BNC2;STOX2;EXT1;TSHZ2;MAML2;SMYD3;PBX1;CUX1"
"27","GO:0006366","transcription by RNA polymerase II","The synthesis of RNA from a DNA template by RNA polymerase II, originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs).","0.63% (16/2540)",0.003130917,2.5,"ENSG00000066468;ENSG00000077092;ENSG00000106571;ENSG00000111249;ENSG00000149948;ENSG00000162599;ENSG00000171843;ENSG00000171988;ENSG00000173068;ENSG00000173320;ENSG00000182197;ENSG00000182463;ENSG00000184384;ENSG00000185420;ENSG00000185630;ENSG00000257923","FGFR2;RARB;GLI3;CUX2;HMGA2;NFIA;MLLT3;JMJD1C;BNC2;STOX2;EXT1;TSHZ2;MAML2;SMYD3;PBX1;CUX1"
"28","GO:0006935","chemotaxis","The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis).","1.22% (7/572)",0.001822029,2.74,"ENSG00000106571;ENSG00000112902;ENSG00000113448;ENSG00000135333;ENSG00000151892;ENSG00000182197;ENSG00000185070","GLI3;SEMA5A;PDE4D;EPHA7;GFRA1;EXT1;FLRT2"
"29","GO:0007154","cell communication","Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment.","0.48% (27/5649)",0.004106936,2.39,"ENSG00000066468;ENSG00000077092;ENSG00000082805;ENSG00000106571;ENSG00000111249;ENSG00000112902;ENSG00000113448;ENSG00000131558;ENSG00000135333;ENSG00000138639;ENSG00000138759;ENSG00000139173;ENSG00000149256;ENSG00000149948;ENSG00000151892;ENSG00000152767;ENSG00000155974;ENSG00000156011;ENSG00000160145;ENSG00000171444;ENSG00000171843;ENSG00000182197;ENSG00000183098;ENSG00000184384;ENSG00000185070;ENSG00000185630;ENSG00000205213","FGFR2;RARB;ERC1;GLI3;CUX2;SEMA5A;PDE4D;EXOC4;EPHA7;ARHGAP24;FRAS1;TMEM117;TENM4;HMGA2;GFRA1;FARP1;GRIP1;PSD3;KALRN;MCC;MLLT3;EXT1;GPC6;MAML2;FLRT2;PBX1;LGR4"
"30","GO:0007155","cell adhesion","The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules.","0.82% (11/1348)",0.002372817,2.62,"ENSG00000106571;ENSG00000112902;ENSG00000116117;ENSG00000133401;ENSG00000135333;ENSG00000149256;ENSG00000152818;ENSG00000182197;ENSG00000182985;ENSG00000183098;ENSG00000185070","GLI3;SEMA5A;PARD3B;PDZD2;EPHA7;TENM4;UTRN;EXT1;CADM1;GPC6;FLRT2"
"31","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","The attachment of an adhesion molecule in one cell to a nonidentical adhesion molecule in an adjacent cell.","4.55% (2/44)",0.008260806,2.08,"ENSG00000149256;ENSG00000182985","TENM4;CADM1"
"32","GO:0007166","cell surface receptor signaling pathway","A series of molecular signals initiated by activation of a receptor on the surface of a cell. The pathway begins with binding of an extracellular ligand to a cell surface receptor, or for receptors that signal in the absence of a ligand, by ligand-withdrawal or the activity of a constitutively active receptor. The pathway ends with regulation of a downstream cellular process, e.g. transcription.","0.58% (16/2740)",0.006749317,2.17,"ENSG00000066468;ENSG00000106571;ENSG00000111249;ENSG00000112902;ENSG00000113448;ENSG00000135333;ENSG00000151892;ENSG00000160145;ENSG00000171444;ENSG00000171843;ENSG00000182197;ENSG00000183098;ENSG00000184384;ENSG00000185070;ENSG00000185630;ENSG00000205213","FGFR2;GLI3;CUX2;SEMA5A;PDE4D;EPHA7;GFRA1;KALRN;MCC;MLLT3;EXT1;GPC6;MAML2;FLRT2;PBX1;LGR4"
"33","GO:0007221","positive regulation of transcription of Notch receptor target","The activation of transcription of specific genes as a result of Notch signaling, mediated by the Notch intracellular domain.","11.11% (2/18)",0.001406571,2.85,"ENSG00000184384;ENSG00000185630","MAML2;PBX1"
"34","GO:0007267","cell-cell signaling","Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell.  Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions.","0.77% (12/1550)",0.002263145,2.65,"ENSG00000066468;ENSG00000106571;ENSG00000111249;ENSG00000112902;ENSG00000131558;ENSG00000149948;ENSG00000152767;ENSG00000171444;ENSG00000171843;ENSG00000182197;ENSG00000183098;ENSG00000205213","FGFR2;GLI3;CUX2;SEMA5A;EXOC4;HMGA2;FARP1;MCC;MLLT3;EXT1;GPC6;LGR4"
"35","GO:0007272","ensheathment of neurons","The process in which glial cells envelop neuronal cell bodies and/or axons to form an insulating layer. This can take the form of myelinating or non-myelinating ensheathment.","2.21% (3/136)",0.008688355,2.06,"ENSG00000077092;ENSG00000133812;ENSG00000149256","RARB;SBF2;TENM4"
"36","GO:0007275","multicellular organism development","The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).","0.68% (34/5030)",5.005633e-08,7.3,"ENSG00000066468;ENSG00000067798;ENSG00000077092;ENSG00000082805;ENSG00000106571;ENSG00000111249;ENSG00000112902;ENSG00000120549;ENSG00000131558;ENSG00000133812;ENSG00000135333;ENSG00000138639;ENSG00000138759;ENSG00000149256;ENSG00000149948;ENSG00000151892;ENSG00000152767;ENSG00000152818;ENSG00000155974;ENSG00000160145;ENSG00000162599;ENSG00000171843;ENSG00000173068;ENSG00000173320;ENSG00000182197;ENSG00000182463;ENSG00000182985;ENSG00000183098;ENSG00000183117;ENSG00000184903;ENSG00000185070;ENSG00000185630;ENSG00000205213;ENSG00000257923","FGFR2;NAV3;RARB;ERC1;GLI3;CUX2;SEMA5A;KIAA1217;EXOC4;SBF2;EPHA7;ARHGAP24;FRAS1;TENM4;HMGA2;GFRA1;FARP1;UTRN;GRIP1;KALRN;NFIA;MLLT3;BNC2;STOX2;EXT1;TSHZ2;CADM1;GPC6;CSMD1;IMMP2L;FLRT2;PBX1;LGR4;CUX1"
"37","GO:0007369","gastrulation","A complex and coordinated series of cellular movements that occurs at the end of cleavage during embryonic development of most animals. The details of gastrulation vary from species to species, but usually result in the formation of the three primary germ layers, ectoderm, mesoderm and endoderm.","2.92% (5/171)",0.0001837302,3.74,"ENSG00000066468;ENSG00000131558;ENSG00000149256;ENSG00000149948;ENSG00000182197","FGFR2;EXOC4;TENM4;HMGA2;EXT1"
"38","GO:0007389","pattern specification process","Any developmental process that results in the creation of defined areas or spaces within an organism to which cells respond and eventually are instructed to differentiate.","1.22% (5/410)",0.008674104,2.06,"ENSG00000066468;ENSG00000106571;ENSG00000171843;ENSG00000182197;ENSG00000185630","FGFR2;GLI3;MLLT3;EXT1;PBX1"
"39","GO:0007399","nervous system development","The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state.","0.86% (20/2332)",7.875042e-06,5.1,"ENSG00000066468;ENSG00000067798;ENSG00000077092;ENSG00000106571;ENSG00000111249;ENSG00000112902;ENSG00000133812;ENSG00000135333;ENSG00000149256;ENSG00000151892;ENSG00000152767;ENSG00000155974;ENSG00000160145;ENSG00000162599;ENSG00000182197;ENSG00000183098;ENSG00000184903;ENSG00000185070;ENSG00000185630;ENSG00000257923","FGFR2;NAV3;RARB;GLI3;CUX2;SEMA5A;SBF2;EPHA7;TENM4;GFRA1;FARP1;GRIP1;KALRN;NFIA;EXT1;GPC6;IMMP2L;FLRT2;PBX1;CUX1"
"40","GO:0007409","axonogenesis","De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells.","1.49% (7/469)",0.0005730847,3.24,"ENSG00000066468;ENSG00000106571;ENSG00000112902;ENSG00000135333;ENSG00000151892;ENSG00000182197;ENSG00000185070","FGFR2;GLI3;SEMA5A;EPHA7;GFRA1;EXT1;FLRT2"
"41","GO:0007411","axon guidance","The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues.","2.22% (6/270)",0.0001798065,3.75,"ENSG00000106571;ENSG00000112902;ENSG00000135333;ENSG00000151892;ENSG00000182197;ENSG00000185070","GLI3;SEMA5A;EPHA7;GFRA1;EXT1;FLRT2"
"42","GO:0007416","synapse assembly","The aggregation, arrangement and bonding together of a set of components to form a synapse.  This process ends when the synapse is mature (functional).","2.72% (5/184)",0.0002582463,3.59,"ENSG00000111249;ENSG00000135333;ENSG00000152767;ENSG00000183098;ENSG00000185070","CUX2;EPHA7;FARP1;GPC6;FLRT2"
"43","GO:0007417","central nervous system development","The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord.","0.91% (9/989)",0.003055278,2.51,"ENSG00000066468;ENSG00000077092;ENSG00000106571;ENSG00000112902;ENSG00000135333;ENSG00000149256;ENSG00000182197;ENSG00000184903;ENSG00000185630","FGFR2;RARB;GLI3;SEMA5A;EPHA7;TENM4;EXT1;IMMP2L;PBX1"
"44","GO:0007420","brain development","The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.).","1.09% (8/735)",0.001770477,2.75,"ENSG00000066468;ENSG00000077092;ENSG00000106571;ENSG00000112902;ENSG00000135333;ENSG00000182197;ENSG00000184903;ENSG00000185630","FGFR2;RARB;GLI3;SEMA5A;EPHA7;EXT1;IMMP2L;PBX1"
"45","GO:0007498","mesoderm development","The process whose specific outcome is the progression of the mesoderm over time, from its formation to the mature structure. The mesoderm is the middle germ layer that develops into muscle, bone, cartilage, blood and connective tissue.","3.31% (4/121)",0.0005370077,3.27,"ENSG00000066468;ENSG00000131558;ENSG00000149948;ENSG00000182197","FGFR2;EXOC4;HMGA2;EXT1"
"46","GO:0007507","heart development","The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood.","1.11% (6/539)",0.006246213,2.2,"ENSG00000066468;ENSG00000077092;ENSG00000106571;ENSG00000149256;ENSG00000182197;ENSG00000185070","FGFR2;RARB;GLI3;TENM4;EXT1;FLRT2"
"47","GO:0007548","sex differentiation","The establishment of the sex of an organism by physical differentiation.","1.56% (4/256)",0.008140717,2.09,"ENSG00000183117;ENSG00000184903;ENSG00000185630;ENSG00000205213","CSMD1;IMMP2L;PBX1;LGR4"
"48","GO:0008037","cell recognition","The process in which a cell in an organism interprets its surroundings.","2.22% (3/135)",0.008515074,2.07,"ENSG00000112902;ENSG00000182197;ENSG00000182985","SEMA5A;EXT1;CADM1"
"49","GO:0008366","axon ensheathment","Any process in which the axon of a neuron is insulated, and that insulation maintained, thereby preventing dispersion of the electrical signal.","2.21% (3/136)",0.008688355,2.06,"ENSG00000077092;ENSG00000133812;ENSG00000149256","RARB;SBF2;TENM4"
"50","GO:0008543","fibroblast growth factor receptor signaling pathway","The series of molecular signals generated as a consequence of a fibroblast growth factor receptor binding to one of its physiological ligands.","2.75% (3/109)",0.004715848,2.33,"ENSG00000066468;ENSG00000182197;ENSG00000185070","FGFR2;EXT1;FLRT2"
"51","GO:0009653","anatomical structure morphogenesis","The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form.","0.85% (22/2590)",2.373562e-06,5.62,"ENSG00000066468;ENSG00000077092;ENSG00000106571;ENSG00000111249;ENSG00000112902;ENSG00000131558;ENSG00000135333;ENSG00000138639;ENSG00000138759;ENSG00000149256;ENSG00000149948;ENSG00000151892;ENSG00000152767;ENSG00000155974;ENSG00000171843;ENSG00000182197;ENSG00000183098;ENSG00000183117;ENSG00000185070;ENSG00000185630;ENSG00000205213;ENSG00000257923","FGFR2;RARB;GLI3;CUX2;SEMA5A;EXOC4;EPHA7;ARHGAP24;FRAS1;TENM4;HMGA2;GFRA1;FARP1;GRIP1;MLLT3;EXT1;GPC6;CSMD1;FLRT2;PBX1;LGR4;CUX1"
"52","GO:0009790","embryo development","The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant.","1.09% (11/1005)",0.0002037733,3.69,"ENSG00000066468;ENSG00000077092;ENSG00000106571;ENSG00000120549;ENSG00000131558;ENSG00000138759;ENSG00000149256;ENSG00000149948;ENSG00000173320;ENSG00000182197;ENSG00000185630","FGFR2;RARB;GLI3;KIAA1217;EXOC4;FRAS1;TENM4;HMGA2;STOX2;EXT1;PBX1"
"53","GO:0009887","animal organ morphogenesis","Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions.","1.18% (12/1021)",4.918493e-05,4.31,"ENSG00000066468;ENSG00000077092;ENSG00000106571;ENSG00000131558;ENSG00000138759;ENSG00000171843;ENSG00000182197;ENSG00000183098;ENSG00000183117;ENSG00000185070;ENSG00000185630;ENSG00000205213","FGFR2;RARB;GLI3;EXOC4;FRAS1;MLLT3;EXT1;GPC6;CSMD1;FLRT2;PBX1;LGR4"
"54","GO:0009888","tissue development","The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure.","0.96% (18/1880)",6.110043e-06,5.21,"ENSG00000066468;ENSG00000077092;ENSG00000106571;ENSG00000112902;ENSG00000113448;ENSG00000131558;ENSG00000135333;ENSG00000138639;ENSG00000138759;ENSG00000149256;ENSG00000149948;ENSG00000171843;ENSG00000173068;ENSG00000182197;ENSG00000183098;ENSG00000183117;ENSG00000185630;ENSG00000205213","FGFR2;RARB;GLI3;SEMA5A;PDE4D;EXOC4;EPHA7;ARHGAP24;FRAS1;TENM4;HMGA2;MLLT3;BNC2;EXT1;GPC6;CSMD1;PBX1;LGR4"
"55","GO:0009954","proximal/distal pattern formation","The regionalization process in which specific areas of cell differentiation are determined along a proximal/distal axis. The proximal/distal axis is defined by a line that runs from main body (proximal end) of an organism outward (distal end).","6.25% (2/32)",0.004435151,2.35,"ENSG00000106571;ENSG00000185630","GLI3;PBX1"
"56","GO:0010092","specification of animal organ identity","The regionalization process in which the identity of an animal organ primordium is specified. Identity is considered to be the aggregate of characteristics by which a structure is recognized.","8.33% (3/36)",0.0001879806,3.73,"ENSG00000066468;ENSG00000106571;ENSG00000182197","FGFR2;GLI3;EXT1"
"57","GO:0010720","positive regulation of cell development","Any process that increases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate.","1.31% (7/533)",0.001214437,2.92,"ENSG00000077092;ENSG00000106571;ENSG00000111249;ENSG00000112902;ENSG00000149256;ENSG00000155974;ENSG00000257923","RARB;GLI3;CUX2;SEMA5A;TENM4;GRIP1;CUX1"
"58","GO:0016055","Wnt signaling pathway","The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell and ending with a change in cell state.","1.59% (8/502)",0.0001419634,3.85,"ENSG00000066468;ENSG00000106571;ENSG00000112902;ENSG00000171444;ENSG00000171843;ENSG00000182197;ENSG00000183098;ENSG00000205213","FGFR2;GLI3;SEMA5A;MCC;MLLT3;EXT1;GPC6;LGR4"
"59","GO:0016358","dendrite development","The process whose specific outcome is the progression of the dendrite over time, from its formation to the mature structure.","1.64% (4/244)",0.006894592,2.16,"ENSG00000111249;ENSG00000152767;ENSG00000155974;ENSG00000257923","CUX2;FARP1;GRIP1;CUX1"
"60","GO:0017145","stem cell division","The self-renewing division of a stem cell. A stem cell is an undifferentiated cell, in the embryo or adult, that can undergo unlimited division and give rise to one or several different cell types.","6.82% (3/44)",0.0003426531,3.47,"ENSG00000066468;ENSG00000171843;ENSG00000182197","FGFR2;MLLT3;EXT1"
"61","GO:0021544","subpallium development","The process whose specific outcome is the progression of the subpallium over time, from its formation to the mature structure. The subpallium is the base region of the telencephalon.","8.7% (2/23)",0.002302955,2.64,"ENSG00000077092;ENSG00000106571","RARB;GLI3"
"62","GO:0021545","cranial nerve development","The process whose specific outcome is the progression of the cranial nerves over time, from its formation to the mature structure. The cranial nerves are composed of twelve pairs of nerves that emanate from the nervous tissue of the hindbrain. These nerves are sensory, motor, or mixed in nature, and provide the motor and general sensory innervation of the head, neck and viscera. They mediate vision, hearing, olfaction and taste and carry the parasympathetic innervation of the autonomic ganglia that control visceral functions.","4.44% (2/45)",0.008627991,2.06,"ENSG00000106571;ENSG00000182197","GLI3;EXT1"
