"","GO.ID","term","definition","condition.genes_frequency","condition.pvalue","condition.-log10_pvalue","condition.Significant_genes","condition.Significant_genes_symbol"
"11","GO:0007275","multicellular organism development","The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).","0.64% (32/5030)",2.320695e-06,5.63,"ENSG00000041515;ENSG00000069667;ENSG00000075213;ENSG00000078018;ENSG00000100095;ENSG00000100354;ENSG00000116106;ENSG00000124788;ENSG00000134775;ENSG00000135048;ENSG00000140262;ENSG00000144218;ENSG00000144283;ENSG00000144730;ENSG00000145934;ENSG00000158321;ENSG00000164690;ENSG00000168280;ENSG00000169760;ENSG00000170381;ENSG00000180357;ENSG00000182168;ENSG00000182667;ENSG00000185483;ENSG00000188517;ENSG00000189120;ENSG00000196628;ENSG00000198626;ENSG00000198795;ENSG00000204262;ENSG00000218336;ENSG00000276644","MYO16;RORA;SEMA3A;MAP2;SEZ6L;TNRC6B;EPHA4;ATXN1;FHOD3;CEMIP2;TCF12;AFF3;PKP4;IL17RD;TENM2;AUTS2;SHH;KIF5C;NLGN1;SEMA3E;ZNF609;UNC5C;NTM;ROR1;COL25A1;SP6;TCF4;RYR2;ZNF521;COL5A2;TENM3;DACH1"
"12","GO:0007399","nervous system development","The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state.","0.94% (22/2332)",5.951252e-07,6.23,"ENSG00000041515;ENSG00000069667;ENSG00000075213;ENSG00000078018;ENSG00000100095;ENSG00000116106;ENSG00000124788;ENSG00000140262;ENSG00000145934;ENSG00000158321;ENSG00000164690;ENSG00000168280;ENSG00000169760;ENSG00000170381;ENSG00000180357;ENSG00000182168;ENSG00000182667;ENSG00000185483;ENSG00000188517;ENSG00000196628;ENSG00000198795;ENSG00000218336","MYO16;RORA;SEMA3A;MAP2;SEZ6L;EPHA4;ATXN1;TCF12;TENM2;AUTS2;SHH;KIF5C;NLGN1;SEMA3E;ZNF609;UNC5C;NTM;ROR1;COL25A1;TCF4;ZNF521;TENM3"
"13","GO:0007409","axonogenesis","De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells.","1.92% (9/469)",1.426356e-05,4.85,"ENSG00000075213;ENSG00000078018;ENSG00000116106;ENSG00000158321;ENSG00000164690;ENSG00000168280;ENSG00000170381;ENSG00000182168;ENSG00000188517","SEMA3A;MAP2;EPHA4;AUTS2;SHH;KIF5C;SEMA3E;UNC5C;COL25A1"
"14","GO:0007411","axon guidance","The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues.","2.22% (6/270)",0.0002024466,3.69,"ENSG00000075213;ENSG00000116106;ENSG00000164690;ENSG00000168280;ENSG00000170381;ENSG00000182168","SEMA3A;EPHA4;SHH;KIF5C;SEMA3E;UNC5C"
"15","GO:0007413","axonal fasciculation","The collection of axons into a bundle of rods, known as a fascicle.","9.09% (2/22)",0.002196535,2.66,"ENSG00000075213;ENSG00000116106","SEMA3A;EPHA4"
"16","GO:0007417","central nervous system development","The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord.","1.01% (10/989)",0.0009276681,3.03,"ENSG00000041515;ENSG00000069667;ENSG00000075213;ENSG00000078018;ENSG00000100095;ENSG00000116106;ENSG00000124788;ENSG00000164690;ENSG00000182168;ENSG00000185483","MYO16;RORA;SEMA3A;MAP2;SEZ6L;EPHA4;ATXN1;SHH;UNC5C;ROR1"
"17","GO:0007420","brain development","The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.).","0.95% (7/735)",0.008141749,2.09,"ENSG00000041515;ENSG00000069667;ENSG00000075213;ENSG00000100095;ENSG00000124788;ENSG00000164690;ENSG00000182168","MYO16;RORA;SEMA3A;SEZ6L;ATXN1;SHH;UNC5C"
"18","GO:0007431","salivary gland development","The process whose specific outcome is the progression of the salivary gland over time, from its formation to the mature structure. Salivary glands include any of the saliva-secreting exocrine glands of the oral cavity.","5.56% (2/36)",0.005823276,2.23,"ENSG00000075213;ENSG00000164690","SEMA3A;SHH"
"19","GO:0007435","salivary gland morphogenesis","The process in which the anatomical structures of the salivary gland are generated and organized.","6.06% (2/33)",0.004910134,2.31,"ENSG00000075213;ENSG00000164690","SEMA3A;SHH"
"20","GO:0008037","cell recognition","The process in which a cell in an organism interprets its surroundings.","2.22% (3/135)",0.00902422,2.04,"ENSG00000075213;ENSG00000116106;ENSG00000182667","SEMA3A;EPHA4;NTM"
"21","GO:0008038","neuron recognition","The process in which a neuronal cell in a multicellular organism interprets its surroundings.","6.12% (3/49)",0.0005017928,3.3,"ENSG00000075213;ENSG00000116106;ENSG00000182667","SEMA3A;EPHA4;NTM"
"22","GO:0008045","motor neuron axon guidance","The process in which the migration of an axon growth cone of a motor neuron is directed to a specific target site in response to a combination of attractive and repulsive cues.","10.71% (3/28)",9.350473e-05,4.03,"ENSG00000075213;ENSG00000116106;ENSG00000168280","SEMA3A;EPHA4;KIF5C"
"23","GO:0009653","anatomical structure morphogenesis","The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form.","0.81% (21/2590)",1.490971e-05,4.83,"ENSG00000041515;ENSG00000069667;ENSG00000075213;ENSG00000078018;ENSG00000116106;ENSG00000134775;ENSG00000135048;ENSG00000144218;ENSG00000158321;ENSG00000164690;ENSG00000168280;ENSG00000169760;ENSG00000170381;ENSG00000182168;ENSG00000185483;ENSG00000188517;ENSG00000189120;ENSG00000196628;ENSG00000198626;ENSG00000204262;ENSG00000218336","MYO16;RORA;SEMA3A;MAP2;EPHA4;FHOD3;CEMIP2;AFF3;AUTS2;SHH;KIF5C;NLGN1;SEMA3E;UNC5C;ROR1;COL25A1;SP6;TCF4;RYR2;COL5A2;TENM3"
"24","GO:0010720","positive regulation of cell development","Any process that increases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate.","1.69% (9/533)",3.912273e-05,4.41,"ENSG00000075213;ENSG00000116106;ENSG00000140262;ENSG00000164690;ENSG00000169760;ENSG00000180357;ENSG00000185483;ENSG00000196628;ENSG00000218336","SEMA3A;EPHA4;TCF12;SHH;NLGN1;ZNF609;ROR1;TCF4;TENM3"
"25","GO:0010721","negative regulation of cell development","Any process that decreases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate.","1.9% (6/316)",0.0004699347,3.33,"ENSG00000075213;ENSG00000078018;ENSG00000116106;ENSG00000164690;ENSG00000169760;ENSG00000170381","SEMA3A;MAP2;EPHA4;SHH;NLGN1;SEMA3E"
"26","GO:0010769","regulation of cell morphogenesis involved in differentiation","Any process that modulates the frequency, rate or extent of cell morphogenesis contributing to cell differentiation. Cell morphogenesis involved in differentiation is the change in form (cell shape and size) that occurs when relatively unspecialized cells acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history.","1.63% (5/306)",0.002780566,2.56,"ENSG00000075213;ENSG00000078018;ENSG00000116106;ENSG00000169760;ENSG00000170381","SEMA3A;MAP2;EPHA4;NLGN1;SEMA3E"
"27","GO:0010771","negative regulation of cell morphogenesis involved in differentiation","Any process that decreases the frequency, rate or extent of cell morphogenesis contributing to cell differentiation. Cell morphogenesis involved in differentiation is the change in form (cell shape and size) that occurs when relatively unspecialized cells acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history.","4% (4/100)",0.0002821788,3.55,"ENSG00000075213;ENSG00000078018;ENSG00000169760;ENSG00000170381","SEMA3A;MAP2;NLGN1;SEMA3E"
"28","GO:0010975","regulation of neuron projection development","Any process that modulates the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites).","1.38% (7/507)",0.001032332,2.99,"ENSG00000075213;ENSG00000078018;ENSG00000116106;ENSG00000169760;ENSG00000170381;ENSG00000185483;ENSG00000218336","SEMA3A;MAP2;EPHA4;NLGN1;SEMA3E;ROR1;TENM3"
"29","GO:0010977","negative regulation of neuron projection development","Any process that decreases the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites).","3.27% (5/153)",0.0001207718,3.92,"ENSG00000075213;ENSG00000078018;ENSG00000116106;ENSG00000169760;ENSG00000170381","SEMA3A;MAP2;EPHA4;NLGN1;SEMA3E"
"30","GO:0014031","mesenchymal cell development","The process aimed at the progression of a mesenchymal cell over time, from initial commitment of the cell to its specific fate, to the fully functional differentiated cell.","3.61% (3/83)",0.002320132,2.63,"ENSG00000075213;ENSG00000164690;ENSG00000170381","SEMA3A;SHH;SEMA3E"
"31","GO:0014032","neural crest cell development","The process aimed at the progression of a neural crest cell over time, from initial commitment of the cell to its specific fate, to the fully functional differentiated cell.","3.8% (3/79)",0.002014685,2.7,"ENSG00000075213;ENSG00000164690;ENSG00000170381","SEMA3A;SHH;SEMA3E"
"32","GO:0014033","neural crest cell differentiation","The process in which a relatively unspecialized cell acquires specialized features of a neural crest cell.","3.41% (3/88)",0.002740404,2.56,"ENSG00000075213;ENSG00000164690;ENSG00000170381","SEMA3A;SHH;SEMA3E"
"33","GO:0016358","dendrite development","The process whose specific outcome is the progression of the dendrite over time, from its formation to the mature structure.","1.64% (4/244)",0.007427801,2.13,"ENSG00000075213;ENSG00000078018;ENSG00000116106;ENSG00000169760","SEMA3A;MAP2;EPHA4;NLGN1"
"34","GO:0021534","cell proliferation in hindbrain","The multiplication or reproduction of cells, resulting in the expansion of a cell population in the hindbrain.","12.5% (2/16)",0.001155021,2.94,"ENSG00000069667;ENSG00000164690","RORA;SHH"
"35","GO:0021549","cerebellum development","The process whose specific outcome is the progression of the cerebellum over time, from its formation to the mature structure. The cerebellum is the portion of the brain in the back of the head between the cerebrum and the pons. In mice, the cerebellum controls balance for walking and standing, modulates the force and range of movement and is involved in the learning of motor skills.","2.86% (3/105)",0.004508169,2.35,"ENSG00000041515;ENSG00000069667;ENSG00000100095","MYO16;RORA;SEZ6L"
"36","GO:0021680","cerebellar Purkinje cell layer development","The process whose specific outcome is the progression of the cerebellar Purkinje cell layer over time, from its formation to the mature structure. The Purkinje cell layer lies just underneath the molecular layer of the cerebellar cortex. It contains the neuronal cell bodies of the Purkinje cells that are arranged side by side in a single layer. Candelabrum interneurons are vertically oriented between the Purkinje cells. Purkinje neurons are inhibitory and provide the output of the cerebellar cortex through axons that project into the white matter. Extensive dendritic trees from the Purkinje cells extend upward in a single plane into the molecular layer where they synapse with parallel fibers of granule cells.","6.25% (2/32)",0.004621883,2.34,"ENSG00000069667;ENSG00000100095","RORA;SEZ6L"
"37","GO:0021924","cell proliferation in external granule layer","The multiplication or reproduction of neuroblasts resulting in the expansion of a cell population in the external granule layer of the hindbrain. The external granule layer is the layer that originates from the rostral half of the rhombic lip in the first rhombomere.","13.33% (2/15)",0.001012695,2.99,"ENSG00000069667;ENSG00000164690","RORA;SHH"
"38","GO:0021930","cerebellar granule cell precursor proliferation","The multiplication or reproduction of neuroblasts that will give rise to granule cells. A granule cell is a glutamatergic interneuron found in the cerebellar cortex.","13.33% (2/15)",0.001012695,2.99,"ENSG00000069667;ENSG00000164690","RORA;SHH"
"39","GO:0021953","central nervous system neuron differentiation","The process in which a relatively unspecialized cell acquires specialized features of a neuron whose cell body resides in the central nervous system.","2.7% (5/185)",0.0002926885,3.53,"ENSG00000069667;ENSG00000075213;ENSG00000078018;ENSG00000116106;ENSG00000164690","RORA;SEMA3A;MAP2;EPHA4;SHH"
"40","GO:0021954","central nervous system neuron development","The process whose specific outcome is the progression of a neuron whose cell body is located in the central nervous system, from initial commitment of the cell to a neuronal fate, to the fully functional differentiated neuron.","3.75% (3/80)",0.002088534,2.68,"ENSG00000075213;ENSG00000078018;ENSG00000116106","SEMA3A;MAP2;EPHA4"
"41","GO:0022008","neurogenesis","Generation of cells within the nervous system.","1.24% (20/1611)",2.878669e-08,7.54,"ENSG00000041515;ENSG00000069667;ENSG00000075213;ENSG00000078018;ENSG00000116106;ENSG00000140262;ENSG00000145934;ENSG00000158321;ENSG00000164690;ENSG00000168280;ENSG00000169760;ENSG00000170381;ENSG00000180357;ENSG00000182168;ENSG00000182667;ENSG00000185483;ENSG00000188517;ENSG00000196628;ENSG00000198795;ENSG00000218336","MYO16;RORA;SEMA3A;MAP2;EPHA4;TCF12;TENM2;AUTS2;SHH;KIF5C;NLGN1;SEMA3E;ZNF609;UNC5C;NTM;ROR1;COL25A1;TCF4;ZNF521;TENM3"
"42","GO:0022037","metencephalon development","The process whose specific outcome is the progression of the metencephalon over time, from its formation to the mature structure.","2.65% (3/113)",0.00553178,2.26,"ENSG00000041515;ENSG00000069667;ENSG00000100095","MYO16;RORA;SEZ6L"
"43","GO:0022603","regulation of anatomical structure morphogenesis","Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis.","1.02% (11/1075)",0.0004439609,3.35,"ENSG00000075213;ENSG00000078018;ENSG00000116106;ENSG00000135048;ENSG00000164690;ENSG00000169760;ENSG00000170381;ENSG00000185483;ENSG00000189120;ENSG00000196628;ENSG00000204262","SEMA3A;MAP2;EPHA4;CEMIP2;SHH;NLGN1;SEMA3E;ROR1;SP6;TCF4;COL5A2"
"44","GO:0022610","biological adhesion","The attachment of a cell or organism to a substrate, another cell, or other organism. Biological adhesion includes intracellular attachment between membrane regions.","0.74% (10/1353)",0.009033817,2.04,"ENSG00000114204;ENSG00000116106;ENSG00000144283;ENSG00000145934;ENSG00000164690;ENSG00000165816;ENSG00000169760;ENSG00000170381;ENSG00000182667;ENSG00000218336","SERPINI2;EPHA4;PKP4;TENM2;SHH;VWA2;NLGN1;SEMA3E;NTM;TENM3"
"45","GO:0030030","cell projection organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon.","0.9% (14/1547)",0.0002238649,3.65,"ENSG00000041515;ENSG00000075213;ENSG00000078018;ENSG00000116106;ENSG00000145934;ENSG00000158321;ENSG00000164690;ENSG00000168280;ENSG00000169760;ENSG00000170381;ENSG00000182168;ENSG00000185483;ENSG00000188517;ENSG00000218336","MYO16;SEMA3A;MAP2;EPHA4;TENM2;AUTS2;SHH;KIF5C;NLGN1;SEMA3E;UNC5C;ROR1;COL25A1;TENM3"
"46","GO:0030154","cell differentiation","The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state.","0.65% (25/3846)",7.02724e-05,4.15,"ENSG00000041515;ENSG00000069667;ENSG00000075213;ENSG00000078018;ENSG00000100354;ENSG00000116106;ENSG00000134775;ENSG00000140262;ENSG00000144283;ENSG00000144730;ENSG00000145934;ENSG00000158321;ENSG00000164690;ENSG00000168280;ENSG00000169760;ENSG00000170381;ENSG00000180357;ENSG00000182168;ENSG00000182667;ENSG00000185483;ENSG00000188517;ENSG00000196628;ENSG00000198795;ENSG00000204262;ENSG00000218336","MYO16;RORA;SEMA3A;MAP2;TNRC6B;EPHA4;FHOD3;TCF12;PKP4;IL17RD;TENM2;AUTS2;SHH;KIF5C;NLGN1;SEMA3E;ZNF609;UNC5C;NTM;ROR1;COL25A1;TCF4;ZNF521;COL5A2;TENM3"
"47","GO:0030182","neuron differentiation","The process in which a relatively unspecialized cell acquires specialized features of a neuron.","1.4% (19/1355)",1.040012e-08,7.98,"ENSG00000041515;ENSG00000069667;ENSG00000075213;ENSG00000078018;ENSG00000116106;ENSG00000140262;ENSG00000145934;ENSG00000158321;ENSG00000164690;ENSG00000168280;ENSG00000169760;ENSG00000170381;ENSG00000182168;ENSG00000182667;ENSG00000185483;ENSG00000188517;ENSG00000196628;ENSG00000198795;ENSG00000218336","MYO16;RORA;SEMA3A;MAP2;EPHA4;TCF12;TENM2;AUTS2;SHH;KIF5C;NLGN1;SEMA3E;UNC5C;NTM;ROR1;COL25A1;TCF4;ZNF521;TENM3"
"48","GO:0030516","regulation of axon extension","Any process that modulates the rate, direction or extent of axon extension.","3.12% (3/96)",0.003505321,2.46,"ENSG00000075213;ENSG00000078018;ENSG00000170381","SEMA3A;MAP2;SEMA3E"
"49","GO:0030517","negative regulation of axon extension","Any process that stops, prevents, or reduces the frequency, rate or extent of axon outgrowth.","6.98% (3/43)",0.0003406438,3.47,"ENSG00000075213;ENSG00000078018;ENSG00000170381","SEMA3A;MAP2;SEMA3E"
"50","GO:0030705","cytoskeleton-dependent intracellular transport","The directed movement of substances along cytoskeletal fibers such as microfilaments or microtubules within a cell.","2.01% (4/199)",0.0036259,2.44,"ENSG00000078018;ENSG00000158560;ENSG00000165813;ENSG00000168280","MAP2;DYNC1I1;CCDC186;KIF5C"
"51","GO:0030902","hindbrain development","The process whose specific outcome is the progression of the hindbrain over time, from its formation to the mature structure. The hindbrain is the posterior of the three primary divisions of the developing chordate brain, or the corresponding part of the adult brain (in vertebrates, includes the cerebellum, pons, and medulla oblongata and controls the autonomic functions and equilibrium).","2.63% (4/152)",0.001363163,2.87,"ENSG00000041515;ENSG00000069667;ENSG00000100095;ENSG00000164690","MYO16;RORA;SEZ6L;SHH"
"52","GO:0031175","neuron projection development","The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites).","1.32% (13/986)",8.219987e-06,5.09,"ENSG00000041515;ENSG00000075213;ENSG00000078018;ENSG00000116106;ENSG00000158321;ENSG00000164690;ENSG00000168280;ENSG00000169760;ENSG00000170381;ENSG00000182168;ENSG00000185483;ENSG00000188517;ENSG00000218336","MYO16;SEMA3A;MAP2;EPHA4;AUTS2;SHH;KIF5C;NLGN1;SEMA3E;UNC5C;ROR1;COL25A1;TENM3"
"53","GO:0031344","regulation of cell projection organization","Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections.","1.3% (9/691)",0.0002824139,3.55,"ENSG00000075213;ENSG00000078018;ENSG00000116106;ENSG00000145934;ENSG00000158321;ENSG00000169760;ENSG00000170381;ENSG00000185483;ENSG00000218336","SEMA3A;MAP2;EPHA4;TENM2;AUTS2;NLGN1;SEMA3E;ROR1;TENM3"
"54","GO:0031345","negative regulation of cell projection organization","Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections.","2.69% (5/186)",0.0003000616,3.52,"ENSG00000075213;ENSG00000078018;ENSG00000116106;ENSG00000169760;ENSG00000170381","SEMA3A;MAP2;EPHA4;NLGN1;SEMA3E"
"55","GO:0031346","positive regulation of cell projection organization","Any process that activates or increases the frequency, rate or extent of the process involved in the formation, arrangement of constituent parts, or disassembly of cell projections.","1.57% (6/383)",0.001279929,2.89,"ENSG00000116106;ENSG00000145934;ENSG00000158321;ENSG00000169760;ENSG00000185483;ENSG00000218336","EPHA4;TENM2;AUTS2;NLGN1;ROR1;TENM3"
"56","GO:0032501","multicellular organismal process","Any biological process, occurring at the level of a multicellular organism, pertinent to its function.","0.5% (33/6648)",0.000469889,3.33,"ENSG00000041515;ENSG00000069667;ENSG00000075213;ENSG00000078018;ENSG00000083067;ENSG00000100095;ENSG00000100354;ENSG00000116106;ENSG00000124788;ENSG00000134775;ENSG00000135048;ENSG00000140262;ENSG00000144218;ENSG00000144283;ENSG00000144730;ENSG00000145934;ENSG00000158321;ENSG00000164690;ENSG00000168280;ENSG00000169760;ENSG00000170381;ENSG00000180357;ENSG00000182168;ENSG00000182667;ENSG00000185483;ENSG00000188517;ENSG00000189120;ENSG00000196628;ENSG00000198626;ENSG00000198795;ENSG00000204262;ENSG00000218336;ENSG00000276644","MYO16;RORA;SEMA3A;MAP2;TRPM3;SEZ6L;TNRC6B;EPHA4;ATXN1;FHOD3;CEMIP2;TCF12;AFF3;PKP4;IL17RD;TENM2;AUTS2;SHH;KIF5C;NLGN1;SEMA3E;ZNF609;UNC5C;NTM;ROR1;COL25A1;SP6;TCF4;RYR2;ZNF521;COL5A2;TENM3;DACH1"
"57","GO:0032502","developmental process","A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition.","0.55% (32/5818)",7.260842e-05,4.14,"ENSG00000041515;ENSG00000069667;ENSG00000075213;ENSG00000078018;ENSG00000100095;ENSG00000100354;ENSG00000116106;ENSG00000124788;ENSG00000134775;ENSG00000135048;ENSG00000140262;ENSG00000144218;ENSG00000144283;ENSG00000144730;ENSG00000145934;ENSG00000158321;ENSG00000164690;ENSG00000168280;ENSG00000169760;ENSG00000170381;ENSG00000180357;ENSG00000182168;ENSG00000182667;ENSG00000185483;ENSG00000188517;ENSG00000189120;ENSG00000196628;ENSG00000198626;ENSG00000198795;ENSG00000204262;ENSG00000218336;ENSG00000276644","MYO16;RORA;SEMA3A;MAP2;SEZ6L;TNRC6B;EPHA4;ATXN1;FHOD3;CEMIP2;TCF12;AFF3;PKP4;IL17RD;TENM2;AUTS2;SHH;KIF5C;NLGN1;SEMA3E;ZNF609;UNC5C;NTM;ROR1;COL25A1;SP6;TCF4;RYR2;ZNF521;COL5A2;TENM3;DACH1"
"58","GO:0032989","cellular component morphogenesis","The process in which cellular structures, including whole cells or cell parts, are generated and organized.","1.08% (12/1107)",0.0001338601,3.87,"ENSG00000041515;ENSG00000075213;ENSG00000078018;ENSG00000116106;ENSG00000134775;ENSG00000158321;ENSG00000164690;ENSG00000168280;ENSG00000169760;ENSG00000170381;ENSG00000182168;ENSG00000188517","MYO16;SEMA3A;MAP2;EPHA4;FHOD3;AUTS2;SHH;KIF5C;NLGN1;SEMA3E;UNC5C;COL25A1"
"59","GO:0032990","cell part morphogenesis","The process in which the anatomical structures of a cell part are generated and organized.","1.59% (11/691)",8.191233e-06,5.09,"ENSG00000041515;ENSG00000075213;ENSG00000078018;ENSG00000116106;ENSG00000158321;ENSG00000164690;ENSG00000168280;ENSG00000169760;ENSG00000170381;ENSG00000182168;ENSG00000188517","MYO16;SEMA3A;MAP2;EPHA4;AUTS2;SHH;KIF5C;NLGN1;SEMA3E;UNC5C;COL25A1"
"60","GO:0035116","embryonic hindlimb morphogenesis","The process, occurring in the embryo, by which the anatomical structures of the hindlimbs are generated and organized. The hindlimbs are the posterior limbs of an animal.","7.14% (2/28)",0.003550933,2.45,"ENSG00000144218;ENSG00000164690","AFF3;SHH"
"61","GO:0035137","hindlimb morphogenesis","The process in which the anatomical structures of the hindlimb are generated and organized.","5.56% (2/36)",0.005823276,2.23,"ENSG00000144218;ENSG00000164690","AFF3;SHH"
"62","GO:0035272","exocrine system development","Progression of the exocrine system over time, from its formation to a mature structure. The exocrine system is a system of hormones and glands, where the glands secrete straight to a target site via ducts or tubes. The human exocrine system includes the salivary glands, sweat glands and many glands of the digestive system.","4.35% (2/46)",0.009375711,2.03,"ENSG00000075213;ENSG00000164690","SEMA3A;SHH"
