"","GO.ID","term","definition","condition.genes_frequency","condition.pvalue","condition.-log10_pvalue","condition.Significant_genes","condition.Significant_genes_symbol"
"11","GO:0001764","neuron migration","The characteristic movement of an immature neuron from germinal zones to specific positions where they will reside as they mature.","3.16% (5/158)",0.0001404618,3.85,"ENSG00000119042;ENSG00000129682;ENSG00000168542;ENSG00000185532;ENSG00000185737","SATB2;FGF13;COL3A1;PRKG1;NRG3"
"12","GO:0001838","embryonic epithelial tube formation","The morphogenesis of an embryonic epithelium into a tube-shaped structure.","3.2% (4/125)",0.0006580489,3.18,"ENSG00000139174;ENSG00000164741;ENSG00000169554;ENSG00000185920","PRICKLE1;DLC1;ZEB2;PTCH1"
"13","GO:0001841","neural tube formation","The formation of a tube from the flat layer of ectodermal cells known as the neural plate. This will give rise to the central nervous system.","3.77% (4/106)",0.0003525324,3.45,"ENSG00000139174;ENSG00000164741;ENSG00000169554;ENSG00000185920","PRICKLE1;DLC1;ZEB2;PTCH1"
"14","GO:0001843","neural tube closure","The last step in the formation of the neural tube, where the paired neural folds are brought together and fuse at the dorsal midline.","4.35% (4/92)",0.0002048488,3.69,"ENSG00000139174;ENSG00000164741;ENSG00000169554;ENSG00000185920","PRICKLE1;DLC1;ZEB2;PTCH1"
"15","GO:0001944","vasculature development","The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism.","1.25% (9/718)",0.0003746464,3.43,"ENSG00000048052;ENSG00000112562;ENSG00000116132;ENSG00000139174;ENSG00000168542;ENSG00000169855;ENSG00000179915;ENSG00000184304;ENSG00000185008","HDAC9;SMOC2;PRRX1;PRICKLE1;COL3A1;ROBO1;NRXN1;PRKD1;ROBO2"
"16","GO:0001952","regulation of cell-matrix adhesion","Any process that modulates the frequency, rate or extent of attachment of a cell to the extracellular matrix.","2.5% (3/120)",0.006533233,2.18,"ENSG00000044524;ENSG00000164741;ENSG00000198947","EPHA3;DLC1;DMD"
"17","GO:0002076","osteoblast development","The process whose specific outcome is the progression of an osteoblast over time, from its formation to the mature structure. Osteoblast development does not include the steps involved in committing a cranial neural crest cell or an osteoprogenitor cell to an osteoblast fate. An osteoblast is a cell that gives rise to bone.","11.76% (2/17)",0.001306371,2.88,"ENSG00000119042;ENSG00000124813","SATB2;RUNX2"
"18","GO:0003007","heart morphogenesis","The developmental process in which the heart is generated and organized. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood.","2.09% (5/239)",0.0009383086,3.03,"ENSG00000164741;ENSG00000169855;ENSG00000184347;ENSG00000185008;ENSG00000185920","DLC1;ROBO1;SLIT3;ROBO2;PTCH1"
"19","GO:0003012","muscle system process","A organ system process carried out at the level of a muscle. Muscle tissue is composed of contractile cells or fibers.","1.22% (5/411)",0.009566277,2.02,"ENSG00000129682;ENSG00000138735;ENSG00000165995;ENSG00000185532;ENSG00000198947","FGF13;PDE5A;CACNB2;PRKG1;DMD"
"20","GO:0003128","heart field specification","The process that results in the delineation of a specific region of the lateral mesoderm into the area in which the heart will develop.","11.11% (2/18)",0.00146669,2.83,"ENSG00000169855;ENSG00000185008","ROBO1;ROBO2"
"21","GO:0003129","heart induction","The close range interaction between mesoderm and endoderm or ectoderm that causes cells to change their fates and specify the development of the heart.","20% (2/10)",0.0004384396,3.36,"ENSG00000169855;ENSG00000185008","ROBO1;ROBO2"
"22","GO:0003148","outflow tract septum morphogenesis","The process in which the anatomical structures of the outflow tract septum are generated and organized. The outflow tract septum is a partition in the outflow tract.","8% (2/25)",0.002835364,2.55,"ENSG00000169855;ENSG00000185008","ROBO1;ROBO2"
"23","GO:0003156","regulation of animal organ formation","Any process that modulates the rate, frequency or extent of animal organ formation. Organ formation is the process pertaining to the initial formation of an organ from unspecified parts. The process begins with the specific processes that contribute to the appearance of the discrete structure, such as inductive events, and ends when the structural rudiment of the organ is recognizable, such as a condensation of mesenchymal cells into the organ rudiment.","5.56% (2/36)",0.005823276,2.23,"ENSG00000169855;ENSG00000185008","ROBO1;ROBO2"
"24","GO:0003170","heart valve development","The progression of a heart valve over time, from its formation to the mature structure. A heart valve is a structure that restricts the flow of blood to different regions of the heart and forms from an endocardial cushion.","5.08% (3/59)",0.0008659031,3.06,"ENSG00000169855;ENSG00000184347;ENSG00000185008","ROBO1;SLIT3;ROBO2"
"25","GO:0003176","aortic valve development","The progression of the aortic valve over time, from its formation to the mature structure.","9.68% (3/31)",0.0001274412,3.89,"ENSG00000169855;ENSG00000184347;ENSG00000185008","ROBO1;SLIT3;ROBO2"
"26","GO:0003177","pulmonary valve development","The progression of the pulmonary valve over time, from its formation to the mature structure.","9.52% (2/21)",0.0020009,2.7,"ENSG00000169855;ENSG00000185008","ROBO1;ROBO2"
"27","GO:0003179","heart valve morphogenesis","The process in which the structure of a heart valve is generated and organized.","6% (3/50)",0.0005326337,3.27,"ENSG00000169855;ENSG00000184347;ENSG00000185008","ROBO1;SLIT3;ROBO2"
"28","GO:0003180","aortic valve morphogenesis","The process in which the structure of the aortic valve is generated and organized.","11.54% (3/26)",7.454238e-05,4.13,"ENSG00000169855;ENSG00000184347;ENSG00000185008","ROBO1;SLIT3;ROBO2"
"29","GO:0003184","pulmonary valve morphogenesis","The process in which the structure of the pulmonary valve is generated and organized.","11.76% (2/17)",0.001306371,2.88,"ENSG00000169855;ENSG00000185008","ROBO1;ROBO2"
"30","GO:0003197","endocardial cushion development","The progression of a cardiac cushion over time, from its initial formation to the mature structure. The endocardial cushion is a specialized region of mesenchymal cells that will give rise to the heart septa and valves.","4.76% (2/42)",0.007862669,2.1,"ENSG00000169855;ENSG00000185008","ROBO1;ROBO2"
"31","GO:0003203","endocardial cushion morphogenesis","The process in which the anatomical structure of the endocardial cushion is generated and organized. The endocardial cushion is a specialized region of mesenchymal cells that will give rise to the heart septa and valves.","6.06% (2/33)",0.004910134,2.31,"ENSG00000169855;ENSG00000185008","ROBO1;ROBO2"
"32","GO:0003206","cardiac chamber morphogenesis","The process in which a cardiac chamber is generated and organized. A cardiac chamber is an enclosed cavity within the heart.","2.46% (3/122)",0.006837907,2.17,"ENSG00000169855;ENSG00000184347;ENSG00000185008","ROBO1;SLIT3;ROBO2"
"33","GO:0003231","cardiac ventricle development","The process whose specific outcome is the progression of a cardiac ventricle over time, from its formation to the mature structure. A cardiac ventricle receives blood from a cardiac atrium and pumps it out of the heart.","2.44% (3/123)",0.006993372,2.16,"ENSG00000169855;ENSG00000184347;ENSG00000185008","ROBO1;SLIT3;ROBO2"
"34","GO:0003272","endocardial cushion formation","The developmental process pertaining to the initial formation of an endocardial cushion. The endocardial cushion is a specialized region of mesenchymal cells that will give rise to the heart septa and valves.","8.33% (2/24)",0.002613822,2.58,"ENSG00000169855;ENSG00000185008","ROBO1;ROBO2"
"35","GO:0003279","cardiac septum development","The progression of a cardiac septum over time, from its initial formation to the mature structure.","2.8% (3/107)",0.004752202,2.32,"ENSG00000169855;ENSG00000184347;ENSG00000185008","ROBO1;SLIT3;ROBO2"
"36","GO:0003281","ventricular septum development","The progression of the ventricular septum over time from its formation to the mature structure.","4.29% (3/70)",0.001422786,2.85,"ENSG00000169855;ENSG00000184347;ENSG00000185008","ROBO1;SLIT3;ROBO2"
"37","GO:0006464","cellular protein modification process","The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications) occurring at the level of an individual cell. Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification).","0.57% (22/3892)",0.002081366,2.68,"ENSG00000038427;ENSG00000044524;ENSG00000048052;ENSG00000121440;ENSG00000129682;ENSG00000133687;ENSG00000138735;ENSG00000139174;ENSG00000150672;ENSG00000153707;ENSG00000164741;ENSG00000168542;ENSG00000169554;ENSG00000169855;ENSG00000174473;ENSG00000179104;ENSG00000179915;ENSG00000183580;ENSG00000184304;ENSG00000185532;ENSG00000185737;ENSG00000198947","VCAN;EPHA3;HDAC9;PDZRN3;FGF13;TMTC1;PDE5A;PRICKLE1;DLG2;PTPRD;DLC1;COL3A1;ZEB2;ROBO1;GALNTL6;TMTC2;NRXN1;FBXL7;PRKD1;PRKG1;NRG3;DMD"
"38","GO:0006493","protein O-linked glycosylation","A protein glycosylation process in which a carbohydrate or carbohydrate derivative unit is added to a protein via the hydroxyl group of peptidyl-serine, peptidyl-threonine, peptidyl-hydroxylysine, or peptidyl-hydroxyproline, or via the phenol group of peptidyl-tyrosine, forming an O-glycan.","3.06% (3/98)",0.003714907,2.43,"ENSG00000133687;ENSG00000174473;ENSG00000179104","TMTC1;GALNTL6;TMTC2"
"39","GO:0006928","movement of cell or subcellular component","The directed, self-propelled movement of a cell or subcellular component without the involvement of an external agent such as a transporter or a pore.","1.05% (21/2004)",2.119304e-07,6.67,"ENSG00000038427;ENSG00000044524;ENSG00000048052;ENSG00000112562;ENSG00000119042;ENSG00000129682;ENSG00000144619;ENSG00000150672;ENSG00000164741;ENSG00000165995;ENSG00000168542;ENSG00000169554;ENSG00000169855;ENSG00000179915;ENSG00000184304;ENSG00000184347;ENSG00000185008;ENSG00000185532;ENSG00000185737;ENSG00000185920;ENSG00000198947","VCAN;EPHA3;HDAC9;SMOC2;SATB2;FGF13;CNTN4;DLG2;DLC1;CACNB2;COL3A1;ZEB2;ROBO1;NRXN1;PRKD1;SLIT3;ROBO2;PRKG1;NRG3;PTCH1;DMD"
"40","GO:0006935","chemotaxis","The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis).","1.75% (10/572)",1.005769e-05,5,"ENSG00000044524;ENSG00000112562;ENSG00000144619;ENSG00000169855;ENSG00000179915;ENSG00000184304;ENSG00000184347;ENSG00000185008;ENSG00000185737;ENSG00000185920","EPHA3;SMOC2;CNTN4;ROBO1;NRXN1;PRKD1;SLIT3;ROBO2;NRG3;PTCH1"
"41","GO:0006936","muscle contraction","A process in which force is generated within muscle tissue, resulting in a change in muscle geometry. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis.","1.54% (5/325)",0.003599785,2.44,"ENSG00000129682;ENSG00000138735;ENSG00000165995;ENSG00000185532;ENSG00000198947","FGF13;PDE5A;CACNB2;PRKG1;DMD"
"42","GO:0006937","regulation of muscle contraction","Any process that modulates the frequency, rate or extent of muscle contraction.","2.63% (4/152)",0.001363163,2.87,"ENSG00000129682;ENSG00000138735;ENSG00000185532;ENSG00000198947","FGF13;PDE5A;PRKG1;DMD"
"43","GO:0006941","striated muscle contraction","A process in which force is generated within striated muscle tissue, resulting in the shortening of the muscle. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis. Striated muscle is a type of muscle in which the repeating units (sarcomeres) of the contractile myofibrils are arranged in registry throughout the cell, resulting in transverse or oblique striations observable at the level of the light microscope.","2.45% (4/163)",0.001762069,2.75,"ENSG00000129682;ENSG00000138735;ENSG00000165995;ENSG00000198947","FGF13;PDE5A;CACNB2;DMD"
"44","GO:0006942","regulation of striated muscle contraction","Any process that modulates the frequency, rate or extent of striated muscle contraction.","3.57% (3/84)",0.002400725,2.62,"ENSG00000129682;ENSG00000138735;ENSG00000198947","FGF13;PDE5A;DMD"
"45","GO:0007154","cell communication","Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment.","0.5% (28/5649)",0.002575056,2.59,"ENSG00000044524;ENSG00000101282;ENSG00000112562;ENSG00000116132;ENSG00000124813;ENSG00000129682;ENSG00000138735;ENSG00000138829;ENSG00000139174;ENSG00000140937;ENSG00000144619;ENSG00000150672;ENSG00000153707;ENSG00000164741;ENSG00000165995;ENSG00000168542;ENSG00000169306;ENSG00000169554;ENSG00000169855;ENSG00000174469;ENSG00000179915;ENSG00000184304;ENSG00000184347;ENSG00000185008;ENSG00000185532;ENSG00000185737;ENSG00000185920;ENSG00000198947","EPHA3;RSPO4;SMOC2;PRRX1;RUNX2;FGF13;PDE5A;FBN2;PRICKLE1;CDH11;CNTN4;DLG2;PTPRD;DLC1;CACNB2;COL3A1;IL1RAPL1;ZEB2;ROBO1;CNTNAP2;NRXN1;PRKD1;SLIT3;ROBO2;PRKG1;NRG3;PTCH1;DMD"
"46","GO:0007155","cell adhesion","The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules.","1.71% (23/1348)",2.148298e-12,11.67,"ENSG00000038427;ENSG00000044524;ENSG00000112562;ENSG00000138735;ENSG00000140937;ENSG00000142173;ENSG00000144619;ENSG00000150672;ENSG00000153707;ENSG00000154162;ENSG00000154654;ENSG00000160963;ENSG00000164741;ENSG00000168542;ENSG00000169306;ENSG00000169855;ENSG00000172260;ENSG00000174469;ENSG00000179915;ENSG00000185008;ENSG00000185532;ENSG00000185565;ENSG00000198947","VCAN;EPHA3;SMOC2;PDE5A;CDH11;COL6A2;CNTN4;DLG2;PTPRD;CDH12;NCAM2;COL26A1;DLC1;COL3A1;IL1RAPL1;ROBO1;NEGR1;CNTNAP2;NRXN1;ROBO2;PRKG1;LSAMP;DMD"
"47","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","The attachment of a plasma membrane adhesion molecule in one cell to an identical molecule in an adjacent cell.","3.29% (5/152)",0.0001171025,3.93,"ENSG00000140937;ENSG00000144619;ENSG00000154162;ENSG00000169855;ENSG00000185008","CDH11;CNTN4;CDH12;ROBO1;ROBO2"
"48","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","The attachment of an adhesion molecule in one cell to a nonidentical adhesion molecule in an adjacent cell.","6.82% (3/44)",0.0003647546,3.44,"ENSG00000153707;ENSG00000169306;ENSG00000179915","PTPRD;IL1RAPL1;NRXN1"
"49","GO:0007158","neuron cell-cell adhesion","The attachment of a neuron to another cell via adhesion molecules.","18.75% (3/16)",1.641818e-05,4.78,"ENSG00000144619;ENSG00000154654;ENSG00000179915","CNTN4;NCAM2;NRXN1"
"50","GO:0007160","cell-matrix adhesion","The binding of a cell to the extracellular matrix via adhesion molecules.","1.82% (4/220)",0.005174595,2.29,"ENSG00000044524;ENSG00000164741;ENSG00000168542;ENSG00000198947","EPHA3;DLC1;COL3A1;DMD"
"51","GO:0007166","cell surface receptor signaling pathway","A series of molecular signals initiated by activation of a receptor on the surface of a cell. The pathway begins with binding of an extracellular ligand to a cell surface receptor, or for receptors that signal in the absence of a ligand, by ligand-withdrawal or the activity of a constitutively active receptor. The pathway ends with regulation of a downstream cellular process, e.g. transcription.","0.66% (18/2740)",0.001217399,2.91,"ENSG00000044524;ENSG00000101282;ENSG00000112562;ENSG00000116132;ENSG00000124813;ENSG00000138829;ENSG00000139174;ENSG00000150672;ENSG00000153707;ENSG00000168542;ENSG00000169554;ENSG00000169855;ENSG00000179915;ENSG00000184304;ENSG00000184347;ENSG00000185008;ENSG00000185737;ENSG00000185920","EPHA3;RSPO4;SMOC2;PRRX1;RUNX2;FBN2;PRICKLE1;DLG2;PTPRD;COL3A1;ZEB2;ROBO1;NRXN1;PRKD1;SLIT3;ROBO2;NRG3;PTCH1"
"52","GO:0007167","enzyme linked receptor protein signaling pathway","Any series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with regulation of a downstream cellular process, e.g. transcription.","0.97% (10/1026)",0.001228545,2.91,"ENSG00000044524;ENSG00000112562;ENSG00000124813;ENSG00000138829;ENSG00000153707;ENSG00000168542;ENSG00000169855;ENSG00000179915;ENSG00000184304;ENSG00000185737","EPHA3;SMOC2;RUNX2;FBN2;PTPRD;COL3A1;ROBO1;NRXN1;PRKD1;NRG3"
"53","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","A series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with regulation of a downstream cellular process, e.g. transcription.","0.99% (7/708)",0.006677581,2.18,"ENSG00000044524;ENSG00000112562;ENSG00000124813;ENSG00000169855;ENSG00000179915;ENSG00000184304;ENSG00000185737","EPHA3;SMOC2;RUNX2;ROBO1;NRXN1;PRKD1;NRG3"
"54","GO:0007266","Rho protein signal transduction","A series of molecular signals within the cell that are mediated by a member of the Rho family of proteins switching to a GTP-bound active state.","2.34% (3/128)",0.007802252,2.11,"ENSG00000164741;ENSG00000168542;ENSG00000169855","DLC1;COL3A1;ROBO1"
"55","GO:0007267","cell-cell signaling","Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell.  Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions.","0.77% (12/1550)",0.002740643,2.56,"ENSG00000101282;ENSG00000129682;ENSG00000139174;ENSG00000140937;ENSG00000144619;ENSG00000150672;ENSG00000153707;ENSG00000165995;ENSG00000169306;ENSG00000169554;ENSG00000179915;ENSG00000185737","RSPO4;FGF13;PRICKLE1;CDH11;CNTN4;DLG2;PTPRD;CACNB2;IL1RAPL1;ZEB2;NRXN1;NRG3"
"56","GO:0007275","multicellular organism development","The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).","0.7% (35/5030)",2.265761e-08,7.64,"ENSG00000038427;ENSG00000044524;ENSG00000048052;ENSG00000101282;ENSG00000112562;ENSG00000116132;ENSG00000119042;ENSG00000124813;ENSG00000129682;ENSG00000134532;ENSG00000138829;ENSG00000139174;ENSG00000140937;ENSG00000144619;ENSG00000153707;ENSG00000154162;ENSG00000154654;ENSG00000164741;ENSG00000166250;ENSG00000168542;ENSG00000169306;ENSG00000169554;ENSG00000169855;ENSG00000172260;ENSG00000174469;ENSG00000179915;ENSG00000184304;ENSG00000184347;ENSG00000185008;ENSG00000185532;ENSG00000185565;ENSG00000185737;ENSG00000185920;ENSG00000189337;ENSG00000198947","VCAN;EPHA3;HDAC9;RSPO4;SMOC2;PRRX1;SATB2;RUNX2;FGF13;SOX5;FBN2;PRICKLE1;CDH11;CNTN4;PTPRD;CDH12;NCAM2;DLC1;CLMP;COL3A1;IL1RAPL1;ZEB2;ROBO1;NEGR1;CNTNAP2;NRXN1;PRKD1;SLIT3;ROBO2;PRKG1;LSAMP;NRG3;PTCH1;KAZN;DMD"
"57","GO:0007389","pattern specification process","Any developmental process that results in the creation of defined areas or spaces within an organism to which cells respond and eventually are instructed to differentiate.","1.46% (6/410)",0.001810502,2.74,"ENSG00000119042;ENSG00000169554;ENSG00000169855;ENSG00000185008;ENSG00000185737;ENSG00000185920","SATB2;ZEB2;ROBO1;ROBO2;NRG3;PTCH1"
"58","GO:0007399","nervous system development","The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state.","1.24% (29/2332)",1.442771e-12,11.84,"ENSG00000038427;ENSG00000044524;ENSG00000048052;ENSG00000116132;ENSG00000119042;ENSG00000124813;ENSG00000129682;ENSG00000134532;ENSG00000139174;ENSG00000140937;ENSG00000144619;ENSG00000153707;ENSG00000154654;ENSG00000164741;ENSG00000168542;ENSG00000169306;ENSG00000169554;ENSG00000169855;ENSG00000172260;ENSG00000174469;ENSG00000179915;ENSG00000184304;ENSG00000184347;ENSG00000185008;ENSG00000185532;ENSG00000185565;ENSG00000185737;ENSG00000185920;ENSG00000198947","VCAN;EPHA3;HDAC9;PRRX1;SATB2;RUNX2;FGF13;SOX5;PRICKLE1;CDH11;CNTN4;PTPRD;NCAM2;DLC1;COL3A1;IL1RAPL1;ZEB2;ROBO1;NEGR1;CNTNAP2;NRXN1;PRKD1;SLIT3;ROBO2;PRKG1;LSAMP;NRG3;PTCH1;DMD"
"59","GO:0007409","axonogenesis","De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells.","2.13% (10/469)",1.72714e-06,5.76,"ENSG00000044524;ENSG00000129682;ENSG00000140937;ENSG00000144619;ENSG00000169554;ENSG00000169855;ENSG00000179915;ENSG00000184347;ENSG00000185008;ENSG00000185920","EPHA3;FGF13;CDH11;CNTN4;ZEB2;ROBO1;NRXN1;SLIT3;ROBO2;PTCH1"
"60","GO:0007411","axon guidance","The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues.","2.59% (7/270)",2.132602e-05,4.67,"ENSG00000044524;ENSG00000144619;ENSG00000169855;ENSG00000179915;ENSG00000184347;ENSG00000185008;ENSG00000185920","EPHA3;CNTN4;ROBO1;NRXN1;SLIT3;ROBO2;PTCH1"
"61","GO:0007413","axonal fasciculation","The collection of axons into a bundle of rods, known as a fascicle.","13.64% (3/22)",4.454842e-05,4.35,"ENSG00000044524;ENSG00000144619;ENSG00000154654","EPHA3;CNTN4;NCAM2"
"62","GO:0007416","synapse assembly","The aggregation, arrangement and bonding together of a set of components to form a synapse.  This process ends when the synapse is mature (functional).","2.72% (5/184)",0.000285454,3.54,"ENSG00000129682;ENSG00000153707;ENSG00000169306;ENSG00000179915;ENSG00000185008","FGF13;PTPRD;IL1RAPL1;NRXN1;ROBO2"
"63","GO:0007417","central nervous system development","The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord.","1.62% (16/989)",3.144627e-08,7.5,"ENSG00000038427;ENSG00000119042;ENSG00000129682;ENSG00000140937;ENSG00000144619;ENSG00000164741;ENSG00000168542;ENSG00000169554;ENSG00000169855;ENSG00000174469;ENSG00000179915;ENSG00000185008;ENSG00000185532;ENSG00000185737;ENSG00000185920;ENSG00000198947","VCAN;SATB2;FGF13;CDH11;CNTN4;DLC1;COL3A1;ZEB2;ROBO1;CNTNAP2;NRXN1;ROBO2;PRKG1;NRG3;PTCH1;DMD"
"64","GO:0007420","brain development","The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.).","1.9% (14/735)",3.84017e-08,7.42,"ENSG00000119042;ENSG00000129682;ENSG00000144619;ENSG00000164741;ENSG00000168542;ENSG00000169554;ENSG00000169855;ENSG00000174469;ENSG00000179915;ENSG00000185008;ENSG00000185532;ENSG00000185737;ENSG00000185920;ENSG00000198947","SATB2;FGF13;CNTN4;DLC1;COL3A1;ZEB2;ROBO1;CNTNAP2;NRXN1;ROBO2;PRKG1;NRG3;PTCH1;DMD"
"65","GO:0007507","heart development","The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood.","1.48% (8/539)",0.0002685625,3.57,"ENSG00000048052;ENSG00000139174;ENSG00000164741;ENSG00000168542;ENSG00000169855;ENSG00000184347;ENSG00000185008;ENSG00000185920","HDAC9;PRICKLE1;DLC1;COL3A1;ROBO1;SLIT3;ROBO2;PTCH1"
"66","GO:0007638","mechanosensory behavior","Behavior that is dependent upon the sensation of a mechanical stimulus.","18.18% (2/11)",0.0005347835,3.27,"ENSG00000174469;ENSG00000179915","CNTNAP2;NRXN1"
